repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
ferdousbhai/investor-agent,results.csv,True,SKILL.md,/skills/investment-analysis/SKILL.md,main,main,https://github.com/ferdousbhai/investor-agent/blob/341fe753acee2fa9c8a855dc26f71a0e8951d001/skills/investment-analysis/SKILL.md,7614d1d24ee37ceaf6ddc144bf3c35253fe600c5,,code_search,200,none,,2026-02-18T19:50:12Z,310,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filipstrand/mflux,results.csv,True,SKILL.md,/.cursor/skills/mflux-pr/SKILL.md,main,main,https://github.com/filipstrand/mflux/blob/bcdf4af465e546fc43b5fcfc7c601ab4722254fc/.cursor/skills/mflux-pr/SKILL.md,523aff3d68f231437a7f026c742d49dfc91106b6,,code_search,200,none,,2026-02-18T19:51:13Z,1832,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gadievron/raptor,results.csv,True,SKILL.md,/.claude/commands/create-skill.md,main,main,https://github.com/gadievron/raptor/blob/1f5105effc754d5ade95728db5a2c132dc3631e8/.claude/commands/create-skill.md,577abba780bf1cd785e1d54397333ea704ba5250,,code_search,200,none,,2026-02-18T20:01:33Z,1113,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmh5225/awesome-game-security,results.csv,True,SKILL.md,/.claude/skills/overview/SKILL.md,main,main,https://github.com/gmh5225/awesome-game-security/blob/07353ae4827907ac623a50bdca2f03bc5d9e7ab7/.claude/skills/overview/SKILL.md,f61fba4642a0d492073f27848e8a950401f9eb9f,,code_search,200,none,,2026-02-18T20:12:55Z,2705,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gmickel/gmickel-claude-marketplace,results.csv,True,SKILL.md,/plugins/flow/skills/flow-plan/SKILL.md,main,main,https://github.com/gmickel/gmickel-claude-marketplace/blob/ce315a1c3ceffb76b9c74f70b03b0376eca2507d/plugins/flow/skills/flow-plan/SKILL.md,aaed205b8197c3c0cfa4567a9edb7f6df6f7e825,,code_search,200,none,,2026-02-18T20:12:56Z,512,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotalab/skillport,results.csv,True,SKILL.md,/.skills/experimental/skill-evaluator/SKILL.md,main,main,https://github.com/gotalab/skillport/blob/808598fa00c95a0951cc5267acf8824d92e9a8c6/.skills/experimental/skill-evaluator/SKILL.md,e8d142aeb8f3730f7f5ef53a5a2cde74def8c00c,,code_search,200,none,,2026-02-18T20:13:58Z,318,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gptme/gptme,results.csv,True,SKILL.md,/gptme/lessons/skills/python-repl/SKILL.md,master,master,https://github.com/gptme/gptme/blob/60881e4871548c8a3e1f8390fec55b5370bd3bd2/gptme/lessons/skills/python-repl/SKILL.md,b4b844b6e28774a06d8484e3e7b147d66f14cc5b,,code_search,200,none,,2026-02-18T20:15:00Z,4193,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gradio-app/daggr,results.csv,True,SKILL.md,/.agents/skills/daggr/SKILL.md,main,main,https://github.com/gradio-app/daggr/blob/97a46b1de513106eeb0f3504283dd2be3528544c/.agents/skills/daggr/SKILL.md,7c35215d2ddba130b05756deef74e52242bab702,,code_search,200,none,,2026-02-18T20:15:00Z,503,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huangrt01/cs-notes,results.csv,True,SKILL.md,/.trae/skills/fix/SKILL.md,master,master,https://github.com/huangrt01/CS-Notes/blob/ee30af804314af94b6231a7a3983baac1b7d38d5/.trae/skills/fix/SKILL.md,9be38d2dfa0b1a8a817d4db5485571160b003219,,code_search,200,none,,2026-02-18T20:35:40Z,3943,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hugohe3/ppt-master,results.csv,True,SKILL.md,/.agent/skills/ocr_image_to_markdown/SKILL.md,main,main,https://github.com/hugohe3/ppt-master/blob/325306898d7cc44e1e15458e412d9561eaf911cf/.agent/skills/ocr_image_to_markdown/SKILL.md,e650b1f633c300a3dfb52d45840cbecf1c950dbd,,code_search,200,none,,2026-02-18T20:36:41Z,1728,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iamzhihuix/happy-claude-skills,results.csv,True,SKILL.md,/skills/browser/SKILL.md,main,main,https://github.com/iamzhihuix/happy-claude-skills/blob/632f2c3472ecf2af93906f4c909da53716816e14/skills/browser/SKILL.md,fb6a950302225ee1c490cf4bdb5e45a44c677c39,,code_search,200,none,,2026-02-18T20:41:51Z,254,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inclusionAI/AWorld,results.csv,True,SKILL.md,/examples/skill_agent/skills/code/skill.md,main,main,https://github.com/inclusionAI/AWorld/blob/01a3cb685b47d3bde8e7013e8785ccc57236b597/examples/skill_agent/skills/code/skill.md,e2d5b1f88534c552e465368c025bf234ea8887b8,,code_search,200,none,,2026-02-18T20:48:03Z,1127,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
itsmostafa/aws-agent-skills,results.csv,True,SKILL.md,/skills/s3/SKILL.md,main,main,https://github.com/itsmostafa/aws-agent-skills/blob/e9e01ada13b6e64fbfe06915380625facca60ed4/skills/s3/SKILL.md,47af83a2310897d9a797cff4a04d6818fe1097da,,code_search,200,none,,2026-02-18T20:54:15Z,995,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jMerta/codex-skills,results.csv,True,SKILL.md,/ci-fix/SKILL.md,main,main,https://github.com/jMerta/codex-skills/blob/1be063de2a730d61133e957dfc01a670cce7abd4/ci-fix/SKILL.md,f05dcec0168a608d3da0e0e9fbd84a6195440804,,code_search,200,none,,2026-02-18T20:56:19Z,116,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jlevy/repren,results.csv,True,SKILL.md,/repren/skills/SKILL.md,master,master,https://github.com/jlevy/repren/blob/002b76ca84967ae95f7689d4958054131322c761/repren/skills/SKILL.md,78c47ab5a5e9cca6f3a8ed06a2f894d8f34c91fb,,code_search,200,none,,2026-02-18T21:11:49Z,370,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joeseesun/anything-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/joeseesun/anything-to-notebooklm/blob/main/SKILL.md,d49b516d339eaa1f73b42caea6b7f5056fe924f0,16023,contents_api,200,none,,2026-02-18T21:13:53Z,341,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johnhuang316/code-index-mcp,results.csv,True,SKILL.md,/.codex/skills/release-prep/SKILL.md,master,master,https://github.com/johnhuang316/code-index-mcp/blob/428613fafb5eefd8584c45be44d1cf8fd18411f0/.codex/skills/release-prep/SKILL.md,18848fbb0052540bb8bba5132d60f2d10eb1f075,,code_search,200,none,,2026-02-18T21:14:55Z,781,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalil0321/reverse-api-engineer,results.csv,True,SKILL.md,/plugins/reverse-api-engineer/skills/reverse-engineering-api/SKILL.md,main,main,https://github.com/kalil0321/reverse-api-engineer/blob/2d772cea32ea092789ca68237779235127191766/plugins/reverse-api-engineer/skills/reverse-engineering-api/SKILL.md,be80b96e9f821482df9ce930d8bfb74fa4f5445d,,code_search,200,none,,2026-02-18T21:27:20Z,406,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karpathy/nanochat,results.csv,True,SKILL.md,/.claude/skills/read-arxiv-paper/SKILL.md,master,master,https://github.com/karpathy/nanochat/blob/0a23f87643945410eb7c0e33951b5acfba05257c/.claude/skills/read-arxiv-paper/SKILL.md,6a9cda7121e3c643895fa572b0af47016b844f43,,code_search,200,none,,2026-02-18T21:29:23Z,43608,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kasperjunge/agent-resources,results.csv,True,SKILL.md,/.opencode/skill/ost/SKILL.md,main,main,https://github.com/kasperjunge/agent-resources/blob/6a2bbc674af043881958813a175f05ff480dd747/.opencode/skill/ost/SKILL.md,8a82a7e06927ac7fe78d6180da7e2af69505814e,,code_search,200,none,,2026-02-18T21:29:24Z,398,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leochlon/pythea,results.csv,True,SKILL.md,/.codex/skills/rca-fix-agent/SKILL.md,main,main,https://github.com/leochlon/pythea/blob/419343e16ed7f8c275f3194c04fbeb349396a0a1/.codex/skills/rca-fix-agent/SKILL.md,3d245933d63b1a96ba1fea51dc5911d401d92420,,code_search,200,none,,2026-02-18T21:53:10Z,1601,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leondgarse/keras_cv_attention_models,results.csv,True,SKILL.md,/.agent/skills/weight-conversion/SKILL.md,main,main,https://github.com/leondgarse/keras_cv_attention_models/blob/811933b1e11bda5df72ab090fa607c773e5e8bb3/.agent/skills/weight-conversion/SKILL.md,b41c8fae907b26c1fe75bc3864a79f0060ec2a7b,,code_search,200,none,,2026-02-18T21:53:10Z,624,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luongnv89/claude-howto,results.csv,True,SKILL.md,/03-skills/refactor/SKILL.md,main,main,https://github.com/luongnv89/claude-howto/blob/20779dbf79fe1fc14e333e31c10e0ee4686773a7/03-skills/refactor/SKILL.md,1f816d3687583818ce18673618c1565ecf7fa073,,code_search,200,none,,2026-02-18T22:07:38Z,985,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mangiucugna/json_repair,results.csv,True,SKILL.md,/.agents/skills/docs-demo-local-test/SKILL.md,main,main,https://github.com/mangiucugna/json_repair/blob/529be35078ed8e5f0d30c745a003c1f294f01ba1/.agents/skills/docs-demo-local-test/SKILL.md,b3770d0f251820461c2a4c55cdb75b02674ac07d,,code_search,200,none,,2026-02-18T22:14:52Z,4517,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
martinopiaggi/summarize,results.csv,True,SKILL.md,/.agent/skills/summarize/SKILL.md,main,main,https://github.com/martinopiaggi/summarize/blob/146d7d8ceaf829802f7b7c485ca6b2cdb7b08400/.agent/skills/summarize/SKILL.md,2dc6b4ff5131e75d41a0157714b849b853f87dfe,,code_search,200,none,,2026-02-18T22:22:06Z,144,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxvaega/skillkit,results.csv,True,SKILL.md,/examples/skills/git-helper/SKILL.md,main,main,https://github.com/maxvaega/skillkit/blob/2a30ae54cf1a5d1d37973a96e614de055c307690/examples/skills/git-helper/SKILL.md,65dc96b84337a7f65907f330c9ee5b7e03b9c9a1,,code_search,200,none,,2026-02-18T22:28:17Z,124,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
memovai/memov,results.csv,True,SKILL.md,/skills/vibegit/SKILL.md,main,main,https://github.com/memovai/memov/blob/f25232386f04a302f36ba98023617adfc3296549/skills/vibegit/SKILL.md,1c9068249f7f11095e1920545f5c12bc9311f40f,,code_search,200,none,,2026-02-18T22:31:24Z,142,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microsoft/semantic-link-labs,results.csv,True,SKILL.md,/.claude/skills/run-tests/SKILL.md,main,main,https://github.com/microsoft/semantic-link-labs/blob/41bc0ddd0ba8de0278074a5158933b580d15c3bb/.claude/skills/run-tests/SKILL.md,b671cc19f5f3e31d53a417cbaec798555ecfc28f,,code_search,200,none,,2026-02-18T22:45:52Z,472,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrexodia/ida-pro-mcp,results.csv,True,SKILL.md,/skills/idapython/SKILL.md,main,main,https://github.com/mrexodia/ida-pro-mcp/blob/a4fcf2b3d566ed318106087384b800bb5aae7d2a/skills/idapython/SKILL.md,10a0e2db2e7eada1fba393d143b4fece49d2261c,,code_search,200,none,,2026-02-18T23:00:20Z,5605,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muratcankoylan/Agent-Skills-for-Context-Engineering,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/muratcankoylan/Agent-Skills-for-Context-Engineering/blob/main/SKILL.md,4d4a8f6249e2ac7c94030143abf623ab6246c949,7754,contents_api,200,none,,2026-02-18T23:03:26Z,8358,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neurostuff/nimare,results.csv,True,SKILL.md,/.skills/writing_code/SKILL.md,main,main,https://github.com/neurostuff/NiMARE/blob/5fac65c0eb5966613273eadceec6fb3a51c22cf1/.skills/writing_code/SKILL.md,9cce1103da75f2dc71be09f43e5d66f863b7e3a5,,code_search,200,none,,2026-02-18T23:13:46Z,203,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nextlevelbuilder/ui-ux-pro-max-skill,results.csv,True,SKILL.md,/.claude/skills/ui-ux-pro-max/SKILL.md,main,main,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill/blob/6623f12b4058d09618c89cffb2de59a47c45f999/.claude/skills/ui-ux-pro-max/SKILL.md,e58d6187f3d2fa94927fccbdb06ea0314ac89b2c,,code_search,200,none,,2026-02-18T23:15:49Z,32511,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninehills/skills,results.csv,True,SKILL.md,/skills/doc/SKILL.md,main,main,https://github.com/ninehills/skills/blob/b774a799b6a9e6e05d2bb9e3d5a341bd83f2bdba/skills/doc/SKILL.md,c6d96121f0dc34f5d325bac8ee5cd54098d32ae0,,code_search,200,none,,2026-02-18T23:18:56Z,159,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nkapila6/mcp-local-rag,results.csv,True,SKILL.md,/skills/local-rag-search/SKILL.md,main,main,https://github.com/nkapila6/mcp-local-rag/blob/1e96748859f3b70716d3830d3dfa7941c4e688b4/skills/local-rag-search/SKILL.md,e5b79d5a26c98e4c44ecd5a3419057d161882387,,code_search,200,none,,2026-02-18T23:19:58Z,111,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ntno/mkdocs-terminal,results.csv,True,SKILL.md,/.github/skills/openspec-explore/SKILL.md,main,main,https://github.com/ntno/mkdocs-terminal/blob/395485f5305cb5bee1c7f092bb8834c453c64b79/.github/skills/openspec-explore/SKILL.md,8ed4a7646532495b7ed154627843ba7cb79d9894,,code_search,200,none,,2026-02-18T23:24:06Z,301,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
op7418/Document-illustrator-skill,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/op7418/Document-illustrator-skill/blob/main/SKILL.md,928ac9f3f5cdf6f82d26955897b6df6319c063b8,11648,contents_api,200,none,,2026-02-18T23:32:22Z,245,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
op7418/Youtube-clipper-skill,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/op7418/Youtube-clipper-skill/blob/main/SKILL.md,79938ae5671077a080facbb8dd56427bf6d60269,10859,contents_api,200,none,,2026-02-18T23:32:22Z,1364,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openclaw/skills,results.csv,True,SKILL.md,/skills/kk17/nlb/SKILL.md,main,main,https://github.com/openclaw/skills/blob/1bd414f4f4b0f77fdde78ed702b7ca888d4fb662/skills/kk17/nlb/SKILL.md,39640f64ecb598d60ed53703dc3d883c8312a41d,,code_search,200,none,,2026-02-18T23:34:27Z,1138,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otrf/threathunter-playbook,results.csv,True,SKILL.md,/.github/skills/hunt-focus-definition/SKILL.md,main,main,https://github.com/OTRF/ThreatHunter-Playbook/blob/d310f3882eb065329a6fb081fa13b205f522392d/.github/skills/hunt-focus-definition/SKILL.md,13e65f77d4352575d425e70840f644703cc9c4a1,,code_search,200,none,,2026-02-18T23:42:41Z,4476,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parcadei/Continuous-Claude-v3,results.csv,True,SKILL.md,/.claude/skills/fix/SKILL.md,main,main,https://github.com/parcadei/Continuous-Claude-v3/blob/d07ff4b06b62f43771bc0c927d0211b734d6149e/.claude/skills/fix/SKILL.md,513c495248fcbca30d8def75d05eeb732a81c240,,code_search,200,none,,2026-02-18T23:49:55Z,3525,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pchalasani/claude-code-tools,results.csv,True,SKILL.md,/plugins/langroid/skills/patterns/SKILL.md,main,main,https://github.com/pchalasani/claude-code-tools/blob/fe69cb0da599aa98c77f6471b778a39ff4049c47/plugins/langroid/skills/patterns/SKILL.md,1df6d6a791d752f132da07768cb89ff1c48e2786,,code_search,200,none,,2026-02-18T23:53:01Z,1458,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
posit-dev/py-shiny,results.csv,True,SKILL.md,/.claude/skills/port-from-bslib/SKILL.md,main,main,https://github.com/posit-dev/py-shiny/blob/299bdbeeadc121f4d6cc15e2eff0f22dccf48adf/.claude/skills/port-from-bslib/SKILL.md,09acb7b11fa9bf73240eb7bf3b837696fc8dfb06,,code_search,200,none,,2026-02-19T00:05:26Z,1686,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pthom/imgui_bundle,results.csv,True,SKILL.md,/.claude/skills/review-book/SKILL.md,main,main,https://github.com/pthom/imgui_bundle/blob/1c7282dc666995fd84c094f4e60c8bc505e1c94c/.claude/skills/review-book/SKILL.md,879117e3856233a642d17353542347f69443a505,,code_search,200,none,,2026-02-19T00:10:35Z,1075,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pydantic/pydantic-ai,results.csv,True,SKILL.md,/.claude/skills/pre-push-review/SKILL.md,main,main,https://github.com/pydantic/pydantic-ai/blob/c6ff1cbf4d1a5b5ce17d72f6a43c03395bfd9740/.claude/skills/pre-push-review/SKILL.md,68cbb09f23e98409b1473222a807b48220d758e0,,code_search,200,none,,2026-02-19T00:14:44Z,14956,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ramakay/claude-self-reflect,results.csv,True,SKILL.md,/docs/design/conversation-analyzer/SKILL.md,main,main,https://github.com/ramakay/claude-self-reflect/blob/197f716bea607d0777fdaa66a9ac9c757c8f3b45/docs/design/conversation-analyzer/SKILL.md,29e54bff26e14cce4e88e844eaf0501d4f15808e,,code_search,200,none,,2026-02-19T00:32:19Z,202,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ran-isenberg/aws-lambda-handler-cookbook,results.csv,True,SKILL.md,/.github/skills/ai-sdlc/skill.md,main,main,https://github.com/ran-isenberg/aws-lambda-handler-cookbook/blob/edb843bcbfb1d7d2a45a8665b0f1168e35946129/.github/skills/ai-sdlc/skill.md,31fe041e47b306d7b1ca0c1686792ef87746ed37,,code_search,200,none,,2026-02-19T00:33:20Z,666,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rohitg00/kubectl-mcp-server,results.csv,True,SKILL.md,/kubernetes-skills/claude/k8s-cli/SKILL.md,main,main,https://github.com/rohitg00/kubectl-mcp-server/blob/1e304f0b7884f19feb602cefa41482c264de4c08/kubernetes-skills/claude/k8s-cli/SKILL.md,6f1b61c831a51a6d6244a9952fc42818387aeaae,,code_search,200,none,,2026-02-19T00:49:52Z,822,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run-llama/vibe-llama,results.csv,True,SKILL.md,/documentation/skills/llamactl/SKILL.md,main,main,https://github.com/run-llama/vibe-llama/blob/cb28f060f3f3d6942202c48e594745511aaa2288/documentation/skills/llamactl/SKILL.md,1f64ec365f4cf9a6ec2e588c63f05d42114efeb7,,code_search,200,none,,2026-02-19T00:55:01Z,175,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruvnet/wifi-densepose,results.csv,True,SKILL.md,/.claude/skills/stream-chain/SKILL.md,main,main,https://github.com/ruvnet/wifi-densepose/blob/16c50abca362d6be1002f027d22a8fd259a809c4/.claude/skills/stream-chain/SKILL.md,6ed65fbb65df4c323f797fec6d6eba34f1ebb3f1,,code_search,200,none,,2026-02-19T00:56:03Z,7016,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scarletkc/vexor,results.csv,True,SKILL.md,/plugins/vexor/skills/vexor-cli/SKILL.md,main,main,https://github.com/scarletkc/vexor/blob/5058af0d2d6690ca51ab7766dc42f32e18b1b8f7/plugins/vexor/skills/vexor-cli/SKILL.md,e8ed34b3bfa2a7697ae19539cbcb572befc4675e,,code_search,200,none,,2026-02-19T01:04:20Z,200,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sirkirby/unifi-network-mcp,results.csv,True,SKILL.md,/.codex/skills/project-governance/SKILL.md,main,main,https://github.com/sirkirby/unifi-network-mcp/blob/3e425f50f27c422d1cde8c2a198a661ddab8f730/.codex/skills/project-governance/SKILL.md,abeb165cb51e8bacbee3d2afd27a957b2cb782a2,,code_search,200,none,,2026-02-19T01:20:51Z,162,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skillcreatorai/Ai-Agent-Skills,results.csv,True,SKILL.md,/skills/pdf/SKILL.md,main,main,https://github.com/skillcreatorai/Ai-Agent-Skills/blob/6195a031c29c5bc11d1d4b3e4c64e660e441f087/skills/pdf/SKILL.md,1c2647e1aa6b9568468c72a2e8474fd5badb2162,,code_search,200,none,,2026-02-19T01:21:54Z,822,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
softaworks/agent-toolkit,results.csv,True,SKILL.md,/skills/mui/SKILL.md,main,main,https://github.com/softaworks/agent-toolkit/blob/62b5df50daf75a28d3c0c626d6147539287575fc/skills/mui/SKILL.md,cc235b246e3887db6b37dc12c61fdb25a740a3c4,,code_search,200,none,,2026-02-19T01:28:05Z,618,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solatis/claude-config,results.csv,True,SKILL.md,/skills/planner/SKILL.md,main,main,https://github.com/solatis/claude-config/blob/6e72bc29e542f82f7936673f175a7cca5eee7499/skills/planner/SKILL.md,e53047a042da9f9b00c88a7d992e1897a456c21d,,code_search,200,none,,2026-02-19T01:28:06Z,607,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
study8677/antigravity-workspace-template,results.csv,True,SKILL.md,/src/skills/research/SKILL.md,main,main,https://github.com/study8677/antigravity-workspace-template/blob/2d73960a9148b44d824563c4d133828768fe7402/src/skills/research/SKILL.md,b21f98dcd058077aa1a43496c1cf9626312e204d,,code_search,200,none,,2026-02-19T01:40:30Z,891,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team-attention/plugins-for-claude-natives,results.csv,True,SKILL.md,/plugins/agent-council/SKILL.md,main,main,https://github.com/team-attention/plugins-for-claude-natives/blob/c5f2d72e9995c77a119665886e2560eaca73e87c/plugins/agent-council/SKILL.md,e162bf53587b4cb8506fdda9a6b3ac4e1c5ae70b,,code_search,200,none,,2026-02-19T01:52:53Z,527,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teng-lin/notebooklm-py,results.csv,True,SKILL.md,/src/notebooklm/data/SKILL.md,main,main,https://github.com/teng-lin/notebooklm-py/blob/9eb13cea51af9dad53a66c3c467b3bbb78f72b0e/src/notebooklm/data/SKILL.md,d68d47e4b9d79139dde19236b17389fa94127f87,,code_search,200,none,,2026-02-19T01:54:59Z,2009,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-momentum/open-wearables,results.csv,True,SKILL.md,/.ai/skills/code-review/SKILL.md,main,main,https://github.com/the-momentum/open-wearables/blob/f3b4f75dc1c95843d18ab3f3d6831c4049b188c6/.ai/skills/code-review/SKILL.md,193f097503e2ce00667c0fc39a7a69cbb2804b9f,,code_search,200,none,,2026-02-19T01:59:05Z,522,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timothywarner-org/claude-code,results.csv,True,SKILL.md,/.claude/skills/mcp-scaffold/SKILL.md,main,main,https://github.com/timothywarner-org/claude-code/blob/66e4e69f69153880a7d1401b59d3d2755399864b/.claude/skills/mcp-scaffold/SKILL.md,a485ee4ddacdc6f70f73a6a203944feeb80e9d32,,code_search,200,none,,2026-02-19T02:07:21Z,195,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tom-doerr/repo_posts,results.csv,True,SKILL.md,/docs/_posts/2026-02-17-ViktorAxelsen-MemSkill.md,main,main,https://github.com/tom-doerr/repo_posts/blob/6b2f9138b15605cc34f4c33df01a807f425e616c/docs/_posts/2026-02-17-ViktorAxelsen-MemSkill.md,1d448b1e4559aea292c0bd14a49e1d23c29e7406,,code_search,200,none,,2026-02-19T02:11:29Z,231,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tpvasconcelos/ridgeplot,results.csv,True,SKILL.md,/skills/dropping-and-adding-support-for-python-versions/SKILL.md,main,main,https://github.com/tpvasconcelos/ridgeplot/blob/87d5a98e2ebaaaf256898dc11c1856093ae1375b/skills/dropping-and-adding-support-for-python-versions/SKILL.md,136402d4e3adc78609b147ed3111b8f2981655b0,,code_search,200,none,,2026-02-19T02:14:36Z,239,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tripleyak/SkillForge,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/tripleyak/SkillForge/blob/main/SKILL.md,41ec608dfad85261c5b5f768f0eb9bdf9172aa11,33643,contents_api,200,none,,2026-02-19T02:15:38Z,509,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truera/trulens,results.csv,True,SKILL.md,/skills/SKILL.md,main,main,https://github.com/truera/trulens/blob/6ec8e8990b464da6c8d538aaf750f0176d737512/skills/SKILL.md,a0fe7cd7778678573bbeac1b19e11439b66ade56,,code_search,200,none,,2026-02-19T02:15:39Z,3095,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ucbepic/docetl,results.csv,True,SKILL.md,/.claude/skills/docetl/SKILL.md,main,main,https://github.com/ucbepic/docetl/blob/1744bfcef77dd104ceb129cb2ab39d0fe337b0c3/.claude/skills/docetl/SKILL.md,b2fcb7ceeaecfb6b4bb9555af6287f8425a79716,,code_search,200,none,,2026-02-19T02:20:48Z,3590,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vectorize-io/hindsight,results.csv,True,SKILL.md,/skills/hindsight-docs/SKILL.md,main,main,https://github.com/vectorize-io/hindsight/blob/41db2960c5aa021e2cb41fc046f06d1c5bd226d0/skills/hindsight-docs/SKILL.md,10abdf9f8e54f440acd32d5890e3f60a28ffc0d4,,code_search,200,none,,2026-02-19T02:28:02Z,1445,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
