rank,skill_count,repo,mainLanguage,stars,forks,commits,contributors
409,2,NVIDIA/nv-cloud-function-helpers,Python,18,8,62.0,8.0
410,2,NVIDIA/sphinx-llm,Python,14,2,68.0,1.0
411,2,NatLabRockies/torc,Rust,13,4,930.0,5.0
412,2,Nebu1eto/sheetkit,Rust,34,1,184.0,2.0
413,2,Nexo-Agent/nexo,TypeScript,10,2,499.0,1.0
414,2,NoOne-hub/JSReverser-MCP,TypeScript,97,27,90.0,1.0
415,2,OmniLens/OmniLens,TypeScript,34,3,95.0,3.0
416,2,OpenCut-app/OpenCut,TypeScript,46569,4820,1365.0,95.0
417,2,OpenSQZ/GTPlanner,Python,268,55,271.0,9.0
418,2,OpenSecretCloud/maple-proxy,TypeScript,13,2,47.0,1.0
419,2,OthmanAdi/planning-with-teams,Python,13,3,9.0,2.0
420,2,PKU-Alignment/VLA-Arena,Python,132,8,30.0,3.0
421,2,Panniantong/Agent-Reach,Python,9121,658,193.0,10.0
422,2,PantherApex/Panther,Rust,47,7,8.0,1.0
423,2,PaulRBerg/cryptfolio-scripts,JavaScript,24,2,27.0,1.0
424,2,PaulRBerg/prb-effect,TypeScript,19,1,117.0,2.0
425,2,Peiiii/AgentVerse,TypeScript,281,73,419.0,3.0
426,2,Philra94/homeassistant-hoymiles-cloud,Python,17,3,38.0,4.0
427,2,Piebald-AI/tweakcc,TypeScript,1317,100,473.0,24.0
428,2,Pipelex/pipelex,Python,630,46,888.0,5.0
429,2,PlatformNetwork/platform,Rust,115,13,705.0,7.0
430,2,PlayFab/gsdk,C++,165,118,217.0,35.0
431,2,PleasePrompto/ductor,Python,136,17,238.0,6.0
432,2,Positronic-Robotics/positronic,Python,62,8,1180.0,6.0
433,2,PostHog/duckgres,Go,59,6,407.0,9.0
434,2,PowerShell/PowerShell,C#,51866,8221,11380.0,543.0
435,2,PoxenStudio/talebook,JavaScript,68,1,1931.0,16.0
436,2,Praeviso/crawl4weibo,Python,27,3,83.0,4.0
437,2,Priivacy-ai/spec-kitty,Python,912,66,2657.0,47.0
438,2,ProjectMagma/Magma,C#,112,1,409.0,3.0
439,2,Pushword/Pushword,PHP,21,2,367.0,2.0
440,2,Qiskit/mcp-servers,Python,21,12,658.0,10.0
441,2,Rabithua/Rote,TypeScript,906,62,1092.0,3.0
442,2,Red-Hat-AI-Innovation-Team/sdg_hub,JavaScript,122,51,330.0,28.0
443,2,Red-Hat-AI-Innovation-Team/training_hub,Python,65,22,95.0,7.0
444,2,RedHat-UX/next-gen-ui-agent,Python,14,4,329.0,10.0
445,2,Redth/Maui.Gtk,C#,85,2,149.0,1.0
446,2,Redth/MauiDevFlow,C#,43,8,221.0,6.0
447,2,RevylAI/greenlight,Go,1252,83,6.0,4.0
448,2,RightCapitalHQ/chinese-style-guide,Python,99,7,23.0,6.0
449,2,RonkTsang/gemini-chat-extension,TypeScript,13,3,63.0,2.0
450,2,RyanWangZf/BioDSA,Python,49,5,97.0,1.0
451,2,Ryandonofrio3/osgrep,TypeScript,1081,68,364.0,14.0
452,2,S1LV4/th0th,TypeScript,123,20,67.0,4.0
453,2,SIRHAMY/light-clone,Rust,10,0,73.0,1.0
454,2,Sage-Bionetworks/sage-monorepo,TypeScript,27,16,2256.0,11.0
455,2,Sage/carbon,TypeScript,297,87,26194.0,187.0
456,2,Saik0s/mcp-browser-use,Python,913,111,102.0,7.0
457,2,Sangkwun/sandy,Python,13,1,44.0,1.0
458,2,Sankhya-AI/Dhee,Python,16,1,69.0,2.0
459,2,SawyerHood/dev-browser,TypeScript,3847,246,98.0,2.0
460,2,Scofieldfree/excalidraw-mcp,TypeScript,81,5,45.0,1.0
461,2,ScrapeGraphAI/just-scrape,TypeScript,10,0,58.0,2.0
462,2,ShapeCrawler/ShapeCrawler,C#,411,77,3686.0,28.0
463,2,ShieldBattery/ShieldBattery,TypeScript,183,30,4738.0,23.0
464,2,SkyworkAI/DeepResearchAgent,Python,3240,428,132.0,4.0
465,2,Snowfork/snowbridge,TypeScript,309,149,1374.0,46.0
466,2,SoFriendly/orca,JavaScript,50,3,434.0,5.0
467,2,SocketDev/socket-sdk-js,TypeScript,45,15,1458.0,16.0
468,2,Soneso/stellar-php-sdk,PHP,40,19,443.0,7.0
469,2,Stepuuu/portfolio-daily-tracker,Python,29,4,12.0,1.0
470,2,SudoMaker/rEFui,JavaScript,83,2,543.0,1.0
471,2,Sunpeak-AI/sunpeak,TypeScript,156,6,466.0,3.0
472,2,Suvitruf/gamedev-links,Python,24,0,33.0,1.0
473,2,Svtoo/atk,Python,11,2,140.0,1.0
474,2,TalAter/annyang,TypeScript,6666,1044,807.0,38.0
475,2,TalexCK/Codex-Listener,Python,11,2,10.0,2.0
476,2,TencentBlueKing/bk-weweb,TypeScript,10,3,45.0,2.0
477,2,Teslemetry/hass-teslemetry,Python,17,8,104750.0,5158.0
478,2,ThalesGroup/fred,Python,42,15,952.0,22.0
479,2,The-17/agentsecrets,Go,63,7,49.0,2.0
480,2,Thinkmill/sydjs-keystatic,TypeScript,12,6,188.0,12.0
481,2,Thislu13/NewsPilot,Python,39,3,19.0,3.0
482,2,TomerFi/switcher_webapi,Python,13,10,1612.0,16.0
483,2,TrainProtocol/app,JavaScript,24,1,433.0,6.0
484,2,UiPath/uipath-dev-python,TypeScript,13,1,248.0,5.0
485,2,UniClipboard/UniClipboard,Rust,17,3,914.0,4.0
486,2,ViffyGwaanl/glm-image,Python,10,2,2.0,1.0
487,2,VisActor/VBI,TypeScript,22,5,1870.0,14.0
488,2,VisActor/VChart,TypeScript,1771,208,7966.0,47.0
489,2,VisActor/VTable,TypeScript,3488,454,9025.0,120.0
490,2,Vonage/vivid-3,TypeScript,62,15,2459.0,22.0
491,2,WHQ25/agent-canvas,JavaScript,10,0,48.0,1.0
492,2,Wangmerlyn/KeepGPU,Python,22,5,98.0,4.0
493,2,WendellAdriel/laravel-validated-dto,PHP,758,46,228.0,23.0
494,2,Whamp/pi-read-map,TypeScript,12,2,67.0,3.0
495,2,Whamp/pi-rlm,Python,13,2,44.0,2.0
496,2,Woyken/py-huckleberry-api,Python,19,10,76.0,6.0
497,2,XiaoConstantine/sgrep,Go,11,2,82.0,1.0
498,2,Xmaster6y/tdhook,Python,11,0,91.0,2.0
499,2,Xuanwo/xurl,Rust,152,11,73.0,2.0
500,2,YYHDBL/MyCodeAgent,Python,152,31,79.0,1.0
501,2,Yelp/paasta,Python,1723,248,14716.0,274.0
502,2,YotpoLtd/cADR,TypeScript,12,1,154.0,2.0
503,2,YunYouJun/valaxy,TypeScript,1070,130,1549.0,46.0
504,2,ZSPSTRIVE/SpringAI-langchain-StudyBot,Java,46,8,29.0,1.0
505,2,Zaloog/kanban-tui,Python,222,10,793.0,8.0
506,2,ZenoxZX/trello-cli,C#,18,2,21.0,3.0
507,2,ZhuoZhuoCrayon/throttled-py,Python,623,31,127.0,6.0
508,2,aannoo/hcom,Rust,141,17,78.0,2.0
509,2,aatrooox/imgx,TypeScript,118,8,233.0,1.0
510,2,abagames/crisp-game-lib,TypeScript,631,75,530.0,5.0
511,2,acatovic/gothicvania-codex-demo,JavaScript,13,1,9.0,1.0
512,2,achimala/farfield,TypeScript,171,27,219.0,4.0
513,2,acrognale/pasture,TypeScript,23,1,113.0,1.0
514,2,adamjosefus/fx-fetch,TypeScript,38,0,250.0,1.0
515,2,adaptyteam/AdaptySDK-React-Native,TypeScript,181,18,990.0,14.0
516,2,adobe/leonardo,JavaScript,2098,122,589.0,17.0
517,2,advancedcommunities/salesforce-mcp-server,TypeScript,23,3,117.0,1.0
518,2,affandar/duroxide,Rust,17,2,554.0,7.0
519,2,agavra/compression-golf,Rust,53,17,47.0,13.0
520,2,agavra/tuicr,Rust,401,40,149.0,27.0
521,2,agent-network-protocol/anp,Python,288,49,218.0,14.0
522,2,agent-next/agent-ready,TypeScript,14,3,100.0,2.0
523,2,agentfront/frontmcp,TypeScript,144,6,214.0,5.0
524,2,aidenybai/react-scan,TypeScript,20806,348,719.0,38.0
525,2,aiming-lab/SimpleMem,Python,3188,311,57.0,13.0
526,2,akash3444/shadcn-ui-blocks,TypeScript,587,49,307.0,7.0
527,2,akatz-ai/cc-conversation-search,Python,15,3,34.0,2.0
528,2,akshan-main/vibe-check,Rust,12,0,40.0,1.0
529,2,albumentations-team/albucore,Python,23,12,72.0,7.0
530,2,aldegad/agent-picker,TypeScript,10,1,13.0,1.0
531,2,alibaba/nacos,Java,32735,13264,5713.0,511.0
532,2,alibaizhanov/mengram,Python,100,10,297.0,1.0
533,2,alicankiraz1/indexandria,Python,44,0,8.0,1.0
534,2,allenai/OLMo-core,Python,955,185,854.0,27.0
535,2,allenporter/flux-local,Python,285,38,1369.0,21.0
536,2,allenporter/gcal_sync,Python,14,7,1070.0,10.0
537,2,allenporter/ical,Python,42,19,930.0,19.0
538,2,allenporter/python-google-nest-sdm,Python,72,17,2217.0,12.0
539,2,allenporter/supernote,Python,12,1,564.0,2.0
540,2,allisonwang-db/pyspark-data-sources,Python,91,24,61.0,9.0
541,2,alltuner/vibetuner,Python,11,0,1180.0,4.0
542,2,alma-oss/spirit-design-system,TypeScript,25,2,4070.0,30.0
543,2,almonk/bonsplit,TypeScript,360,25,33.0,2.0
544,2,alondmnt/joplin-mcp,Python,75,9,214.0,2.0
545,2,alonw0/llm-docs-optimizer,Python,52,1,3.0,1.0
546,2,alonw0/web-asset-generator,Python,209,17,12.0,2.0
547,2,alphavantage/alpha_vantage_mcp,Python,100,24,134.0,4.0
548,2,altasoft/DomainPrimitives,C#,60,2,250.0,6.0
549,2,alvarobartt/hf-mem,Python,858,78,55.0,6.0
550,2,alvinunreal/oh-my-opencode-slim,TypeScript,2089,154,154.0,23.0
551,2,amarnathdhumal/chamaacui,TypeScript,26,3,242.0,3.0
552,2,ambient-code/platform,Go,83,61,733.0,33.0
553,2,amir-arad/tweakpane-table,JavaScript,17,2,26.0,2.0
554,2,amitsingh-007/bypass-links,TypeScript,77,12,6230.0,5.0
555,2,amruthpillai/reactive-resume,TypeScript,35739,3943,5196.0,194.0
556,2,amszuidas/mini-opencode,Python,111,36,105.0,3.0
557,2,amun-ai/hypha,Python,22,14,1751.0,15.0
558,2,ancs21/screenshots-banana,TypeScript,29,3,2.0,1.0
559,2,andrewm4894/anomstack,Python,109,12,1587.0,5.0
560,2,andyrewlee/amux,Go,48,1,299.0,1.0
561,2,antfu-collective/eslint-vitest-rule-tester,TypeScript,138,9,99.0,10.0
562,2,antfu/fast-npm-meta,TypeScript,195,16,93.0,13.0
563,2,antfu/ghfs,TypeScript,151,3,46.0,1.0
564,2,antvis/GPT-Vis,TypeScript,673,82,231.0,30.0
565,2,antvis/L7,TypeScript,3976,661,5444.0,77.0
566,2,apache/airflow,Python,44639,16695,36741.0,4215.0
567,2,apache/fesod,Java,5879,489,361.0,40.0
568,2,apache/fory,Java,4278,403,1884.0,133.0
569,2,apache/fory-site,TypeScript,26,32,715.0,25.0
570,2,apache/gravitino,Java,2907,757,3595.0,275.0
571,2,apache/ignite-3,Java,317,140,6861.0,90.0
572,2,apache/opendal-oli,Rust,21,2,173.0,29.0
573,2,apache/tvm-ffi,C++,361,64,481.0,36.0
574,2,apify/mcp-cli,TypeScript,381,29,465.0,6.0
575,2,appleboy/CodeGPT,Go,1503,134,523.0,28.0
576,2,archit15singh/memori,Rust,10,1,38.0,2.0
577,2,ariadng/metatrader-mcp-server,Python,170,47,136.0,2.0
578,2,arkavo-org/arkavo-edge,Rust,10,0,204.0,3.0
579,2,arsolutioner/riseup-cli,TypeScript,21,4,50.0,1.0
580,2,artisanexperiences/arbor,Go,10,3,218.0,2.0
581,2,arto-app/Arto,Rust,134,7,504.0,7.0
582,2,artsy/positron,TypeScript,85,39,5709.0,79.0
583,2,ascii-supply-networks/dagster-slurm,Python,26,4,151.0,7.0
584,2,asciisd/knet,PHP,14,7,125.0,2.0
585,2,assistant-ui/assistant-ui,TypeScript,8832,921,2868.0,93.0
586,2,async3619/vscode-semantic-imports,TypeScript,10,0,101.0,2.0
587,2,autogluon/autogluon,Python,10095,1121,2846.0,152.0
588,2,automagik-dev/forge,TypeScript,75,14,2120.0,34.0
589,2,avast/sage,TypeScript,131,5,81.0,6.0
590,2,aws-deadline/deadline-cloud,Python,35,68,723.0,62.0
591,2,aws-deadline/deadline-cloud-worker-agent,Python,17,37,630.0,41.0
592,2,aws-neuron/nkipy,Python,23,5,100.0,6.0
593,2,banteg/takopi,Python,897,109,365.0,13.0
594,2,base/demos,TypeScript,83,117,257.0,10.0
595,2,basecamp/basecamp-cli,Go,32,2,524.0,9.0
596,2,bborn/taskyou,Go,45,4,831.0,4.0
597,2,bcgov/bc-wallet-mobile,TypeScript,76,63,1438.0,25.0
598,2,beadhub/beadhub,Python,30,5,187.0,1.0
599,2,bearcove/styx,Rust,47,4,522.0,5.0
600,2,bearcove/tracey,Rust,168,21,201.0,12.0
601,2,benbjohnson/litestream,Go,13338,346,611.0,24.0
602,2,benchmark-action/github-action-benchmark,TypeScript,1202,181,421.0,37.0
603,2,bengry/typedash,TypeScript,41,2,268.0,5.0
604,2,bestkolobok/vue3-jsoneditor,TypeScript,81,13,251.0,6.0
605,2,bigboggy/C-slop,JavaScript,31,2,49.0,2.0
606,2,bitomule/Koubou,Python,104,7,137.0,3.0
607,2,bitovi/cascade-mcp,TypeScript,17,3,488.0,11.0
608,2,bitovi/superconnect,JavaScript,23,0,237.0,3.0
609,2,blaze-slider/blaze-slider,TypeScript,649,39,209.0,4.0
610,2,blqke/beepctl,TypeScript,33,3,30.0,1.0
611,2,bneb/lattice,Rust,74,6,19.0,1.0
612,2,bostonaholic/reflect,TypeScript,36,7,256.0,5.0
613,2,bouffalolab/bouffalo_sdk,C,459,168,29.0,3.0
614,2,bramstroker/homeassistant-powercalc,Python,1429,371,7021.0,323.0
615,2,brevdev/brev-cli,Go,244,26,2450.0,45.0
616,2,brianlovin/hn-cli,TypeScript,32,2,92.0,1.0
617,2,bruits/sampo,Rust,123,3,148.0,5.0
618,2,btachinardi/church,TypeScript,49,6,27.0,2.0
619,2,build-trust/autonomy,Python,27,8,230.0,2.0
620,2,buildermethods/design-os,TypeScript,1617,324,17.0,3.0
621,2,byjg/php-rest-reference-architecture,PHP,17,6,275.0,1.0
622,2,bytemines/mycelium,TypeScript,19,2,131.0,3.0
623,2,c4pt0r/minibook,TypeScript,40,15,119.0,2.0
624,2,cago-frame/cago,Go,13,2,219.0,2.0
625,2,caido-community/scanner,TypeScript,39,14,300.0,8.0
626,2,callstack/react-native-testing-library,TypeScript,3346,278,1209.0,136.0
627,2,callstack/repack,TypeScript,1882,155,901.0,75.0
628,2,callstackincubator/ai,TypeScript,1220,41,168.0,10.0
629,2,callstackincubator/rozenite,TypeScript,493,30,136.0,18.0
630,2,callstackincubator/voltra,TypeScript,614,20,213.0,13.0
631,2,can1357/smgrep,Rust,60,7,34.0,2.0
632,2,captainsafia/grove,Rust,59,6,84.0,4.0
633,2,cardmagic/messages,TypeScript,17,5,77.0,2.0
634,2,causalens/cai-causal-graph,Python,60,4,171.0,16.0
635,2,cavit99/mlx-LLM-cheatsheet,Python,25,1,16.0,1.0
636,2,ccsert/opencode-review-gitea,TypeScript,24,2,35.0,3.0
637,2,ccssmnn/alkalye,TypeScript,21,5,84.0,2.0
638,2,cdevroe/signboard,JavaScript,44,1,25.0,1.0
639,2,cds-snc/ai-answers,JavaScript,10,3,5177.0,16.0
640,2,cfoust/cy,C,201,8,1682.0,6.0
641,2,chaokunyang/browser-terminal-use,JavaScript,20,1,20.0,1.0
642,2,checkly/checkly-cli,TypeScript,93,21,765.0,41.0
643,2,chriskd/memex-kb,Python,11,2,97.0,1.0
644,2,chrisling-dev/hyperliquid-cli,TypeScript,69,10,20.0,1.0
645,2,chrispyers/openkiwi,TypeScript,80,6,190.0,3.0
646,2,chrisreddington/flight-school,TypeScript,27,7,117.0,5.0
647,2,chrisreddington/validate-file-exists,TypeScript,10,1,236.0,3.0
648,2,cisco-ai-defense/mcp-scanner,Python,844,94,83.0,20.0
649,2,cjinhuo/text-search-engine,TypeScript,474,16,208.0,6.0
650,2,ckanner/jta,Go,126,5,76.0,1.0
651,2,cl0nazepamm/3dsmax-mcp,Python,20,5,39.0,1.0
652,2,cliftonc/drizzle-cube,TypeScript,39,10,1071.0,7.0
653,2,cline/cline,TypeScript,58971,5966,4978.0,280.0
654,2,cloudflare/chanfana,TypeScript,710,66,329.0,31.0
655,2,cloudflare/cloudflare-prometheus-exporter,TypeScript,141,13,24.0,7.0
656,2,cloudflare/kumo,TypeScript,903,62,153.0,30.0
657,2,cloudflare/moltworker,TypeScript,9610,1737,92.0,12.0
658,2,cloudflare/vinext,TypeScript,6724,236,320.0,47.0
659,2,cmackenzie1/holster,TypeScript,33,1,249.0,2.0
660,2,cmer81/open-meteo-mcp,TypeScript,36,14,88.0,3.0
661,2,cockroachdb/pebble,Go,5805,548,5470.0,110.0
662,2,code-store-platform/arcxp-sdk-ts,TypeScript,12,1,196.0,10.0
663,2,codee-agent/codee,TypeScript,17,0,33.0,4.0
664,2,codeigniter4/CodeIgniter4,PHP,5855,1975,23405.0,378.0
665,2,coder/balatrobot,Python,48,7,1038.0,7.0
666,2,cognizant-ai-lab/neuro-san-studio,Python,366,146,2534.0,21.0
667,2,coleam00/context-engineering-intro,Python,12732,2646,23.0,1.0
668,2,coleam00/ottomator-agents,Python,5438,1890,91.0,3.0
669,2,comarkdown/comark,TypeScript,260,5,191.0,6.0
670,2,commet-labs/commet,TypeScript,26,0,455.0,4.0
671,2,confetti/yayson,TypeScript,185,28,289.0,17.0
672,2,contember/okena,Rust,16,1,578.0,6.0
673,2,couchbasecloud/terraform-provider-couchbase-capella,Go,37,8,329.0,21.0
674,2,coupergateway/couper,Go,95,15,2785.0,22.0
675,2,cqframework/clinical-reasoning,Java,45,40,1200.0,38.0
676,2,craigktreasure/SlnUp,C#,12,0,440.0,2.0
677,2,creativetimofficial/ui,TypeScript,11761,4856,17.0,2.0
678,2,crisogray/claudius,TypeScript,81,10,349.0,25.0
679,2,crowi/crowi,JavaScript,1098,166,5306.0,47.0
680,2,cybaea/obsidian-vault-intelligence,TypeScript,21,0,509.0,3.0
681,2,cybozu/prompt-hardener,Python,47,6,190.0,4.0
682,2,cyl19970726/poly-sdk,TypeScript,1262,363,98.0,2.0
683,2,cytoscape/cytoscape-web,TypeScript,28,14,2487.0,14.0
684,2,dahlia/logtape,TypeScript,1700,40,679.0,23.0
685,2,dahlia/optique,TypeScript,599,7,1003.0,5.0
686,2,dalangdalang934/freedomtrader,JavaScript,36,17,23.0,1.0
687,2,damionrashford/RivalSearchMCP,Python,54,14,87.0,4.0
688,2,danielcherubini/elegoo-homeassistant,Python,122,19,408.0,14.0
689,2,danielewood/vanityssh-go,Go,72,11,60.0,6.0
690,2,danielmiessler/Substrate,TypeScript,762,110,89.0,8.0
691,2,danmartuszewski/hop,Go,27,2,60.0,2.0
692,2,dashpay/platform,Rust,89,49,6226.0,57.0
693,2,dashrobotco/robot-components,TypeScript,188,17,15.0,1.0
694,2,databricks/databricks-sdk-go,Go,72,63,978.0,42.0
695,2,datahub-project/datahub,Java,11660,3393,14060.0,720.0
696,2,datapizza-labs/rag-dataset-builder,Python,45,5,14.0,5.0
697,2,davebcn87/pi-autoresearch,TypeScript,1596,78,65.0,2.0
698,2,dazzleduck-web/dazzleduck-sql-server,Java,11,5,860.0,11.0
699,2,dbachelder/pi-btw,TypeScript,16,2,5.0,1.0
700,2,dbt-labs/dbt-autofix,Python,70,12,343.0,20.0
701,2,dbt-labs/dbt-mcp,Python,507,109,485.0,37.0
702,2,dbt-labs/docs.getdbt.com,JavaScript,194,1143,42442.0,943.0
703,2,dbt-labs/terraform-provider-dbtcloud,Go,113,34,976.0,42.0
704,2,dcSpark/shinkai-local-ai-agents,TypeScript,424,65,1438.0,9.0
705,2,dddabtc/winremote-mcp,Python,59,16,73.0,2.0
706,2,dealfluence/adeu,Python,49,8,159.0,2.0
707,2,decentraland/godot-explorer,Rust,17,15,655.0,9.0
708,2,deepclause/agentvm,JavaScript,66,2,29.0,2.0
709,2,deepnote/deepnote,TypeScript,2732,176,242.0,16.0
710,2,defeat-beta/defeatbeta-api,Python,508,45,840.0,2.0
711,2,deltazefiro/Amarok-Hider,Java,2890,97,669.0,28.0
712,2,derisk-ai/OpenDerisk,Python,876,110,111.0,14.0
713,2,desplega-ai/qa-use,TypeScript,13,2,174.0,4.0
714,2,deviceinsight/kafkactl,Go,1034,102,799.0,57.0
715,2,dfinity/icp-cli,Rust,109,3,348.0,13.0
716,2,dhth/hours,Go,324,14,144.0,6.0
717,2,digitarald/mcp-apps-playground,TypeScript,61,12,8.0,1.0
718,2,dileet/ecco,TypeScript,12,0,315.0,1.0
719,2,dipseth/google_workspace_fastmcp2,Python,16,3,212.0,2.0
720,2,dmeehan1968/junie-explorer,TypeScript,25,2,1077.0,3.0
721,2,docker/docker-agent,Go,2467,302,4820.0,70.0
722,2,docker/mcp-gateway,Go,1302,226,865.0,32.0
723,2,docker/model-runner,Go,496,101,1639.0,38.0
724,2,doggy8088/caption-convert,JavaScript,11,0,5.0,1.0
725,2,dohooo/react-native-reanimated-carousel,TypeScript,3364,352,1000.0,38.0
726,2,dollspace-gay/OpenClaudia,Rust,52,3,69.0,2.0
727,2,dorlugasigal/TermBeam,JavaScript,20,1,231.0,4.0
728,2,dossierhq/dossierhq,TypeScript,51,0,7680.0,3.0
729,2,dotcommander/cclint,Go,13,2,223.0,2.0
730,2,dotnet/aspnetcore,C#,37777,10602,55993.0,1553.0
731,2,dotnet/dev-proxy,C#,782,80,842.0,26.0
732,2,dotnet/nuget-trends,C#,180,41,653.0,16.0
733,2,dreamy-ui/dreamy-ui,TypeScript,28,0,230.0,1.0
734,2,drewdrewH/code-graph-context,TypeScript,12,2,194.0,4.0
735,2,dubzzz/fast-check,TypeScript,4824,206,6420.0,78.0
736,2,dungle-scrubs/tallow,TypeScript,37,3,642.0,2.0
737,2,dusrdev/PrettyConsole,C#,13,0,510.0,1.0
738,2,duyet/monorepo,TypeScript,24,1,1744.0,5.0
739,2,dymmond/lilya,Python,66,5,659.0,6.0
740,2,dynatrace-oss/dtctl,Go,83,16,274.0,13.0
741,2,eakmanrq/sqlframe,Python,495,24,434.0,13.0
742,2,eaplatanios/ryft,Rust,10,1,32.0,1.0
743,2,ecubus/EcuBus-Pro,C++,735,197,1316.0,14.0
744,2,edgeandnode/ampersend-sdk,Python,15,8,152.0,5.0
745,2,edspencer/bragdoc-ai,TypeScript,23,4,816.0,47.0
746,2,educlopez/codevator,TypeScript,44,2,90.0,3.0
747,2,effector/effector,TypeScript,4822,263,8153.0,171.0
748,2,effiziente1/playwrightSample,TypeScript,19,2,176.0,3.0
749,2,ekusiadadus/draw-mcp,Python,24,3,24.0,1.0
750,2,elastic/docs-builder,C#,16,37,2007.0,40.0
751,2,electron/electron,C++,120476,17046,30120.0,1563.0
752,2,eli0shin/cli-lsp-client,TypeScript,49,7,112.0,2.0
753,2,elixr-games/elics,TypeScript,237,21,337.0,5.0
754,2,ellanetworks/core,Go,67,7,868.0,4.0
755,2,elliot35/deterministic-agent-control-protocol,TypeScript,147,8,24.0,1.0
756,2,elsbrock/plundrio,Go,40,6,151.0,4.0
757,2,eren23/attocode,TypeScript,14,0,210.0,1.0
758,2,erigontech/erigon-snapshot,Python,44,26,972.0,21.0
759,2,escalante-bio/petri,TypeScript,12,0,8.0,1.0
760,2,evstack/ev-node,Go,363,253,1666.0,135.0
761,2,exaforge/extropy,Python,22,5,484.0,3.0
762,2,existential-birds/amelia,Python,10,4,678.0,5.0
763,2,expo/expo,TypeScript,47948,11367,30760.0,1897.0
764,2,ezEngine/ezEngine,C++,1914,234,6808.0,62.0
765,2,f/check-ai,JavaScript,55,4,23.0,2.0
766,2,fabianocruz/assistente-compras-ifood,Python,24,4,4.0,2.0
767,2,fabricjs/fabric.js,TypeScript,31004,3627,5306.0,337.0
768,2,facebook/pyrefly,Rust,5464,284,11860.0,195.0
769,2,faithleysath/napcat-sdk,Python,11,0,391.0,2.0
770,2,fazil47/wgpu-renderer,Rust,42,2,215.0,1.0
771,2,feast-dev/feast,Python,6797,1248,4380.0,349.0
772,2,fedify-dev/fedify,TypeScript,951,96,3748.0,45.0
773,2,fengkx/beancount-lsp,TypeScript,46,6,652.0,6.0
774,2,fenv-org/fenv,Rust,19,1,339.0,3.0
775,2,ferdousbhai/investor-agent,Python,316,65,64.0,6.0
776,2,ferdousbhai/tasty-agent,Python,55,22,78.0,5.0
777,2,firebase/genkit,TypeScript,5648,686,4924.0,133.0
778,2,fivestones/family-organizer,TypeScript,16,5,375.0,2.0
779,2,flashus/detrix,Rust,19,4,100.0,1.0
780,2,flayerlabs/flaunch-sdk,TypeScript,16,6,229.0,4.0
781,2,flet-dev/website,JavaScript,97,601,568.0,84.0
782,2,flutter/flutter-intellij,Java,2015,340,3785.0,62.0
783,2,foundatron/octopusgarden,Go,19,3,141.0,1.0
784,2,foundryvtt-dcc/dcc,JavaScript,39,27,1408.0,17.0
785,2,four-meme-community/four-meme-ai,JavaScript,11,5,8.0,1.0
786,2,foxbytehq/laravel-inertia-dataproviders,PHP,25,1,102.0,6.0
787,2,franbarbalopez/mirror,PHP,150,4,12.0,3.0
788,2,frap129/opencode-rules,TypeScript,32,3,129.0,1.0
789,2,frectonz/pm3,Rust,154,5,147.0,3.0
790,2,freee/freee-mcp,TypeScript,328,42,548.0,8.0
791,2,freema/mcp-design-system-extractor,TypeScript,58,13,32.0,4.0
792,2,freema/mcp-gsheets,TypeScript,52,12,79.0,5.0
793,2,fstark/macflim,C++,110,5,395.0,4.0
794,2,fvutils/pyucis,Python,31,14,217.0,8.0
795,2,gabrie30/ghorg,Go,1991,182,938.0,41.0
796,2,gadget-inc/ggt,TypeScript,18,2,2027.0,15.0
797,2,gastownhall/wasteland,Go,29,17,282.0,6.0
798,2,gdsfactory/gdsfactory,Python,876,367,15313.0,133.0
799,2,geekjourneyx/jina-cli,Go,262,26,18.0,2.0
800,2,geekjourneyx/md2wechat-lite,Go,58,7,9.0,2.0
801,2,gemwalletcom/core,Rust,132,45,3381.0,11.0
802,2,getsentry/pypi,Python,21,5,3704.0,70.0
803,2,gfazioli/mantine-clock,TypeScript,11,0,92.0,1.0
804,2,gfazioli/mantine-flip,TypeScript,29,1,253.0,2.0
805,2,gfazioli/mantine-list-view-table,TypeScript,12,0,103.0,1.0
806,2,gfazioli/mantine-marquee,TypeScript,20,0,156.0,1.0
807,2,gfazioli/mantine-onboarding-tour,TypeScript,50,3,151.0,3.0
808,2,gfazioli/mantine-parallax,TypeScript,15,0,183.0,2.0
809,2,gfazioli/mantine-picker,TypeScript,10,0,98.0,1.0
810,2,gfazioli/mantine-rings-progress,TypeScript,10,0,138.0,1.0
811,2,gfazioli/mantine-split-pane,TypeScript,70,4,231.0,3.0
812,2,gfazioli/mantine-text-animate,TypeScript,18,1,141.0,1.0
813,2,ghostintheshell-192/sheet-atlas,C#,13,0,487.0,2.0
814,2,gilcrest/diygoapi,Go,614,71,1240.0,8.0
815,2,gillkyle/agent-tail,TypeScript,81,5,65.0,3.0
816,2,giosakti/duragent,Rust,43,2,187.0,1.0
817,2,giselles-ai/giselle,TypeScript,501,112,12947.0,34.0
818,2,github/copilot-sdk,TypeScript,7818,979,270.0,46.0
819,2,github/rust-gems,Rust,96,15,364.0,14.0
820,2,glaucia86/mba-ai-fullcycle,TypeScript,18,3,94.0,1.0
821,2,glhd/aire,PHP,544,40,412.0,14.0
822,2,glitternetwork/pinme,TypeScript,3014,218,118.0,5.0
823,2,glowroot/glowroot,Java,1324,332,4492.0,36.0
