rank,references_file_count,repo,mainLanguage,stars,forks,commits,contributors
825,2,gfazioli/mantine-text-animate,TypeScript,18,1,141.0,1.0
826,2,gleachkr/Lectic,TypeScript,10,0,788.0,1.0
827,2,google/adk-samples,Python,8668,2320,590.0,98.0
828,2,gopherguides/hype,Go,57,4,377.0,5.0
829,2,gotempsh/temps,Rust,270,10,311.0,2.0
830,2,gradion-ai/freeact,Python,128,9,217.0,2.0
831,2,gradion-ai/ipybox,Python,72,18,111.0,4.0
832,2,hah23255/adb-android-control,Python,79,8,8.0,1.0
833,2,hect0x7/jmcomic-ai,Python,17,2,10.0,1.0
834,2,homeassistant-ai/ha-mcp,Python,1206,52,798.0,19.0
835,2,huggingface/huggingface_hub,Python,3413,960,2237.0,313.0
836,2,humansys/raise,Python,43,3,2.0,1.0
837,2,ikemtz/AngularMonoRepo,TypeScript,11,4,830.0,5.0
838,2,imjuya/juya-news-card,TypeScript,75,10,24.0,4.0
839,2,ingen084/KyoshinEewViewerIngen,C#,171,18,1626.0,8.0
840,2,ivogarais/vizdantic,Python,14,0,52.0,2.0
841,2,janwilmake/uithub,TypeScript,12,0,49.0,1.0
842,2,jau123/MeiGen-AI-Design-MCP,TypeScript,337,39,65.0,1.0
843,2,jihadkhawaja/Egroo,C#,175,32,883.0,5.0
844,2,jingerpie/ocean-dataview,TypeScript,57,3,300.0,2.0
845,2,kalil0321/reverse-api-engineer,Python,480,39,215.0,5.0
846,2,karaage0703/ai-assistant-workspace,Python,12,2,8.0,1.0
847,2,kitchen-engineer42/Anything2Ontology,Python,72,15,10.0,2.0
848,2,kubeshark/kubeshark,Go,11822,519,2200.0,50.0
849,2,lance-format/lance,Rust,6173,585,3647.0,185.0
850,2,lee-to/hlv,Rust,31,3,19.0,1.0
851,2,lemony-ai/cascadeflow,Python,294,96,488.0,4.0
852,2,letta-ai/letta-evals,Python,60,7,232.0,9.0
853,2,livewire/blaze,PHP,672,30,475.0,13.0
854,2,lsp-client/lsp-client,Python,25,2,248.0,4.0
855,2,lwj1994/flutter_view_model,JavaScript,21,1,284.0,2.0
856,2,mainnebula/Token-Steward,TypeScript,14,1,40.0,1.0
857,2,manuarora700/youtube-thumbnail-generator,TypeScript,17,8,11.0,2.0
858,2,mhulden/pyfoma,Python,60,11,138.0,16.0
859,2,michaeldcanady/servicenow-sdk-go,Go,28,9,975.0,8.0
860,2,mihai-dinculescu/tapo,Rust,730,74,470.0,14.0
861,2,mindspore-ai/akg,Python,248,45,2337.0,103.0
862,2,mitkox/dede,C#,26,5,2.0,1.0
863,2,mono/SkiaSharp.Extended,C#,259,73,355.0,19.0
864,2,mpecan/tokf,Rust,121,10,249.0,7.0
865,2,msgbyte/cutia,TypeScript,300,50,140.0,1.0
866,2,msgbyte/tianji,TypeScript,3015,188,2061.0,15.0
867,2,obsessiondb/rudel,TypeScript,180,7,182.0,7.0
868,2,ohdearapp/ohdear-cli,PHP,138,3,273.0,4.0
869,2,onsails/cc,Python,18,0,56.0,1.0
870,2,opencmit/alphora,Python,345,33,157.0,3.0
871,2,paralleldrive/riteway,JavaScript,1169,38,606.0,34.0
872,2,phi-friday/joblib-stubs,Python,10,1,189.0,2.0
873,2,pingcap/website-docs,TypeScript,23,34,793.0,25.0
874,2,portabletext/editor,TypeScript,172,16,4684.0,39.0
875,2,powroom/flins,TypeScript,34,7,153.0,2.0
876,2,prose-kit/prose-kit,JavaScript,27,12,2.0,1.0
877,2,radius-project/radius,Go,1625,123,3642.0,67.0
878,2,rangerrick337/operator-os,Python,11,1,3.0,1.0
879,2,robinebers/openusage,JavaScript,1481,126,247.0,23.0
880,2,ruska-ai/orchestra,TypeScript,10,1,1086.0,3.0
881,2,rvdbreemen/OTGW-firmware,C++,176,39,2407.0,20.0
882,2,sjtu-sai-agents/EvoMaster,Python,27,14,95.0,7.0
883,2,srbhr/Resume-Matcher,TypeScript,26305,4742,1055.0,73.0
884,2,stuckinaboot/net-public,TypeScript,11,1,224.0,2.0
885,2,suitedaces/dorabot,TypeScript,192,25,498.0,1.0
886,2,sun-guannan/VectCutAPI,Python,1689,363,182.0,6.0
887,2,superzero11/OpenFarm,TypeScript,10,0,58.0,1.0
888,2,swarm-ai-safety/swarm,Python,16,4,1499.0,6.0
889,2,tari-project/tari-ootle,Rust,22,25,1488.0,24.0
890,2,thebearwithabite/ai-file-organizer,Python,30,4,252.0,4.0
891,2,timelessco/recollect,TypeScript,34,6,979.0,7.0
892,2,timothywarner-org/context-engineering,Python,17,17,47.0,2.0
893,2,timrogers/iata-code-decoder-api,TypeScript,26,10,1694.0,3.0
894,2,trymirai/uzu,Rust,1497,45,312.0,6.0
895,2,uberdeveloper/fastbt,Python,26,17,657.0,4.0
896,2,umputun/cc-thingz,Python,174,11,22.0,2.0
897,2,undsky/RuoYi-SpringBoot3-Pro,Java,133,49,66.0,1.0
898,2,veithly/climux,TypeScript,17,1,8.0,1.0
899,2,vercel-labs/json-render,TypeScript,12538,669,177.0,14.0
900,2,vercel-labs/portless,TypeScript,5158,166,53.0,12.0
901,2,vinhnx/VTCode,Rust,434,39,4839.0,12.0
902,2,w-winter/dot314,TypeScript,62,5,172.0,3.0
903,2,waynesutton/markdown-site,TypeScript,588,90,158.0,1.0
904,2,wecode-ai/Wegent,Python,481,71,1242.0,34.0
905,2,zhu1090093659/CodeConductor,TypeScript,70,3,120.0,2.0
906,1,AIPexStudio/AIPex,TypeScript,1096,109,347.0,8.0
907,1,ALBEDO-TABAI/video-copy-analyzer,Python,108,8,8.0,3.0
908,1,AxonFramework/AxonFramework,Java,3562,836,17015.0,254.0
909,1,Azure/autorest.typescript,TypeScript,184,81,2677.0,50.0
910,1,BA-CalderonMorales/terminal-jarvis,Rust,122,16,405.0,4.0
911,1,BANANASJIM/rdc-cli,Python,47,7,216.0,1.0
912,1,BRO3886/healthsync,Go,35,3,52.0,2.0
913,1,BayramAnnakov/synthetic-market-research,Python,22,3,4.0,1.0
914,1,Codename-Inc/spectre,JavaScript,115,12,212.0,2.0
915,1,DataDog/dd-trace-dotnet,C#,546,154,6355.0,114.0
916,1,Dimillian/CodexMonitor,TypeScript,3107,297,936.0,70.0
917,1,DomainLang/DomainLang,TypeScript,10,0,536.0,3.0
918,1,DotNetAge/mindx,Go,27,8,42.0,1.0
919,1,EnvyGithub/codex,Rust,14,2,3401.0,338.0
920,1,GoBeromsu/Metadata-Auto-Classifier,TypeScript,49,3,529.0,2.0
921,1,GovTechSG/sgds-web-component,TypeScript,12,5,3303.0,18.0
922,1,Harryoung/efka,Python,94,17,152.0,1.0
923,1,IBM/ibm-watsonx-orchestrate-adk,Python,139,59,1563.0,136.0
924,1,InstalabsAI/instagit,TypeScript,14,2,14.0,3.0
925,1,JaredStewart/coderlm,Rust,186,16,14.0,1.0
926,1,Kilo-Org/kilocode,TypeScript,16706,2153,13426.0,891.0
927,1,L-1124/QQMusicApi,Python,297,75,541.0,9.0
928,1,LSTM-Kirigaya/Tiphareth,TypeScript,24,1,67.0,2.0
929,1,LottieFiles/dotlottie-web,TypeScript,467,29,424.0,22.0
930,1,LunaDeerMC/Dominion,Java,108,24,1018.0,11.0
931,1,MemTensor/MemOS,Python,6877,617,1085.0,43.0
932,1,MeowLynxSea/yororen-ui,Rust,233,6,107.0,1.0
933,1,NVIDIA-NeMo/Gym,Python,723,85,358.0,44.0
934,1,Niceck/hhxg-top-hhxg-python,Python,17,3,27.0,1.0
935,1,OpenSource03/harnss,TypeScript,126,15,121.0,3.0
936,1,OpenXiangShan/GEM5,C++,129,71,21094.0,414.0
937,1,PKU-Alignment/VLA-Arena,Python,132,8,30.0,3.0
938,1,PaulRBerg/prb-effect,TypeScript,19,1,117.0,2.0
939,1,PlagueHO/microsoft-foundry-jumpstart,Python,10,7,622.0,2.0
940,1,PowerShell/PowerShell,C#,51866,8221,11380.0,543.0
941,1,RainerSeventeen/paper-tracker,Python,34,7,54.0,1.0
942,1,ReinaMacCredy/maestro,TypeScript,23,3,562.0,3.0
943,1,SawyerHood/dev-browser,TypeScript,3847,246,98.0,2.0
944,1,ScriptedAlchemy/codex-native,Rust,17,7,4009.0,344.0
945,1,SoundBlaster/XcodeMCPWrapper,Python,15,1,1586.0,4.0
946,1,TanStack/router,TypeScript,13858,1592,5992.0,695.0
947,1,Tencent/tdesign-react,TypeScript,938,358,5238.0,241.0
948,1,This-Is-Captain-Code/monagotchi,C++,14,1,23.0,2.0
949,1,TidyBot-Services/Tidybot-Universe,Python,21,1,69.0,6.0
950,1,UnicomAI/wanwu,Go,3959,79,3767.0,53.0
951,1,ViffyGwaanl/glm-image,Python,10,2,2.0,1.0
952,1,Xaiver03/openwork-cn,TypeScript,10,3,75.0,11.0
953,1,Yehonatan-Bar/ClaUI,TypeScript,14,1,207.0,1.0
954,1,Yourdaylight/stock_datasource,Python,62,17,186.0,6.0
955,1,abapify/adt-cli,TypeScript,16,1,572.0,5.0
956,1,abdullah1854/MCPGateway,TypeScript,12,2,55.0,2.0
957,1,accomplish-ai/accomplish,TypeScript,9773,1074,348.0,29.0
958,1,acrognale/pasture,TypeScript,23,1,113.0,1.0
959,1,adawalli/nexus,TypeScript,19,7,101.0,3.0
960,1,adobe/leonardo,JavaScript,2098,122,589.0,17.0
961,1,agentscope-ai/CoPaw,Python,11481,1363,292.0,74.0
962,1,alonw0/web-asset-generator,Python,209,17,12.0,2.0
963,1,amruthpillai/reactive-resume,TypeScript,35739,3943,5196.0,194.0
964,1,angular/angular,TypeScript,100082,27125,36748.0,2586.0
965,1,antoinebou12/uml-mcp,Python,74,20,50.0,2.0
966,1,apache/fory-site,TypeScript,26,32,715.0,25.0
967,1,artsy/eigen,TypeScript,3762,592,27660.0,161.0
968,1,automagik-dev/genie,TypeScript,256,35,2103.0,17.0
969,1,bearcove/tracey,Rust,168,21,201.0,12.0
970,1,biomejs/biome,Rust,24018,901,9558.0,672.0
971,1,blacktop/mcp-tts,Go,50,13,114.0,4.0
972,1,bradautomates/second-brain,Python,55,17,3.0,1.0
973,1,brsbl/ottonomous,JavaScript,11,1,261.0,2.0
974,1,buluslan/ecommerce-competitor-analyzer,JavaScript,25,7,23.0,1.0
975,1,callstack/repack,TypeScript,1882,155,901.0,75.0
976,1,cathrynlavery/repo-atlas,Python,19,2,3.0,1.0
977,1,chaokunyang/browser-terminal-use,JavaScript,20,1,20.0,1.0
978,1,cluesmith/codev,TypeScript,247,34,2515.0,3.0
979,1,confetti/yayson,TypeScript,185,28,289.0,17.0
980,1,danicat/speedgrapher,Go,34,5,51.0,3.0
981,1,davis7dotsh/better-context,TypeScript,853,66,731.0,19.0
982,1,definableai/definable.ai,Python,20,2,177.0,2.0
983,1,dereekb/dbx-components,TypeScript,13,0,2853.0,2.0
984,1,dmmulroy/better-result,TypeScript,933,21,36.0,8.0
985,1,docker/model-runner,Go,496,101,1639.0,38.0
986,1,dotnet/android,C#,2101,566,6303.0,135.0
987,1,dreamhunter2333/cloudflare_temp_email,TypeScript,6668,3463,551.0,11.0
988,1,drpedapati/raycast-script-creator,JavaScript,20,0,2.0,1.0
989,1,dtprj/dongting,Java,208,19,3356.0,2.0
990,1,durable-streams/durable-streams,TypeScript,1380,46,570.0,15.0
991,1,eclipse-rdf4j/rdf4j,Java,396,180,7503.0,110.0
992,1,edrickleong/obsidian-calendar-bases,TypeScript,138,10,30.0,1.0
993,1,educlopez/smoothui,TypeScript,725,37,576.0,4.0
994,1,emmansun/base64,Go,15,0,251.0,2.0
995,1,epiral/bb-browser,TypeScript,203,29,100.0,1.0
996,1,f/check-ai,JavaScript,55,4,23.0,2.0
997,1,garrytan/gstack,TypeScript,10544,1255,48.0,2.0
998,1,gmickel/gno,TypeScript,53,7,363.0,4.0
999,1,go-go-golems/geppetto,Go,83,9,2528.0,4.0
1000,1,go-kratos/blades,Go,736,83,153.0,17.0
