language,rank,repo,skill_count,stars,forks,commits,contributors
Go,2,smallnest/langgraphgo,120,209,34,328.0,10.0
Go,3,poteto/noodle,108,119,6,1396.0,2.0
Go,4,go-mizu/mizu,104,45,3,1862.0,2.0
Go,5,janekbaraniewski/openusage,96,11,1,69.0,2.0
Go,6,diillson/chatcli,94,69,21,689.0,2.0
Go,7,jaxxstorm/proxyt,90,102,4,39.0,2.0
Go,8,drn/dots,88,23,4,2484.0,3.0
Go,9,microbus-io/fabric,87,170,5,429.0,4.0
Go,10,driangle/taskmd,84,10,0,492.0,2.0
Go,11,langcare/langcare-mcp-fhir,82,15,2,45.0,1.0
Go,12,vllm-project/semantic-router,82,3393,571,1138.0,75.0
Go,13,hiromaily/go-crypto-wallet,75,125,35,1563.0,2.0
Go,14,DotNetAge/mindx,70,27,8,42.0,1.0
Go,15,Clyra-AI/gait,69,11,3,268.0,3.0
Go,16,jaxxstorm/sentinel,60,33,2,31.0,3.0
Go,17,jaxxstorm/tscli,60,63,8,194.0,5.0
Go,18,microsoft/waza,57,14,8,606.0,10.0
Go,19,sunholo-data/ailang,54,22,2,2060.0,6.0
Go,20,vfarcic/dot-ai-controller,54,45,6,148.0,3.0
Go,21,fall-out-bug/sdp,50,17,0,1089.0,3.0
Go,22,wilddogjp/openbpx,50,60,5,33.0,2.0
Go,23,initializ/forge,48,10,1,104.0,2.0
Go,24,Ed1s0nZ/CyberStrikeAI,44,2831,461,587.0,2.0
Go,25,cloudposse/atmos,44,1267,147,1124.0,65.0
Go,26,eat-pray-ai/yutu,44,402,41,577.0,5.0
Go,27,kurtosis-tech/kurtosis,44,528,91,1819.0,42.0
Go,28,thc1006/nephoran-intent-operator,44,16,3,1013.0,5.0
Go,29,liza-mas/liza,42,76,18,567.0,3.0
Go,30,Gentleman-Programming/engram,40,1343,129,114.0,8.0
Go,31,pilinux/gorest,40,487,63,811.0,5.0
Go,32,joa23/linear-cli,39,108,13,121.0,5.0
Go,33,UnicomAI/wanwu,34,3959,79,3767.0,53.0
Go,34,jordanhubbard/loom,34,95,11,1159.0,5.0
Go,35,marcus/sidecar,34,839,63,1221.0,15.0
Go,36,aiyuekuang/LLMProxy,32,11,2,27.0,1.0
Go,37,kaptinlin/gozod,30,18,1,113.0,2.0
Go,38,dcosson/h2,28,27,4,537.0,1.0
Go,39,obot-platform/discobot,27,51,3,981.0,13.0
Go,40,JsonLee12138/agent-team,26,17,3,137.0,4.0
Go,41,NTTDATA-DACH/viewnode,26,20,3,178.0,2.0
Go,42,PeterBooker/veloria,26,10,1,28.0,1.0
Go,43,roborev-dev/roborev,24,723,64,445.0,19.0
Go,44,colonyops/hive,22,19,3,203.0,5.0
Go,45,eser/aya.is,22,59,24,971.0,15.0
Go,46,goern/forgejo-mcp,22,35,10,281.0,23.0
Go,47,openshift/hypershift,22,513,455,9521.0,233.0
Go,48,jrswab/axe,21,585,11,87.0,3.0
Go,49,Goldziher/ai-rulez,20,93,7,339.0,4.0
Go,50,oodaris/autocodex,20,12,0,313.0,1.0
Go,51,openshift/lightspeed-operator,20,11,39,2359.0,35.0
Go,52,weibaohui/kom,20,147,33,1060.0,6.0
Go,53,avivsinai/agent-message-queue,18,28,3,210.0,3.0
Go,54,clidey/whodb,18,4680,178,2392.0,14.0
Go,55,luthersystems/elps,18,35,9,469.0,10.0
Go,56,michaeldcanady/servicenow-sdk-go,18,28,9,975.0,8.0
Go,57,GoBetterAuth/go-better-auth,16,158,18,109.0,3.0
Go,58,GoogleChrome/webstatus.dev,16,228,47,1645.0,16.0
Go,59,lorehq/lore,16,22,2,92.0,1.0
Go,60,willvelida/code-minions,16,22,3,270.0,2.0
Go,61,yaacov/kubectl-mtv,16,12,1,725.0,2.0
Go,62,yjwong/lark-cli,16,15,6,53.0,3.0
Go,63,xichan96/cortex,15,15,0,142.0,3.0
Go,64,chainreactors/malice-network,14,425,62,1530.0,6.0
Go,65,chmouel/lazyworktree,14,179,5,888.0,7.0
Go,66,danshapiro/kilroy,14,148,34,870.0,11.0
Go,67,fengshao1227/ccg-workflow,14,3618,247,186.0,9.0
Go,68,holon-run/holon,14,78,6,472.0,4.0
Go,69,openmeterio/openmeter,14,1852,156,5044.0,25.0
Go,70,pingcap/tidb,14,39871,6136,27733.0,1052.0
Go,71,rubiojr/rugo,14,22,1,469.0,1.0
Go,72,Dowwie/tasker,12,18,1,69.0,1.0
Go,73,TsingmaoAI/xw-cli,12,308,34,107.0,6.0
Go,74,alibaba/higress,12,7770,1029,1601.0,165.0
Go,75,gjovanovicst/golang-auth-api,12,111,15,59.0,1.0
Go,76,irahardianto/qurio,12,11,5,114.0,1.0
Go,77,jclark/satpulse,12,36,2,2255.0,1.0
Go,78,qiniu/go-sdk,12,149,67,952.0,47.0
Go,79,quiet-circles/hyperlocalise,12,13,2,147.0,3.0
Go,80,ubie-oss/terraform-provider-lightdash,12,17,4,350.0,4.0
Go,81,yxhpy/qcc_plus,12,40,13,247.0,3.0
Go,82,DataDog/datadog-agent,10,3544,1389,32797.0,813.0
Go,83,GoogleCloudPlatform/gke-mcp,10,130,53,137.0,21.0
Go,84,chainloop-dev/chainloop,10,535,49,2031.0,32.0
Go,85,chrisbanes/grove,10,17,0,39.0,1.0
Go,86,danicat/speedgrapher,10,34,5,51.0,3.0
Go,87,ezbuy/ezorm,10,50,21,488.0,22.0
Go,88,francescoalemanno/raijin-mono,10,21,2,179.0,1.0
Go,89,k-kohey/axe,10,15,1,178.0,1.0
Go,90,k-orc/openstack-resource-controller,10,70,37,1163.0,25.0
Go,91,maximhq/bifrost,10,2931,313,3435.0,61.0
Go,92,openshift-online/maestro,10,17,33,420.0,17.0
Go,93,pgplex/pgschema,10,838,34,1082.0,13.0
Go,94,quietpublish/mardi-gras,10,20,5,164.0,1.0
Go,95,radius-project/radius,10,1625,123,3642.0,67.0
Go,96,rilldata/rill,10,2525,166,6194.0,49.0
Go,97,superplanehq/superplane,10,743,111,1467.0,49.0
Go,98,xmtp/xmtpd,10,55,46,1151.0,47.0
Go,99,avivsinai/bitbucket-cli,9,45,12,203.0,8.0
Go,100,avivsinai/jenkins-cli,9,29,3,106.0,5.0
Java,1,Hack23/cia,158,213,53,17026.0,25.0
Java,2,jabrena/cursor-rules-java,80,318,56,249.0,2.0
Java,3,osalvador/ReplicaDB,60,479,111,764.0,14.0
Java,4,aehrc/pathling,50,122,20,6203.0,14.0
Java,5,ModelEngine-Group/fit-framework,46,2105,330,774.0,31.0
Java,6,undsky/RuoYi-SpringBoot3-Pro,34,133,49,66.0,1.0
Java,7,XiaoMi/mone,27,1149,179,4361.0,55.0
Java,8,datavane/tis,20,1288,278,1343.0,5.0
Java,9,jingsewu/open-wes,20,258,36,139.0,7.0
Java,10,copilot-community-sdk/copilot-sdk-java,18,57,10,628.0,5.0
Java,11,entropy-cloud/nop-entropy,18,679,96,3716.0,20.0
Java,12,spring-ai-community/spring-ai-agent-utils,18,189,37,100.0,3.0
Java,13,dokimos-dev/dokimos,16,18,2,123.0,4.0
Java,14,dream-horizon-org/pulse,16,135,11,2841.0,65.0
Java,15,hivemq/hivemq-edge,16,159,42,2535.0,35.0
Java,16,piomin/spring-boot-istio,16,67,22,237.0,2.0
Java,17,Canner/wren-engine,14,563,167,1245.0,28.0
Java,18,apache/skywalking,14,24747,6644,8451.0,521.0
Java,19,borkdominik/bigUML,14,53,13,186.0,7.0
Java,20,microsoft/typespec,14,5625,343,5211.0,163.0
Java,21,langchain4j/langchain4j,12,11111,2032,3101.0,365.0
Java,22,ls1intum/Hephaestus,12,16,1,897.0,12.0
Java,23,pinpoint-apm/pinpoint,12,13812,3766,15571.0,166.0
Java,24,sky-map-team/stardroid,12,1613,262,1126.0,42.0
Java,25,spldeolin/allison1875,12,17,2,1396.0,1.0
Java,26,whtoo/How_to_implment_PL_in_Antlr4,12,33,5,717.0,4.0
Java,27,Rainnny7/RESTfulMC,10,22,1,821.0,4.0
Java,28,cyberkaida/reverse-engineering-assistant,10,636,56,473.0,13.0
Java,29,micronaut-projects/micronaut-cache,10,30,35,1758.0,64.0
Java,30,micronaut-projects/micronaut-graphql,10,86,46,733.0,30.0
Java,31,micronaut-projects/micronaut-jaxrs,10,11,9,656.0,30.0
Java,32,micronaut-projects/micronaut-kubernetes,10,48,31,1117.0,37.0
Java,33,micronaut-projects/micronaut-liquibase,10,27,10,906.0,21.0
Java,34,micronaut-projects/micronaut-micrometer,10,41,68,1566.0,68.0
Java,35,micronaut-projects/micronaut-nats,10,17,10,719.0,23.0
Java,36,micronaut-projects/micronaut-neo4j,10,12,5,716.0,22.0
Java,37,micronaut-projects/micronaut-object-storage,10,11,8,682.0,22.0
Java,38,micronaut-projects/micronaut-openapi,10,110,116,2934.0,87.0
Java,39,micronaut-projects/micronaut-platform,10,30,15,2902.0,27.0
Java,40,micronaut-projects/micronaut-problem-json,10,12,9,531.0,18.0
Java,41,micronaut-projects/micronaut-pulsar,10,18,10,685.0,22.0
Java,42,micronaut-projects/micronaut-r2dbc,10,30,10,741.0,20.0
Java,43,micronaut-projects/micronaut-rabbitmq,10,21,20,766.0,31.0
Java,44,micronaut-projects/micronaut-reactor,10,17,9,684.0,21.0
Java,45,micronaut-projects/micronaut-security,10,178,143,5098.0,169.0
Java,46,micronaut-projects/micronaut-serialization,10,33,23,1275.0,30.0
Java,47,micronaut-projects/micronaut-sourcegen,10,14,7,504.0,15.0
Java,48,micronaut-projects/micronaut-sql,10,80,52,2404.0,66.0
Java,49,micronaut-projects/micronaut-test,10,94,66,1441.0,58.0
Java,50,micronaut-projects/micronaut-views,10,34,37,1226.0,41.0
Java,51,alibaba/spring-ai-alibaba,8,8729,1913,3116.0,224.0
Java,52,dromara/Sa-Token,8,18673,2886,2602.0,143.0
Java,53,eclipse-rdf4j/rdf4j,8,396,180,7503.0,110.0
Java,54,itxaiohanglover/codestyle,8,16,4,103.0,11.0
Java,55,nikolassv/md-serve,8,35,0,57.0,1.0
Java,56,DataDog/dd-trace-java,6,696,329,16788.0,262.0
Java,57,IBM/bob-demo,6,11,7,40.0,5.0
Java,58,PlayersCommittee/gemp-swccg-public,6,30,35,1013.0,22.0
Java,59,Women-Coding-Community/wcc-backend,6,19,52,622.0,24.0
Java,60,abashev/vfs-s3,6,102,52,436.0,23.0
Java,61,apache/shardingsphere,6,20703,6913,48456.0,752.0
Java,62,dtprj/dongting,6,208,19,3356.0,2.0
Java,63,duoec/duo-video,6,65,11,52.0,2.0
Java,64,equinor/neqsim,6,102,39,2700.0,21.0
Java,65,microwind/design-patterns,6,101,21,300.0,3.0
Java,66,open-cqrs/opencqrs,6,97,11,49.0,7.0
Java,67,siy/coding-technology,6,12,3,205.0,1.0
Java,68,Azure/autorest.java,4,36,85,2166.0,28.0
Java,69,JetBrains/youtrackdb,4,131,9,24746.0,209.0
Java,70,MorphiaOrg/morphia,4,1677,453,5109.0,77.0
Java,71,Tahanima/playwright-java-test-automation-architecture,4,106,92,91.0,3.0
Java,72,a2aproject/a2a-java,4,359,134,628.0,38.0
Java,73,agents-flex/agents-flex,4,1326,114,1194.0,53.0
Java,74,alibaba/arthas,4,37186,7635,2174.0,229.0
Java,75,apache/juneau,4,92,38,4889.0,23.0
Java,76,dadoonet/fscrawler,4,1435,304,3946.0,65.0
Java,77,fabric8io/kubernetes-client,4,3630,1506,7358.0,407.0
Java,78,langgraph4j/langgraph4j,4,1414,196,3239.0,22.0
Java,79,mzmine/mzmine,4,267,158,18750.0,91.0
Java,80,opendataloader-project/opendataloader-pdf,4,1966,137,469.0,13.0
Java,81,quarkiverse/quarkus-langchain4j,4,280,192,3444.0,114.0
Java,82,shannah/jdeploy,4,411,24,643.0,8.0
Java,83,AnySoftKeyboard/AnySoftKeyboard,2,3252,905,8822.0,165.0
Java,84,AxonFramework/AxonFramework,2,3562,836,17015.0,254.0
Java,85,JohanBlome/encapp,2,25,17,1100.0,12.0
Java,86,LunaDeerMC/Dominion,2,108,24,1018.0,11.0
Java,87,MTES-MCT/dossierfacile-backend,2,23,10,2255.0,15.0
Java,88,ZSPSTRIVE/SpringAI-langchain-StudyBot,2,46,8,29.0,1.0
Java,89,alibaba/nacos,2,32735,13264,5713.0,511.0
Java,90,apache/fesod,2,5879,489,361.0,40.0
Java,91,apache/fory,2,4278,403,1884.0,133.0
Java,92,apache/gravitino,2,2907,757,3595.0,275.0
Java,93,apache/ignite-3,2,317,140,6861.0,90.0
Java,94,cqframework/clinical-reasoning,2,45,40,1200.0,38.0
Java,95,datahub-project/datahub,2,11660,3393,14060.0,720.0
Java,96,dazzleduck-web/dazzleduck-sql-server,2,11,5,860.0,11.0
Java,97,deltazefiro/Amarok-Hider,2,2890,97,669.0,28.0
Java,98,flutter/flutter-intellij,2,2015,340,3785.0,62.0
Java,99,glowroot/glowroot,2,1324,332,4492.0,36.0
Java,100,google/merchant-api-samples,2,20,8,537.0,13.0
JavaScript,1,a5c-ai/babysitter,8082,441,24,1028.0,10.0
JavaScript,2,Luohaothu/everything-codex,318,11,1,92.0,24.0
JavaScript,3,sunflowermm/XRK-AGT,270,88,6,619.0,1.0
JavaScript,4,Community-Access/accessibility-agents,252,186,18,217.0,8.0
JavaScript,5,DavidROliverBA/ArchitectKB,196,16,5,103.0,2.0
JavaScript,6,pbakaus/impeccable,126,8226,320,149.0,7.0
JavaScript,7,Rune-kit/rune,116,35,12,6.0,1.0
JavaScript,8,sd0xdev/sd0x-dev-flow,112,86,12,174.0,1.0
JavaScript,9,dr-robert-li/cowork-wordpress-expert,108,19,1,211.0,1.0
JavaScript,10,paulpreibisch/AgentVibes,92,124,16,1053.0,6.0
JavaScript,11,bitsoex/bitso-java,90,36,30,414.0,17.0
JavaScript,12,javimosch/supercli,87,13,0,345.0,1.0
JavaScript,13,abudhahir/superpowers,84,11,0,290.0,14.0
JavaScript,14,linkerlin/PUAX,84,254,21,103.0,2.0
JavaScript,15,hexianWeb/Third-Person-MC,72,45,9,289.0,4.0
JavaScript,16,popup-studio-ai/bkit-gemini,70,39,10,44.0,1.0
JavaScript,17,gannonh/kata-orchestrator,66,105,3,1855.0,2.0
JavaScript,18,agent-sh/agentsys,60,595,58,670.0,5.0
JavaScript,19,nansen-ai/nansen-cli,60,65,4,424.0,22.0
JavaScript,20,paralleldrive/aidd,56,292,21,240.0,8.0
JavaScript,21,popup-studio-ai/bkit-codex,54,11,7,11.0,2.0
JavaScript,22,optave/codegraph,51,27,2,642.0,3.0
JavaScript,23,LowyShin/giip-dev-agent,50,26,3,37.0,2.0
JavaScript,24,wasintoh/toh-framework,48,75,17,20.0,1.0
JavaScript,25,radioactive-labs/plutonium-core,46,57,7,890.0,3.0
JavaScript,26,STUkh/sparq-assistant,44,17,3,4.0,1.0
JavaScript,27,microlinkhq/www,44,131,31,4698.0,31.0
JavaScript,28,arch-team/devpace,38,33,2,337.0,1.0
JavaScript,29,xiaobei930/cc-best,38,34,2,150.0,1.0
JavaScript,30,Yangchengshuai/Aerotri-Web,36,15,5,91.0,3.0
JavaScript,31,leonardomso/33-js-concepts,36,66280,9190,1012.0,211.0
JavaScript,32,nucliweb/webperf-snippets,36,1417,79,332.0,17.0
JavaScript,33,NASA-AMMOS/slim,34,31,14,845.0,12.0
JavaScript,34,decentraland/unity-explorer,34,18,14,3028.0,38.0
JavaScript,35,jongwony/epistemic-protocols,34,68,7,507.0,2.0
JavaScript,36,liyecom/liye-ai,34,33,4,197.0,2.0
JavaScript,37,angular/dev-infra,33,72,61,3721.0,50.0
JavaScript,38,LdotJdot/OpenLum,32,26,5,8.0,1.0
JavaScript,39,Tai-ch0802/arc-like-chrome-extension,32,35,2,420.0,4.0
JavaScript,40,adobe/helix-website,30,39,56,4564.0,53.0
JavaScript,41,DwainTR/superpowers-copilot,28,10,0,2.0,1.0
JavaScript,42,zylos-ai/zylos-core,28,735,67,367.0,9.0
