language,rank,repo,skill_count,stars,forks,commits,contributors
TypeScript,79,facebook/immersive-web-sdk,60,522,84,94.0,6.0
TypeScript,80,jixoai/openspecui,60,44,6,241.0,3.0
TypeScript,81,onshinpei/ds-markdown,60,234,12,435.0,4.0
TypeScript,82,vana-com/data-connect,60,21,3,662.0,10.0
TypeScript,83,vfarcic/dot-ai,60,303,60,1043.0,5.0
TypeScript,84,eggent-ai/eggent,58,219,42,36.0,1.0
TypeScript,85,ruvnet/marketing,58,54,20,17.0,2.0
TypeScript,86,satsigner/satsigner,57,46,23,3992.0,19.0
TypeScript,87,TanStack/router,56,13858,1592,5992.0,695.0
TypeScript,88,WellApp-ai/Well,56,315,45,182.0,21.0
TypeScript,89,agenticsorg/hackathon-tv5,56,23,40,39.0,5.0
TypeScript,90,bradygaster/squad,54,813,110,1103.0,19.0
TypeScript,91,growupanand/ConvoForm,54,102,32,533.0,6.0
TypeScript,92,hatch3r/hatch3r,54,15,0,7.0,2.0
TypeScript,93,hhhh124hhhh/godot-mcp,54,20,2,65.0,3.0
TypeScript,94,laborany/laborany,54,50,4,244.0,5.0
TypeScript,95,nrwl/nx-console,54,1395,239,2031.0,85.0
TypeScript,96,saffron-health/opencode-gui,54,22,9,138.0,1.0
TypeScript,97,sgcarstrends/sgcarstrends,54,20,1,3355.0,6.0
TypeScript,98,tutur3u/platform,54,48,25,14626.0,30.0
TypeScript,99,ruvnet/agentic-robotics,52,19,4,49.0,2.0
TypeScript,100,vspo-lab/vspo-portal,52,21,4,1006.0,8.0
