rank,assets_file_count,repo,mainLanguage,stars,forks,commits,contributors
405,0,HugoRCD/evlog,TypeScript,823,24,299.0,19.0
406,0,Hulupeep/Specflow,JavaScript,24,4,96.0,2.0
407,0,Hyaxia/blogwatcher,Go,81,14,32.0,1.0
408,0,HyunjunJeon/Deepagent-research-context-engineering,Python,46,22,40.0,1.0
409,0,I-Synergy/I-Synergy.Framework,C#,10,2,1574.0,4.0
410,0,IBM/ado,Python,39,4,339.0,9.0
411,0,IBM/bob-demo,Java,11,7,40.0,5.0
412,0,IBM/fp-go,Go,1942,70,547.0,17.0
413,0,IBM/ibm-watsonx-orchestrate-adk,Python,139,59,1563.0,136.0
414,0,INQTR/poker-planning,TypeScript,107,33,287.0,7.0
415,0,IQAIcom/adk-ts,TypeScript,115,17,3028.0,18.0
416,0,ITISFoundation/osparc-simcore,Python,51,31,5448.0,24.0
417,0,IanShaw027/wemp-operator,JavaScript,54,15,3.0,1.0
418,0,IgniteUI/igniteui-webcomponents,TypeScript,166,10,2081.0,46.0
419,0,IgorGanapolsky/trading,Python,23,4,7542.0,19.0
420,0,Illuminated2020/DeepAgents-AutoGLM,Python,105,13,37.0,1.0
421,0,InstalabsAI/instagit,TypeScript,14,2,14.0,3.0
422,0,Intelligence-Factory-LLC/Buffaly.CodexEmbedded,JavaScript,12,0,284.0,1.0
423,0,ItMeDiaTech/rag-cli,Python,34,5,117.0,3.0
424,0,Its-Nyein/shadcn-admin,TypeScript,41,8,51.0,1.0
425,0,ItsWendell/palot,TypeScript,55,3,196.0,4.0
426,0,IvanLi-CN/tavily-hikari,Rust,150,30,729.0,2.0
427,0,IvanMurzak/ReflectorNet,C#,12,2,593.0,4.0
428,0,JQR-crbf/memory-system,Python,10,0,2.0,1.0
429,0,Jacke/doradura,Rust,21,2,599.0,1.0
430,0,JaguarJack/catch-admin,PHP,895,138,315.0,5.0
431,0,JameZUK/Arkana,Python,16,2,502.0,4.0
432,0,JamieMason/syncpack,Rust,1954,71,811.0,33.0
433,0,JanDeDobbeleer/oh-my-posh,Go,21802,2705,4965.0,496.0
434,0,JanSmrcka/differ,Go,18,0,62.0,1.0
435,0,JaredStewart/coderlm,Rust,186,16,14.0,1.0
436,0,JarvusInnovations/hologit,JavaScript,20,2,1068.0,3.0
437,0,JasonXuDeveloper/JEngine,C#,2186,341,1166.0,18.0
438,0,JetBrains/teamcity-cli,Go,46,4,254.0,5.0
439,0,JetBrains/youtrackdb,Java,131,9,24746.0,209.0
440,0,JianYang-Lab/gsMap,Python,197,16,491.0,9.0
441,0,Jij-Inc/Qamomile,Python,14,8,1524.0,18.0
442,0,JinFanZheng/kode-sdk-csharp,C#,56,18,32.0,3.0
443,0,Jinsong-Zhou/xhs-autopilot,Python,17,4,6.0,1.0
444,0,JohNan/homeassistant-homevolt-local,Python,13,1,66.0,4.0
445,0,JohanBlome/encapp,Java,25,17,1100.0,12.0
446,0,Joncik91/ucai,JavaScript,27,2,91.0,2.0
447,0,Joonghyun-Lee-Frieren/oh-my-gemini-cli,JavaScript,57,2,58.0,1.0
448,0,JordanCoin/codemap,Go,474,43,106.0,5.0
449,0,JosXa/opencode-snippets,TypeScript,37,2,120.0,4.0
450,0,JoshKarpel/counterweight,Python,18,2,269.0,4.0
451,0,Jovancoding/Network-AI,TypeScript,20,7,224.0,5.0
452,0,JsonLee12138/agent-team,Go,17,3,137.0,4.0
453,0,JubaKitiashvili/everything-react-native-expo,JavaScript,16,0,97.0,1.0
454,0,JulienBreux/run-cli,Go,24,1,271.0,1.0
455,0,JustasMonkev/mcp-accessibility-scanner,TypeScript,43,11,161.0,4.0
456,0,Jxck/sptth,Rust,124,5,63.0,1.0
457,0,KASAHARA-Kyohei/vikokoro,TypeScript,33,6,41.0,1.0
458,0,Kaggle/kaggle-environments,JavaScript,369,165,1370.0,51.0
459,0,KarmaloopAI/Jiva,TypeScript,20,6,91.0,3.0
460,0,KartikLabhshetwar/screenshot-studio,TypeScript,560,98,391.0,18.0
461,0,KashyapTan/Xpdite,Python,11,3,216.0,1.0
462,0,Kastalien-Research/thoughtbox,TypeScript,49,11,418.0,8.0
463,0,Kesin11/actions-timeline,TypeScript,328,7,576.0,5.0
464,0,Kevandrew/sophia,Go,17,0,913.0,1.0
465,0,Kevin7Qi/codex-collab,TypeScript,62,4,60.0,1.0
466,0,Kewton/CommandMate,TypeScript,12,3,1102.0,1.0
467,0,KeygraphHQ/xbow-validation-benchmarks,PHP,23,5,13.0,2.0
468,0,Kilo-Org/kilo-marketplace,Python,53,16,211.0,31.0
469,0,Kilo-Org/kilocode,TypeScript,16706,2153,13426.0,891.0
470,0,Klavis-AI/klavis,Python,5663,539,1287.0,40.0
471,0,Kong/kongctl,Go,13,13,547.0,12.0
472,0,KrauseFx/beeper-cli,Go,25,0,5.0,3.0
473,0,KrystianJonca/lnai,TypeScript,234,2,82.0,1.0
474,0,Kuadrant/dns-operator,Go,10,17,813.0,19.0
475,0,Kyome22/RunCat365,C#,9934,814,444.0,31.0
476,0,L-1124/QQMusicApi,Python,297,75,541.0,9.0
477,0,L-Blondy/up-fetch,TypeScript,1386,17,1008.0,4.0
478,0,LF-Decentralized-Trust-labs/chaindeploy,Go,12,3,40.0,2.0
479,0,LIDR-academy/AI4Devs-LTI-extended,TypeScript,42,65,39.0,1.0
480,0,LM-Kit/lm-kit-net-samples,C#,38,7,173.0,1.0
481,0,LSTM-Kirigaya/Lagrange.onebot,TypeScript,48,1,70.0,4.0
482,0,LSTM-Kirigaya/Tiphareth,TypeScript,24,1,67.0,2.0
483,0,Larusso/unity-version-manager,Rust,41,9,462.0,4.0
484,0,LdotJdot/OpenLum,JavaScript,26,5,8.0,1.0
485,0,LeCheenaX/WordFlow-Tracker,TypeScript,25,2,397.0,1.0
486,0,LedgerHQ/ledger-live,TypeScript,568,454,49322.0,437.0
487,0,Leeroo-AI/kapso,Python,81,6,183.0,7.0
488,0,Leeroo-AI/superml,Python,54,8,58.0,1.0
489,0,LerianStudio/ring,Python,135,15,1834.0,16.0
490,0,LetPeopleWork/Lighthouse,TypeScript,12,1,4060.0,5.0
491,0,Lianggs8/auto-survey-agent,Python,10,0,9.0,1.0
492,0,LibPDF-js/core,TypeScript,1613,46,215.0,8.0
493,0,Linfee/spec-kit-cn,Python,543,101,71.0,4.0
494,0,Lingyuzhou111/dow-ipad-859,Python,197,45,178.0,2.0
495,0,LocalKinAI/ollamadiffuser,Python,13,3,30.0,2.0
496,0,Lombiq/Open-Source-Orchard-Core-Extensions,C#,55,21,15139.0,36.0
497,0,LowyShin/giip-dev-agent,JavaScript,26,3,37.0,2.0
498,0,LunaDeerMC/Dominion,Java,108,24,1018.0,11.0
499,0,Luohaothu/everything-codex,JavaScript,11,1,92.0,24.0
500,0,M5Fly-kanazawa/stampfly_ecosystem,C,19,1,814.0,1.0
501,0,MCPCat/webmcp-react,TypeScript,14,1,38.0,2.0
502,0,MDA2AV/Http11Probe,C#,13,5,219.0,4.0
503,0,METR/inspect-action,Python,21,10,709.0,14.0
504,0,MGdaasLab/WHartTest,Python,711,98,587.0,5.0
505,0,MTES-MCT/dossierfacile-backend,Java,23,10,2255.0,15.0
506,0,Maksandre/w3wallets,TypeScript,73,14,51.0,4.0
507,0,MarcSkovMadsen/holoviz-mcp,Python,28,11,518.0,6.0
508,0,MarcelMichau/fake-survey-generator,C#,86,18,4052.0,7.0
509,0,MarketSquare/robotframework-browser,Python,633,140,6015.0,64.0
510,0,MarsonShine/Books,C#,49,10,982.0,7.0
511,0,Martian-Engineering/volt,TypeScript,176,18,9342.0,743.0
512,0,MatterHackers/agg-sharp,C#,187,76,5391.0,20.0
513,0,Mayandev/notion-avatar,TypeScript,3184,261,237.0,11.0
514,0,McShelby/hugo-theme-relearn,JavaScript,586,233,3180.0,131.0
515,0,MeisnerDan/mission-control,TypeScript,267,24,9.0,2.0
516,0,Melkeydev/undrift,TypeScript,23,3,19.0,2.0
517,0,MemTensor/MemOS,Python,6877,617,1085.0,43.0
518,0,MeowLynxSea/yororen-ui,Rust,233,6,107.0,1.0
519,0,MervinPraison/PraisonAI,Python,5665,778,2945.0,31.0
520,0,MetalLegBob/solana-vibes-kit,JavaScript,14,0,144.0,1.0
521,0,MeteoraAg/meteora-invent,TypeScript,30,31,330.0,10.0
522,0,MichaelAyles/bitwise-mcp,Python,11,1,34.0,1.0
523,0,Michaelliv/cc-dejavu,TypeScript,19,3,19.0,2.0
524,0,Michaelliv/psst,TypeScript,101,7,68.0,2.0
525,0,Mieluoxxx/opcd,Rust,19,2,43.0,1.0
526,0,MigoXLab/coderio,TypeScript,89,10,9.0,4.0
527,0,Mikoshiba-Kyu/vscode-barretta,TypeScript,17,3,45.0,3.0
528,0,Minh-Tam-Solution/tinysdlc,TypeScript,10,8,40.0,1.0
529,0,MiniMax-AI/Mini-Agent,Python,1844,278,54.0,12.0
530,0,MiroMindAI/MiroFlow,Python,2750,285,235.0,15.0
531,0,MisterClean/chicago-crashes-pipeline,Python,21,0,158.0,2.0
532,0,MitulShah1/openai-agents-go,Go,34,3,73.0,2.0
533,0,MoaidHathot/Zakira.Imprint,C#,15,3,24.0,2.0
534,0,ModelEngine-Group/fit-framework,Java,2105,330,774.0,31.0
535,0,MohmmedAshraf/laravel-translations,PHP,803,116,245.0,33.0
536,0,MohtashamMurshid/md-to-docx,TypeScript,61,16,84.0,8.0
537,0,MoomFE/mixte,TypeScript,18,2,1180.0,3.0
538,0,MoonshotAI/kimi-agent-rs,Rust,39,4,9.0,1.0
539,0,MoonshotAI/kimi-cli,Python,7159,717,1161.0,46.0
540,0,MorphiaOrg/morphia,Java,1677,453,5109.0,77.0
541,0,Mq-b/Lab2QRCode,C++,15,10,138.0,8.0
542,0,Mr-Leshiy/shell-cell,Rust,14,0,153.0,1.0
543,0,MrLesk/Backlog.md,TypeScript,5132,270,801.0,22.0
544,0,MrLesk/agents-council,TypeScript,24,17,96.0,1.0
545,0,Mulily0513/Omni,Python,15,1,2.0,1.0
546,0,Muneerali199/Draftdeckai,TypeScript,44,134,877.0,60.0
547,0,Musenn/finrpa-enterprise,Python,21,1,48.0,1.0
548,0,Myriad-Dreamin/tinymist,Rust,2983,130,1732.0,63.0
549,0,MystenLabs/sui,Rust,7629,11709,19230.0,494.0
550,0,MystenLabs/walrus,Rust,339,107,2042.0,50.0
551,0,NJX-njx/opensoul,TypeScript,42,5,189.0,7.0
552,0,NPC-Worldwide/npcsh,Python,248,16,420.0,2.0
553,0,NSHipster/sosumi.ai,TypeScript,348,18,39.0,3.0
554,0,NTTDATA-DACH/viewnode,Go,20,3,178.0,2.0
555,0,NVIDIA-NeMo/DataDesigner,Python,806,66,312.0,15.0
556,0,NVIDIA-NeMo/Evaluator,Python,229,35,745.0,27.0
557,0,NVIDIA-NeMo/Gym,Python,723,85,358.0,44.0
558,0,NVIDIA/OSMO,TypeScript,107,19,421.0,16.0
559,0,NVIDIA/multi-storage-client,Python,60,13,638.0,14.0
560,0,NVIDIA/nv-cloud-function-helpers,Python,18,8,62.0,8.0
561,0,NVIDIA/sphinx-llm,Python,14,2,68.0,1.0
562,0,Narcooo/inkos,TypeScript,528,109,104.0,1.0
563,0,Naridon-Inc/aura,Rust,19,0,78.0,1.0
564,0,NatLabRockies/torc,Rust,13,4,930.0,5.0
565,0,Nebu1eto/sheetkit,Rust,34,1,184.0,2.0
566,0,Nethereum/Nethereum,C#,2244,743,2539.0,101.0
567,0,Nexo-Agent/nexo,TypeScript,10,2,499.0,1.0
568,0,NguyenSiTrung/Conductor-Beads,Python,20,4,26.0,3.0
569,0,Niceck/hhxg-top-hhxg-python,Python,17,3,27.0,1.0
570,0,NikitaDmitryuk/telegram-media-server,Go,16,3,339.0,2.0
571,0,No-Trade-No-Life/Yuan,TypeScript,349,51,2406.0,8.0
572,0,NoOne-hub/JSReverser-MCP,TypeScript,97,27,90.0,1.0
573,0,NomaDamas/AutoRAG-Research,Python,84,16,120.0,2.0
574,0,NousResearch/pokemon-agent,Python,25,4,6.0,1.0
575,0,Nova-Hunting/nova-tracer,Python,84,8,27.0,4.0
576,0,Nubaeon/empirica,Python,189,22,1458.0,5.0
577,0,Nunchi-trade/agent-cli,Python,181,66,64.0,1.0
578,0,OTRF/ThreatHunter-Playbook,Python,4496,850,477.0,18.0
579,0,OmerFarukOruc/antigravity-dashboard,TypeScript,33,2,38.0,3.0
580,0,OmniLens/OmniLens,TypeScript,34,3,95.0,3.0
581,0,Open-Quant/openquant,Rust,29,3,76.0,1.0
582,0,OpenBB-finance/backends-for-openbb,Python,159,48,371.0,10.0
583,0,OpenBMB/ChatDev,Python,31636,3909,127.0,12.0
584,0,OpenCoworkAI/open-cowork,TypeScript,634,64,316.0,11.0
585,0,OpenCut-app/OpenCut,TypeScript,46569,4820,1365.0,95.0
586,0,OpenHands/extensions,Python,72,15,101.0,11.0
587,0,OpenHands/software-agent-sdk,Python,578,173,1243.0,65.0
588,0,OpenPipe/ART,Python,9022,767,1164.0,25.0
589,0,OpenSQZ/GTPlanner,Python,268,55,271.0,9.0
590,0,OpenSecretCloud/maple-proxy,TypeScript,13,2,47.0,1.0
591,0,OpenSource03/harnss,TypeScript,126,15,121.0,3.0
592,0,OpenSwiftUIProject/DarwinPrivateFrameworks,C,24,4,127.0,2.0
593,0,OpenWhispr/openwhispr,TypeScript,1830,271,789.0,31.0
594,0,OpenXiangShan/GEM5,C++,129,71,21094.0,414.0
595,0,Opentrons/opentrons,Python,494,194,17989.0,110.0
596,0,OrangeViolin/content-pipeline,TypeScript,40,7,2.0,1.0
597,0,OriNachum/reachy-nova,Python,14,1,55.0,1.0
598,0,OsmosysSoftware/osmo-x,TypeScript,13,9,368.0,13.0
599,0,OthmanAdi/planning-with-teams,Python,13,3,9.0,2.0
600,0,OzeroHAX/AssistAgents,TypeScript,29,4,12.0,2.0
601,0,PKU-Alignment/VLA-Arena,Python,132,8,30.0,3.0
602,0,POW-Software/ByteSync,C#,151,10,187.0,2.0
603,0,PUITAR/DeepSlide,Python,49,1,20.0,2.0
604,0,PackmindHub/packmind,TypeScript,243,12,2594.0,11.0
605,0,PaddlePaddle/PaddleOCR,Python,72293,9959,6851.0,285.0
606,0,Pama-Lee/Ordo,Rust,26,3,122.0,3.0
607,0,Panniantong/Agent-Reach,Python,9121,658,193.0,10.0
608,0,PantherApex/Panther,Rust,47,7,8.0,1.0
609,0,ParadeTo/vue-tree-list,TypeScript,686,124,131.0,15.0
610,0,PaulJPhilp/EffectPatterns,TypeScript,706,22,1022.0,6.0
611,0,PaulKinlan/Co-do,TypeScript,75,8,276.0,6.0
612,0,PaulKinlan/NotebookLM-Chrome,TypeScript,60,2,521.0,6.0
613,0,PaulRBerg/cryptfolio-scripts,JavaScript,24,2,27.0,1.0
614,0,PaulRBerg/prb-effect,TypeScript,19,1,117.0,2.0
615,0,PeterBooker/veloria,Go,10,1,28.0,1.0
616,0,Phala-Network/phala-cloud,TypeScript,13,6,975.0,19.0
617,0,Philra94/homeassistant-hoymiles-cloud,Python,17,3,38.0,4.0
618,0,Piebald-AI/tweakcc,TypeScript,1317,100,473.0,24.0
619,0,PierreZ/moonpool,Rust,25,1,403.0,4.0
620,0,PinW/whisper-key-local,Python,113,19,430.0,3.0
621,0,Pipelex/pipelex,Python,630,46,888.0,5.0
622,0,PlagueHO/microsoft-foundry-jumpstart,Python,10,7,622.0,2.0
623,0,PlatformNetwork/platform,Rust,115,13,705.0,7.0
624,0,PlayFab/gsdk,C++,165,118,217.0,35.0
625,0,PlayersCommittee/gemp-swccg-public,Java,30,35,1013.0,22.0
626,0,PleasePrompto/ductor,Python,136,17,238.0,6.0
627,0,Positronic-Robotics/positronic,Python,62,8,1180.0,6.0
628,0,PostHog/duckgres,Go,59,6,407.0,9.0
629,0,PostHog/posthog-foss,Python,464,97,37300.0,441.0
630,0,Pouryaak/LokulMem,TypeScript,16,0,275.0,5.0
631,0,PowerShell/PowerShell,C#,51866,8221,11380.0,543.0
632,0,PoxenStudio/talebook,JavaScript,68,1,1931.0,16.0
633,0,Praeviso/crawl4weibo,Python,27,3,83.0,4.0
634,0,PrefectHQ/fastmcp,Python,23681,1822,3184.0,213.0
635,0,PrefectHQ/prefect,Python,21863,2163,20882.0,415.0
636,0,Priivacy-ai/spec-kitty,Python,912,66,2657.0,47.0
637,0,PrimeIntellect-ai/prime-rl,Python,1145,229,1684.0,54.0
638,0,PrimeIntellect-ai/verifiers,Python,3901,512,1321.0,67.0
639,0,Princeton-AI2-Lab/Avenir-Web,Python,18,0,22.0,2.0
640,0,ProgrammerAnthony/Anything-Extract,Python,133,26,25.0,1.0
641,0,Project-HAMi/HAMi,Go,3091,484,1231.0,123.0
642,0,Project-N-E-K-O/N.E.K.O,Python,781,103,802.0,29.0
643,0,ProjectMagma/Magma,C#,112,1,409.0,3.0
644,0,ProvableHQ/snarkVM,Rust,1153,1543,13782.0,97.0
645,0,ProximoSrl/Jarvis.Framework,C#,16,9,1211.0,7.0
646,0,Purple-Horizons/tick-md,JavaScript,13,2,110.0,1.0
647,0,Pushword/Pushword,PHP,21,2,367.0,2.0
648,0,Q00/ouroboros,Python,1284,120,221.0,13.0
649,0,QingJ01/Axiom,Python,22,3,15.0,1.0
650,0,Qiskit/mcp-servers,Python,21,12,658.0,10.0
651,0,Qredence/agentic-fleet,Python,92,10,780.0,9.0
652,0,Quintui/depresearch,TypeScript,21,1,12.0,1.0
653,0,QuixiAI/Hexis,Python,553,74,118.0,1.0
654,0,RANDSUM/randsum,TypeScript,12,1,1079.0,4.0
655,0,RESTGroup/rstsr,Rust,52,3,486.0,1.0
656,0,RLinf/RLinf,Python,2760,334,404.0,54.0
657,0,ROBOTIS-GIT/zenoh_ros2_sdk,Python,14,0,58.0,1.0
658,0,Rabithua/Rote,TypeScript,906,62,1092.0,3.0
659,0,RadiumAg/bilibili-favorites,TypeScript,18,0,395.0,3.0
660,0,RaheesAhmed/SajiCode,TypeScript,62,14,76.0,1.0
661,0,Railly/tinte,TypeScript,572,34,687.0,6.0
662,0,RainerSeventeen/paper-tracker,Python,34,7,54.0,1.0
663,0,Rainnny7/RESTfulMC,Java,22,1,821.0,4.0
664,0,Ranch-Hand-Robotics/rde-urdf,TypeScript,15,5,192.0,4.0
665,0,Ratler/dream-team,JavaScript,14,2,49.0,1.0
666,0,RealEstateWebTools/property_web_scraper,TypeScript,109,23,458.0,6.0
667,0,Red-Hat-AI-Innovation-Team/sdg_hub,JavaScript,122,51,330.0,28.0
668,0,Red-Hat-AI-Innovation-Team/training_hub,Python,65,22,95.0,7.0
669,0,RedHat-UX/next-gen-ui-agent,Python,14,4,329.0,10.0
670,0,Redth/Maui.Gtk,C#,85,2,149.0,1.0
671,0,Redth/MauiDevFlow,C#,43,8,221.0,6.0
672,0,ReinforceNow/reinforcenow-cli,Python,109,2,186.0,1.0
673,0,RemarkRemedy/fireplanner,TypeScript,25,4,1007.0,1.0
674,0,RevylAI/greenlight,Go,1252,83,6.0,4.0
675,0,RicherTunes/Brainarr,C#,32,0,1005.0,6.0
676,0,RickConsole/hydra,TypeScript,15,2,141.0,15.0
677,0,RightCapitalHQ/chinese-style-guide,Python,99,7,23.0,6.0
678,0,Rika-Labs/sgrep,Rust,39,2,213.0,3.0
679,0,RinDig/Interpreted-Context-Methdology,Python,123,26,14.0,1.0
680,0,RoloBits/nestjs-doctor,TypeScript,69,0,211.0,2.0
681,0,RonkTsang/gemini-chat-extension,TypeScript,13,3,63.0,2.0
682,0,RooCodeInc/Roo-Code,TypeScript,22669,2906,7035.0,297.0
683,0,Royal-lobster/code-explainer,TypeScript,64,6,157.0,1.0
684,0,RtlZeroMemory/Rezi,TypeScript,546,14,648.0,3.0
685,0,RtlZeroMemory/Zireael,C,36,3,114.0,2.0
686,0,Rune-kit/rune,JavaScript,35,12,6.0,1.0
687,0,Ruya-AI/cozempic,Python,154,6,57.0,5.0
688,0,RyanWangZf/BioDSA,Python,49,5,97.0,1.0
689,0,Ryandonofrio3/osgrep,TypeScript,1081,68,364.0,14.0
690,0,S1LV4/th0th,TypeScript,123,20,67.0,4.0
691,0,SAP/e-mobility-charging-stations-simulator,TypeScript,208,89,5589.0,25.0
692,0,SAP/fundamental-ngx,TypeScript,290,140,9799.0,109.0
693,0,SAP/spartacus,TypeScript,775,404,10860.0,195.0
694,0,SCStelz/security-investigator,Python,52,19,113.0,3.0
695,0,SGFGOV/medusa-mcp,TypeScript,51,18,28.0,2.0
696,0,SIRHAMY/light-clone,Rust,10,0,73.0,1.0
697,0,SRSWTI/axe,Python,28,4,32.0,1.0
698,0,SSShooter/ebook-to-mindmap,TypeScript,1104,138,163.0,2.0
699,0,SSShooter/mind-elixir-core,TypeScript,2968,397,967.0,35.0
700,0,STUkh/sparq-assistant,JavaScript,17,3,4.0,1.0
701,0,Safphere/opencowork,TypeScript,297,58,41.0,2.0
702,0,Sage-Bionetworks/sage-monorepo,TypeScript,27,16,2256.0,11.0
703,0,Sage/carbon,TypeScript,297,87,26194.0,187.0
704,0,Saik0s/mcp-browser-use,Python,913,111,102.0,7.0
705,0,SakanaAI/ShinkaEvolve,Python,910,182,167.0,18.0
706,0,Salesably/salesably-marketplace,Python,19,4,14.0,1.0
707,0,SamJHudson01/Carmack-Council,Python,19,1,19.0,1.0
708,0,SamMorrowDrums/remarkable-mcp,Python,75,14,158.0,3.0
709,0,Sangkwun/sandy,Python,13,1,44.0,1.0
710,0,Sankhya-AI/Dhee,Python,16,1,69.0,2.0
711,0,SawyerHood/dev-browser,TypeScript,3847,246,98.0,2.0
712,0,SawyerHood/middleman,TypeScript,128,14,523.0,2.0
713,0,SawyerHood/sawyer-mart,JavaScript,70,4,10.0,1.0
714,0,Scofieldfree/excalidraw-mcp,TypeScript,81,5,45.0,1.0
715,0,ScottRBK/forgetful,Python,194,16,184.0,2.0
716,0,Scottcjn/rustchain-mcp,Python,12,4,14.0,4.0
717,0,ScrapeGraphAI/just-scrape,TypeScript,10,0,58.0,2.0
718,0,Screenly/Playground,TypeScript,28,12,2086.0,14.0
719,0,ServiceStack/llms,JavaScript,598,26,730.0,3.0
720,0,Shadylukin/Neumann,Rust,73,6,576.0,3.0
721,0,ShapeCrawler/ShapeCrawler,C#,411,77,3686.0,28.0
722,0,ShieldBattery/ShieldBattery,TypeScript,183,30,4738.0,23.0
723,0,ShipSecAI/studio,TypeScript,235,27,1347.0,10.0
724,0,Shopify/flash-list,TypeScript,6980,358,935.0,63.0
725,0,Shopify/hydrogen,TypeScript,1907,386,2591.0,122.0
726,0,Shopify/shopify-app-js,TypeScript,506,210,6575.0,129.0
727,0,ShunsukeHayashi/Miyabi,TypeScript,16,8,338.0,6.0
728,0,SimHacker/moollm,Python,34,4,2287.0,3.0
729,0,SinShine5/aden-hive,Python,34,4,251.0,33.0
730,0,Sitecore/content-sdk,TypeScript,32,27,1117.0,19.0
731,0,Skyscanner/backpack,TypeScript,535,206,8591.0,243.0
732,0,SkyworkAI/DeepResearchAgent,Python,3240,428,132.0,4.0
733,0,Snowflake-Labs/polaris-local-forge,Python,16,3,69.0,2.0
734,0,Snowfork/snowbridge,TypeScript,309,149,1374.0,46.0
735,0,SoFriendly/orca,JavaScript,50,3,434.0,5.0
736,0,SocialGouv/egapro,TypeScript,11,11,2582.0,35.0
737,0,SocketDev/socket-sdk-js,TypeScript,45,15,1458.0,16.0
738,0,SolidLao/GenDB,C++,36,2,62.0,1.0
739,0,Soneso/stellar-php-sdk,PHP,40,19,443.0,7.0
740,0,SoundBlaster/XcodeMCPWrapper,Python,15,1,1586.0,4.0
741,0,SpartanLabsXyz/simmer-sdk,Python,33,10,322.0,4.0
742,0,SpecterOps/Nemesis,Python,940,98,1149.0,14.0
743,0,SpillwaveSolutions/agent-brain,Python,61,12,365.0,3.0
744,0,SprocketLab/slop-code-bench,Python,19,2,56.0,1.0
745,0,Srajangpt1/ai_security_crew,Python,36,12,35.0,3.0
746,0,Stage-11-Agentics/lattice,Python,24,2,411.0,2.0
747,0,StarlightDamian/seagull,Python,14,4,133.0,1.0
748,0,StepfenShawn/kota,Rust,86,8,48.0,3.0
749,0,Stepuuu/portfolio-daily-tracker,Python,29,4,12.0,1.0
750,0,SudoMaker/rEFui,JavaScript,83,2,543.0,1.0
751,0,SujalXplores/v0.diy,TypeScript,131,72,123.0,4.0
752,0,SukramJ/aiohomematic,Python,163,25,1932.0,20.0
753,0,SumoLogic/sumologic-documentation,TypeScript,40,234,5837.0,198.0
754,0,Sunpeak-AI/sunpeak,TypeScript,156,6,466.0,3.0
755,0,Sunshow/droidgear,TypeScript,62,6,313.0,3.0
756,0,Suvitruf/gamedev-links,Python,24,0,33.0,1.0
757,0,Svtoo/atk,Python,11,2,140.0,1.0
758,0,SwitchbackTech/compass,TypeScript,214,52,2191.0,24.0
759,0,Synerise/synerise-design,TypeScript,95,17,10421.0,57.0
760,0,THUDM/slime,Python,4758,633,1335.0,121.0
761,0,TabbyML/pochi,TypeScript,90,46,3975.0,21.0
762,0,Tahanima/playwright-java-test-automation-architecture,Java,106,92,91.0,3.0
763,0,Tai-ch0802/arc-like-chrome-extension,JavaScript,35,2,420.0,4.0
764,0,TalAter/annyang,TypeScript,6666,1044,807.0,38.0
765,0,TalexCK/Codex-Listener,Python,11,2,10.0,2.0
766,0,TaloDev/backend,TypeScript,86,9,2374.0,6.0
767,0,TanStack/cli,TypeScript,1211,152,926.0,89.0
768,0,TanStack/db,TypeScript,3650,187,828.0,59.0
769,0,TanStack/intent,TypeScript,204,5,148.0,7.0
770,0,TanStack/router,TypeScript,13858,1592,5992.0,695.0
771,0,Taoidle/plan-cascade,Rust,95,6,579.0,11.0
772,0,Tencent/tdesign-react,TypeScript,938,358,5238.0,241.0
773,0,TencentBlueKing/bk-weweb,TypeScript,10,3,45.0,2.0
774,0,TencentCloudBase/CloudBase-MCP,TypeScript,973,121,930.0,11.0
775,0,TentacleOpera/switchboard,TypeScript,103,6,12.0,1.0
776,0,TenureAI/PhD-Zero,Python,39,2,47.0,3.0
777,0,Teslemetry/hass-teslemetry,Python,17,8,104750.0,5158.0
778,0,ThalesGroup/fred,Python,42,15,952.0,22.0
779,0,Thank-you-Linus/Linus-Dashboard,TypeScript,180,5,449.0,3.0
780,0,The-17/agentsecrets,Go,63,7,49.0,2.0
781,0,The-Universal-BRC-20-Extension/Simplicity,Python,11,4,8.0,2.0
782,0,The-Vibe-Company/companion,TypeScript,2192,275,434.0,16.0
783,0,TheCardGoat/tcg-engines,TypeScript,12,5,387.0,6.0
784,0,TheCraigHewitt/seomachine,Python,2702,433,15.0,1.0
785,0,TheOrcDev/8bitcn-ui,TypeScript,1725,105,545.0,37.0
786,0,ThierryN/fire-flow,Python,58,19,2.0,1.0
787,0,ThindalTV/BlazorBlocks,C#,13,1,77.0,2.0
788,0,ThinkInAIXYZ/deepchat,TypeScript,5583,641,2686.0,61.0
789,0,Thinkmill/sydjs-keystatic,TypeScript,12,6,188.0,12.0
790,0,ThirdKeyAI/SchemaPin,Python,13,6,104.0,2.0
791,0,ThirdKeyAI/Symbiont,Rust,34,7,180.0,4.0
792,0,This-Is-Captain-Code/monagotchi,C++,14,1,23.0,2.0
793,0,Thislu13/NewsPilot,Python,39,3,19.0,3.0
794,0,Tiberriver256/mcp-server-azure-devops,TypeScript,346,116,229.0,14.0
795,0,Tideseed/eptr2,Python,20,3,227.0,2.0
796,0,TidyBot-Services/Tidybot-Universe,Python,21,1,69.0,6.0
797,0,TiendaNube/nimbus-design-system,TypeScript,27,5,671.0,20.0
798,0,Tiendil/donna,Python,11,2,49.0,1.0
799,0,TomerFi/switcher_webapi,Python,13,10,1612.0,16.0
800,0,Topdu/OpenOCR,Python,1285,111,303.0,19.0
