repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
gmh5225/awesome-game-security,results.csv,True,SKILL.md,/.claude/skills/overview/SKILL.md,main,main,https://github.com/gmh5225/awesome-game-security/blob/ca74eb16abe15a23c41051a5eafa81f9bb51a259/.claude/skills/overview/SKILL.md,f61fba4642a0d492073f27848e8a950401f9eb9f,,code_search,200,none,,2026-02-24T05:16:27Z,2657,false,false,0,0,0,94535449,gmh5225/awesome-game-security,false,3422,3,0,366,Python,main,MIT License,https://gs.awesome.rip,118,2657,11,3768,2022-04-04T06:07:57,2026-01-19T03:00:59,2026-01-19T05:24:51,43,0,12,0,689,5444,9,"[{""blankLines"":24,""codeLines"":82,""commentLines"":9,""language"":""Python""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""YAML""},{""blankLines"":665,""codeLines"":5361,""commentLines"":0,""language"":""Markdown""}]",2026-01-19T03:00:56,cecd685046d8a7d0a2fb071c6bc024ccad7b9390,true,false,false,false,"{""Python"":3569}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,android;anti;anticheat;antidebug;awesome;blockchain;cheat;debug;driver;engine;ethereum;game;game-development;gamehack;hack;kernel;security;system;windows
gmickel/gmickel-claude-marketplace,results.csv,True,SKILL.md,/plugins/flow/skills/flow-plan/SKILL.md,main,main,https://github.com/gmickel/gmickel-claude-marketplace/blob/1585e8cccd6120b0495ecd91d3fccee75f12d6ad/plugins/flow/skills/flow-plan/SKILL.md,aaed205b8197c3c0cfa4567a9edb7f6df6f7e825,,code_search,200,none,,2026-02-24T05:16:27Z,510,false,false,1,1,0,95599901,gmickel/gmickel-claude-marketplace,false,520,11,63,33,Python,main,MIT License,https://mickel.tech/apps/flow-next,10,510,6,5119,2025-12-26T10:27:07,2026-02-10T08:34:15,2026-02-13T12:00:35,49,5,42,3,11696,45769,4045,"[{""blankLines"":2490,""codeLines"":11011,""commentLines"":2235,""language"":""Python""},{""blankLines"":752,""codeLines"":4346,""commentLines"":513,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":3,""commentLines"":1,""language"":""Bourne Again Shell""},{""blankLines"":1601,""codeLines"":7960,""commentLines"":1275,""language"":""TypeScript""},{""blankLines"":42,""codeLines"":202,""commentLines"":10,""language"":""YAML""},{""blankLines"":6808,""codeLines"":19557,""commentLines"":11,""language"":""Markdown""},{""blankLines"":3,""codeLines"":2690,""commentLines"":0,""language"":""JSON""}]",2026-02-10T08:34:09,04f412cd09e9646cd9c12c1f025e99d423a4bdc9,true,false,false,false,"{""Python"":560796,""TypeScript"":324042,""Shell"":204365}",Future Ports;blocked;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai-agent;ai-workflow;anthropic;autonomous-agent;claude-code;claude-code-plugin;cli;code-review;execution;marketplace;planning;plugin;ralph-mode;workflow
gotalab/skillport,results.csv,True,SKILL.md,/.skills/experimental/skill-evaluator/SKILL.md,main,main,https://github.com/gotalab/skillport/blob/808598fa00c95a0951cc5267acf8824d92e9a8c6/.skills/experimental/skill-evaluator/SKILL.md,e8d142aeb8f3730f7f5ef53a5a2cde74def8c00c,,code_search,200,none,,2026-02-24T05:17:26Z,202,false,false,1,1,0,95558586,gotalab/skillport,false,181,6,21,12,Python,main,MIT License,,2,202,3,4109,2025-12-01T05:29:59,2026-01-08T06:49:12,2026-01-10T06:03:39,1,0,74,0,4464,15373,1892,"[{""blankLines"":1226,""codeLines"":3178,""commentLines"":4,""language"":""Markdown""},{""blankLines"":33,""codeLines"":169,""commentLines"":0,""language"":""Text""},{""blankLines"":3173,""codeLines"":11686,""commentLines"":1886,""language"":""Python""},{""blankLines"":22,""codeLines"":167,""commentLines"":0,""language"":""TOML""},{""blankLines"":10,""codeLines"":99,""commentLines"":2,""language"":""YAML""},{""blankLines"":0,""codeLines"":74,""commentLines"":0,""language"":""JSON""}]",2026-01-08T06:48:59,808598fa00c95a0951cc5267acf8824d92e9a8c6,false,false,false,false,"{""Python"":569009}",autorelease: pending;autorelease: tagged;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;ai-agent;claude;codex;context-engineering;cursor;github-copilot;mcp;skills
gptme/gptme,results.csv,True,SKILL.md,/gptme/lessons/skills/python-repl/SKILL.md,master,master,https://github.com/gptme/gptme/blob/34b3ca4a9fb8c8ced304f7b30c3e6e3b50c13a0b/gptme/lessons/skills/python-repl/SKILL.md,b4b844b6e28774a06d8484e3e7b147d66f14cc5b,,code_search,200,none,,2026-02-24T05:18:26Z,4189,false,false,0,0,0,95323070,gptme/gptme,false,2340,678,66,350,Python,master,MIT License,https://gptme.org/docs/,39,4189,23,41253,2023-03-24T04:25:01,2026-02-14T04:06:57,2026-02-14T07:51:45,365,38,875,31,23912,98017,21780,"[{""blankLines"":43,""codeLines"":209,""commentLines"":69,""language"":""TOML""},{""blankLines"":0,""codeLines"":21,""commentLines"":0,""language"":""SVG""},{""blankLines"":90,""codeLines"":385,""commentLines"":130,""language"":""Bourne Shell""},{""blankLines"":132,""codeLines"":1690,""commentLines"":391,""language"":""JavaScript""},{""blankLines"":16,""codeLines"":48,""commentLines"":16,""language"":""Fish Shell""},{""blankLines"":0,""codeLines"":27,""commentLines"":0,""language"":""CSV""},{""blankLines"":1961,""codeLines"":5621,""commentLines"":6,""language"":""Markdown""},{""blankLines"":63,""codeLines"":232,""commentLines"":18,""language"":""make""},{""blankLines"":12,""codeLines"":52,""commentLines"":0,""language"":""Text""},{""blankLines"":165,""codeLines"":1004,""commentLines"":115,""language"":""YAML""},{""blankLines"":2036,""codeLines"":2509,""commentLines"":1754,""language"":""reStructuredText""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":2031,""codeLines"":17154,""commentLines"":1085,""language"":""TypeScript""},{""blankLines"":5,""codeLines"":12175,""commentLines"":0,""language"":""JSON""},{""blankLines"":68,""codeLines"":193,""commentLines"":94,""language"":""Dockerfile""},{""blankLines"":17161,""codeLines"":55809,""commentLines"":18060,""language"":""Python""},{""blankLines"":106,""codeLines"":518,""commentLines"":23,""language"":""CSS""},{""blankLines"":15,""codeLines"":344,""commentLines"":18,""language"":""HTML""}]",2026-02-13T07:06:55,617bb17e6c690595516d099bd3cf094a82781f17,true,false,false,false,"{""Python"":3021161,""TypeScript"":672759,""JavaScript"":60971,""Shell"":21739,""HTML"":15332,""Makefile"":11756,""CSS"":11732,""Dockerfile"":2346}",autonomous-friendly;bounty;bug;capabilities;ci;codex;component: cli;component: server;context;dependencies;difficulty: easy;difficulty: hard;difficulty: medium;documentation;duplicate;enhancement;evals;github_actions;good first issue;help wanted;ideas;invalid;needs-human-judgement;onboarding;priority: critical;priority: high;priority: low;priority: medium;provider;question;refactor;reliability;security;status: blocked;status: has-pr;status: in-progress;status: needs-design;status: ready;sweep;tool;webui;wontfix,agent;agents;ai-agents;ai-assistant;anthropic;chatbot;chatgpt;cli;code-generation;llamacpp;llm;llm-agent;llm-apps;openai;openrouter;rag
gradio-app/daggr,results.csv,True,SKILL.md,/.agents/skills/daggr/SKILL.md,main,main,https://github.com/gradio-app/daggr/blob/97a46b1de513106eeb0f3504283dd2be3528544c/.agents/skills/daggr/SKILL.md,7c35215d2ddba130b05756deef74e52242bab702,,code_search,200,none,,2026-02-24T05:18:26Z,465,false,false,1,0,0,95613055,gradio-app/daggr,false,767,27,11,41,Python,main,MIT License,,4,465,35,3381,2026-01-05T10:08:12,2026-02-07T12:53:03,2026-02-09T09:43:01,26,11,46,1,3759,20830,879,"[{""blankLines"":2,""codeLines"":7,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":1,""codeLines"":26,""commentLines"":0,""language"":""HTML""},{""blankLines"":1617,""codeLines"":7674,""commentLines"":792,""language"":""Python""},{""blankLines"":456,""codeLines"":1706,""commentLines"":1,""language"":""YAML""},{""blankLines"":462,""codeLines"":1222,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1549,""commentLines"":0,""language"":""JSON""},{""blankLines"":13,""codeLines"":120,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":70,""codeLines"":322,""commentLines"":72,""language"":""JavaScript""},{""blankLines"":1120,""codeLines"":8110,""commentLines"":4,""language"":""Svelte""},{""blankLines"":18,""codeLines"":94,""commentLines"":10,""language"":""TOML""}]",2026-02-07T12:52:44,1f40f7a6171465fcc092586c29b7432f87f18091,true,false,false,false,"{""Python"":284463,""Svelte"":218928,""JavaScript"":12268,""TypeScript"":3579,""HTML"":892,""Shell"":120}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;v: minor;v: patch;wontfix,
huangrt01/cs-notes,results.csv,True,SKILL.md,/.trae/skills/fix/SKILL.md,master,master,https://github.com/huangrt01/CS-Notes/blob/dc39c8b02defa19acff89a2d7937f1c894ea1004/.trae/skills/fix/SKILL.md,9be38d2dfa0b1a8a817d4db5485571160b003219,,code_search,200,none,,2026-02-24T05:31:28Z,3941,false,false,0,0,0,3953222,huangrt01/cs-notes,false,286,1,0,484,Python,master,MIT License,,111,3941,3,729819,2020-04-16T03:57:58,2026-02-09T08:41:48,2026-02-09T08:41:53,6,3,3,0,26857,78110,5505,"[{""blankLines"":5,""codeLines"":69,""commentLines"":16,""language"":""SQL""},{""blankLines"":3,""codeLines"":51,""commentLines"":0,""language"":""SWIG""},{""blankLines"":900,""codeLines"":3023,""commentLines"":356,""language"":""C++""},{""blankLines"":63,""codeLines"":294,""commentLines"":44,""language"":""C/C++ Header""},{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""TeX""},{""blankLines"":45,""codeLines"":122,""commentLines"":27,""language"":""Assembly""},{""blankLines"":32,""codeLines"":71,""commentLines"":1,""language"":""make""},{""blankLines"":16,""codeLines"":99,""commentLines"":0,""language"":""Text""},{""blankLines"":11,""codeLines"":25,""commentLines"":21,""language"":""Lua""},{""blankLines"":137,""codeLines"":250,""commentLines"":79,""language"":""Bourne Shell""},{""blankLines"":5,""codeLines"":26,""commentLines"":0,""language"":""YAML""},{""blankLines"":18570,""codeLines"":50223,""commentLines"":3,""language"":""Markdown""},{""blankLines"":0,""codeLines"":930,""commentLines"":0,""language"":""SVG""},{""blankLines"":438,""codeLines"":1511,""commentLines"":217,""language"":""Cuda""},{""blankLines"":242,""codeLines"":973,""commentLines"":197,""language"":""C""},{""blankLines"":6380,""codeLines"":20383,""commentLines"":4514,""language"":""Python""},{""blankLines"":10,""codeLines"":54,""commentLines"":30,""language"":""Go""}]",2026-02-09T08:40:51,0c962aac70e384033f32753c9323e4b1fc0c4170,true,false,false,false,"{""Python"":1086469,""C++"":130041,""Cuda"":64830,""C"":41458,""Shell"":14121,""SWIG"":3952,""Assembly"":3611,""Go"":3218,""Makefile"":2864,""Lua"":1876,""TeX"":130}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
hugohe3/ppt-master,results.csv,True,SKILL.md,/.agent/skills/ocr_image_to_markdown/SKILL.md,main,main,https://github.com/hugohe3/ppt-master/blob/f3836204c7eecfc2b00710ef43d24b8c86b606f3/.agent/skills/ocr_image_to_markdown/SKILL.md,e650b1f633c300a3dfb52d45840cbecf1c950dbd,,code_search,200,none,,2026-02-24T05:31:29Z,1716,false,false,1,1,0,95565868,hugohe3/ppt-master,false,134,1,0,242,Python,main,MIT License,https://hugohe3.github.io/ppt-master/,7,1716,2,71314,2025-12-10T06:54:33,2026-02-13T05:17:47,2026-02-13T06:20:59,6,1,5,0,22842,88314,9010,"[{""blankLines"":14408,""codeLines"":62675,""commentLines"":6265,""language"":""SVG""},{""blankLines"":5,""codeLines"":40,""commentLines"":0,""language"":""Text""},{""blankLines"":176,""codeLines"":1628,""commentLines"":26,""language"":""HTML""},{""blankLines"":1941,""codeLines"":6775,""commentLines"":2142,""language"":""Python""},{""blankLines"":103,""codeLines"":262,""commentLines"":485,""language"":""JavaScript""},{""blankLines"":8,""codeLines"":36,""commentLines"":9,""language"":""YAML""},{""blankLines"":6201,""codeLines"":16019,""commentLines"":83,""language"":""Markdown""},{""blankLines"":0,""codeLines"":879,""commentLines"":0,""language"":""JSON""}]",2026-02-13T05:17:28,034d550810cf95fc3a97c6ec0dca66727c03fe93,true,false,false,false,"{""Python"":367795,""HTML"":83967,""JavaScript"":27106}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
iamzhihuix/happy-claude-skills,results.csv,True,SKILL.md,/skills/browser/SKILL.md,main,main,https://github.com/iamzhihuix/happy-claude-skills/blob/632f2c3472ecf2af93906f4c909da53716816e14/skills/browser/SKILL.md,fb6a950302225ee1c490cf4bdb5e45a44c677c39,,code_search,200,none,,2026-02-24T05:34:30Z,122,false,false,0,0,0,95578705,iamzhihuix/happy-claude-skills,false,6,1,0,10,Python,main,MIT License,,0,122,1,45,2025-12-27T02:40:43,2025-12-29T03:55:29,2025-12-29T04:11:12,0,0,0,0,558,8132,145,"[{""blankLines"":153,""codeLines"":667,""commentLines"":137,""language"":""Python""},{""blankLines"":350,""codeLines"":1157,""commentLines"":0,""language"":""Markdown""},{""blankLines"":55,""codeLines"":271,""commentLines"":8,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":6037,""commentLines"":0,""language"":""JSON""}]",2025-12-29T03:55:26,632f2c3472ecf2af93906f4c909da53716816e14,true,false,false,false,"{""Python"":32145,""JavaScript"":9685}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
inclusionAI/AWorld,results.csv,True,SKILL.md,/examples/skill_agent/skills/code/skill.md,main,main,https://github.com/inclusionAI/AWorld/blob/01a3cb685b47d3bde8e7013e8785ccc57236b597/examples/skill_agent/skills/code/skill.md,e2d5b1f88534c552e465368c025bf234ea8887b8,,code_search,200,none,,2026-02-24T05:39:30Z,1126,false,false,0,0,0,95339830,inclusionAI/AWorld,false,3410,224,6,119,Python,main,MIT License,https://www.aworldagents.com,19,1126,41,371172,2025-03-14T08:30:52,2026-02-13T03:38:56,2026-02-13T06:50:30,69,36,703,7,34292,544861,41396,"[{""blankLines"":16,""codeLines"":124,""commentLines"":1,""language"":""TOML""},{""blankLines"":41,""codeLines"":190,""commentLines"":31,""language"":""SVG""},{""blankLines"":0,""codeLines"":32,""commentLines"":0,""language"":""XML""},{""blankLines"":338,""codeLines"":2986,""commentLines"":145,""language"":""TypeScript""},{""blankLines"":2,""codeLines"":412159,""commentLines"":0,""language"":""JSON""},{""blankLines"":3,""codeLines"":4,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":28934,""codeLines"":108346,""commentLines"":40676,""language"":""Python""},{""blankLines"":215,""codeLines"":1141,""commentLines"":130,""language"":""CSS""},{""blankLines"":68,""codeLines"":483,""commentLines"":2,""language"":""HTML""},{""blankLines"":48,""codeLines"":484,""commentLines"":25,""language"":""Less""},{""blankLines"":40,""codeLines"":688,""commentLines"":35,""language"":""YAML""},{""blankLines"":1,""codeLines"":4,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":45,""codeLines"":127,""commentLines"":19,""language"":""Bourne Shell""},{""blankLines"":196,""codeLines"":1559,""commentLines"":265,""language"":""JavaScript""},{""blankLines"":4325,""codeLines"":16106,""commentLines"":67,""language"":""Markdown""},{""blankLines"":20,""codeLines"":428,""commentLines"":0,""language"":""Text""}]",2026-02-13T03:38:16,01a3cb685b47d3bde8e7013e8785ccc57236b597,false,false,false,false,"{""Python"":5111541,""TypeScript"":100499,""HTML"":21150,""Less"":9901,""Dockerfile"":2122,""Shell"":737,""JavaScript"":734,""Batchfile"":112}",bug;dependencies;documentation;duplicate;enhancement;good first issue;help wanted;invalid;python;question;wontfix,agent-framework;agent-learning;agent-runtime;browsecomp;environment;gaia;mcp;rl-training;world-model;xbench
itsmostafa/aws-agent-skills,results.csv,True,SKILL.md,/skills/s3/SKILL.md,main,main,https://github.com/itsmostafa/aws-agent-skills/blob/2ccd14e6700ba96524e0961a6750ce6b056ed9c8/skills/s3/SKILL.md,47af83a2310897d9a797cff4a04d6818fe1097da,,code_search,200,none,,2026-02-24T05:44:30Z,991,false,false,0,0,0,95588273,itsmostafa/aws-agent-skills,false,193,6,0,419,Python,main,MIT License,,27,991,20,8894,2019-05-18T07:38:59,2026-02-09T09:20:19,2026-02-09T05:36:22,23,0,54,6,2851,12492,44,"[{""blankLines"":16,""codeLines"":73,""commentLines"":5,""language"":""YAML""},{""blankLines"":2767,""codeLines"":12027,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":63,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""Text""},{""blankLines"":68,""codeLines"":326,""commentLines"":39,""language"":""Python""}]",2026-01-22T01:28:57,e9e01ada13b6e64fbfe06915380625facca60ed4,true,false,false,false,"{""Python"":14881}",aws-update;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;agentic-ai;aws;claude-code;claude-skills;codex;coding-agents
jMerta/codex-skills,results.csv,True,SKILL.md,/ci-fix/SKILL.md,main,main,https://github.com/jMerta/codex-skills/blob/1be063de2a730d61133e957dfc01a670cce7abd4/ci-fix/SKILL.md,f05dcec0168a608d3da0e0e9fbd84a6195440804,,code_search,200,none,,2026-02-24T05:46:30Z,110,false,false,0,1,0,95568794,jMerta/codex-skills,false,63,1,11,10,Python,main,MIT License,,4,110,1,436,2025-12-14T12:48:11,2026-02-06T11:44:43,2026-02-07T12:56:18,0,0,1,0,1429,9638,138,"[{""blankLines"":24,""codeLines"":96,""commentLines"":34,""language"":""PowerShell""},{""blankLines"":19,""codeLines"":178,""commentLines"":0,""language"":""YAML""},{""blankLines"":258,""codeLines"":1172,""commentLines"":55,""language"":""Python""},{""blankLines"":87,""codeLines"":537,""commentLines"":0,""language"":""CSS""},{""blankLines"":13,""codeLines"":216,""commentLines"":0,""language"":""HTML""},{""blankLines"":5,""codeLines"":16,""commentLines"":3,""language"":""Bourne Shell""},{""blankLines"":130,""codeLines"":1161,""commentLines"":27,""language"":""TypeScript""},{""blankLines"":214,""codeLines"":1403,""commentLines"":19,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":915,""commentLines"":0,""language"":""CSV""},{""blankLines"":678,""codeLines"":2557,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":1387,""commentLines"":0,""language"":""JSON""}]",2026-02-06T11:40:02,1be063de2a730d61133e957dfc01a670cce7abd4,true,false,false,false,"{""Python"":55178,""JavaScript"":46317,""TypeScript"":46135,""PowerShell"":4755}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
jlevy/repren,results.csv,True,SKILL.md,/repren/skills/SKILL.md,master,master,https://github.com/jlevy/repren/blob/002b76ca84967ae95f7689d4958054131322c761/repren/skills/SKILL.md,78c47ab5a5e9cca6f3a8ed06a2f894d8f34c91fb,,code_search,200,none,,2026-02-24T05:52:33Z,367,false,false,1,1,0,3674263,jlevy/repren,false,131,9,7,39,Python,master,MIT License,,9,367,4,526,2014-07-10T09:51:51,2026-01-17T08:23:15,2026-01-17T08:23:19,24,7,17,0,6051,14666,786,"[{""blankLines"":24,""codeLines"":112,""commentLines"":14,""language"":""TOML""},{""blankLines"":21,""codeLines"":81,""commentLines"":17,""language"":""YAML""},{""blankLines"":181,""codeLines"":188,""commentLines"":89,""language"":""Bourne Shell""},{""blankLines"":5224,""codeLines"":12481,""commentLines"":0,""language"":""Markdown""},{""blankLines"":12,""codeLines"":27,""commentLines"":2,""language"":""make""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":588,""codeLines"":1768,""commentLines"":664,""language"":""Python""}]",2026-01-17T08:23:08,002b76ca84967ae95f7689d4958054131322c761,false,false,false,false,"{""Python"":101878,""Shell"":11418,""Makefile"":837}",bug;dependencies;duplicate;enhancement;feature;help wanted;invalid;question;wontfix,command-line;python;refactoring;regular-expression;renames;search-and-replace
joeseesun/anything-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/joeseesun/anything-to-notebooklm/blob/965051880b73873bb73d849eb6edd0c3eef20f03/SKILL.md,d49b516d339eaa1f73b42caea6b7f5056fe924f0,,code_search,200,none,,2026-02-24T05:52:36Z,209,false,false,0,0,0,95608728,joeseesun/anything-to-notebooklm,false,7,1,2,23,Python,main,MIT License,,1,209,1,50,2026-01-25T02:48:01,2026-01-25T03:17:30,2026-01-26T10:59:32,0,0,0,0,343,1108,44,"[{""blankLines"":269,""codeLines"":759,""commentLines"":0,""language"":""Markdown""},{""blankLines"":37,""codeLines"":179,""commentLines"":22,""language"":""Bourne Shell""},{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":35,""codeLines"":161,""commentLines"":22,""language"":""Python""}]",2026-01-25T03:16:46,965051880b73873bb73d849eb6edd0c3eef20f03,true,false,false,false,"{""Python"":6675,""Shell"":6661}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,automation;claude;mcp;notebooklm;skill
johnhuang316/code-index-mcp,results.csv,True,SKILL.md,/.codex/skills/release-prep/SKILL.md,master,master,https://github.com/johnhuang316/code-index-mcp/blob/428613fafb5eefd8584c45be44d1cf8fd18411f0/.codex/skills/release-prep/SKILL.md,18848fbb0052540bb8bba5132d60f2d10eb1f075,,code_search,200,none,,2026-02-24T05:53:33Z,666,false,false,0,0,0,95393429,johnhuang316/code-index-mcp,false,198,5,42,83,Python,master,MIT License,,4,666,13,1225,2025-03-18T02:21:59,2026-01-09T07:06:15,2026-01-09T11:58:19,36,10,33,0,4925,18887,5186,"[{""blankLines"":18,""codeLines"":77,""commentLines"":4,""language"":""Objective-C""},{""blankLines"":7,""codeLines"":8,""commentLines"":9,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":358,""commentLines"":0,""language"":""JSON""},{""blankLines"":262,""codeLines"":1185,""commentLines"":135,""language"":""Go""},{""blankLines"":290,""codeLines"":1963,""commentLines"":479,""language"":""TypeScript""},{""blankLines"":14,""codeLines"":56,""commentLines"":0,""language"":""C#""},{""blankLines"":2911,""codeLines"":9581,""commentLines"":3393,""language"":""Python""},{""blankLines"":15,""codeLines"":97,""commentLines"":5,""language"":""Maven""},{""blankLines"":129,""codeLines"":501,""commentLines"":137,""language"":""Zig""},{""blankLines"":8,""codeLines"":20,""commentLines"":0,""language"":""C/C++ Header""},{""blankLines"":20,""codeLines"":178,""commentLines"":67,""language"":""Protocol Buffers""},{""blankLines"":14,""codeLines"":82,""commentLines"":0,""language"":""YAML""},{""blankLines"":718,""codeLines"":2356,""commentLines"":0,""language"":""Markdown""},{""blankLines"":239,""codeLines"":1388,""commentLines"":396,""language"":""JavaScript""},{""blankLines"":4,""codeLines"":33,""commentLines"":0,""language"":""TOML""},{""blankLines"":262,""codeLines"":942,""commentLines"":561,""language"":""Java""},{""blankLines"":0,""codeLines"":15,""commentLines"":0,""language"":""Text""},{""blankLines"":14,""codeLines"":47,""commentLines"":0,""language"":""Kotlin""}]",2026-01-09T06:46:15,428613fafb5eefd8584c45be44d1cf8fd18411f0,true,false,false,false,"{""Python"":560166,""TypeScript"":70277,""JavaScript"":53042,""Java"":52284,""Go"":42514,""Zig"":29786,""Objective-C"":2982,""C#"":1634,""Kotlin"":1549,""Dockerfile"":611}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
kalil0321/reverse-api-engineer,results.csv,True,SKILL.md,/plugins/reverse-api-engineer/skills/reverse-engineering-api/SKILL.md,main,main,https://github.com/kalil0321/reverse-api-engineer/blob/2d772cea32ea092789ca68237779235127191766/plugins/reverse-api-engineer/skills/reverse-engineering-api/SKILL.md,be80b96e9f821482df9ce930d8bfb74fa4f5445d,,code_search,200,none,,2026-02-24T06:00:39Z,318,false,false,1,0,0,95577352,kalil0321/reverse-api-engineer,false,171,18,12,25,Python,main,MIT License,,6,318,3,6761,2025-12-23T02:04:45,2026-01-20T07:48:09,2026-01-22T03:02:16,11,1,23,0,5153,33743,3214,"[{""blankLines"":12,""codeLines"":101,""commentLines"":2,""language"":""TOML""},{""blankLines"":0,""codeLines"":14894,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":107,""commentLines"":14,""language"":""SVG""},{""blankLines"":7,""codeLines"":20,""commentLines"":4,""language"":""Bourne Shell""},{""blankLines"":2410,""codeLines"":8275,""commentLines"":0,""language"":""Markdown""},{""blankLines"":195,""codeLines"":1589,""commentLines"":44,""language"":""TypeScript""},{""blankLines"":0,""codeLines"":33,""commentLines"":1,""language"":""JavaScript""},{""blankLines"":2471,""codeLines"":8522,""commentLines"":3145,""language"":""Python""},{""blankLines"":20,""codeLines"":72,""commentLines"":4,""language"":""CSS""},{""blankLines"":28,""codeLines"":118,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":12,""commentLines"":0,""language"":""HTML""}]",2026-01-20T07:48:09,2d772cea32ea092789ca68237779235127191766,true,false,false,false,"{""Python"":380538,""TypeScript"":59959,""CSS"":1693,""Shell"":867,""JavaScript"":823,""HTML"":282}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;ai-agents;ai-scraping;api;claude-code;llm;opencode;playwright;reverse-engineering;scraping;web-scraping
kasperjunge/agent-resources,results.csv,True,SKILL.md,/.opencode/skill/ost/SKILL.md,main,main,https://github.com/kasperjunge/agent-resources/blob/6a2bbc674af043881958813a175f05ff480dd747/.opencode/skill/ost/SKILL.md,8a82a7e06927ac7fe78d6180da7e2af69505814e,,code_search,200,none,,2026-02-24T06:01:43Z,391,false,false,1,1,0,95588782,kasperjunge/agent-resources,false,234,19,14,30,Python,main,MIT License,https://kasperjunge.github.io/agent-resources/site/,4,391,1,1354,2026-01-03T08:11:07,2026-02-07T02:05:37,2026-02-09T10:09:56,38,3,23,1,4043,13823,2078,"[{""blankLines"":45,""codeLines"":230,""commentLines"":5,""language"":""YAML""},{""blankLines"":6,""codeLines"":63,""commentLines"":0,""language"":""TOML""},{""blankLines"":1184,""codeLines"":3246,""commentLines"":0,""language"":""Markdown""},{""blankLines"":17,""codeLines"":94,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":0,""codeLines"":119,""commentLines"":0,""language"":""JSON""},{""blankLines"":194,""codeLines"":1681,""commentLines"":12,""language"":""HTML""},{""blankLines"":21,""codeLines"":49,""commentLines"":0,""language"":""Text""},{""blankLines"":2576,""codeLines"":8341,""commentLines"":2061,""language"":""Python""}]",2026-02-07T02:05:01,6a2bbc674af043881958813a175f05ff480dd747,true,false,false,false,"{""Python"":448056,""Shell"":4706,""HTML"":1348}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;claude-code;claude-code-skills
