repo,source_csv,found,match_name,match_path,default_branch,ref_scanned,match_url,match_sha,match_size_bytes,scan_method,http_status,error_type,error_message,scanned_at_utc,stars,fork,archived,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
ucbepic/docetl,results.csv,True,SKILL.md,/.claude/skills/docetl/SKILL.md,main,main,https://github.com/ucbepic/docetl/blob/1744bfcef77dd104ceb129cb2ab39d0fe337b0c3/.claude/skills/docetl/SKILL.md,b2fcb7ceeaecfb6b4bb9555af6287f8425a79716,,code_search,200,none,,2026-02-24T10:44:38Z,3524,false,false,0,0,0,95181453,ucbepic/docetl,false,885,131,14,374,Python,main,MIT License,https://docetl.org,29,3524,26,65349,2024-07-09T05:57:16,2026-02-02T04:52:13,2026-02-04T02:37:29,140,28,336,8,15195,135875,12082,"[{""blankLines"":8756,""codeLines"":39704,""commentLines"":11023,""language"":""Python""},{""blankLines"":44,""codeLines"":255,""commentLines"":17,""language"":""CSS""},{""blankLines"":244,""codeLines"":1329,""commentLines"":152,""language"":""YAML""},{""blankLines"":3056,""codeLines"":9810,""commentLines"":64,""language"":""Markdown""},{""blankLines"":16,""codeLines"":114,""commentLines"":7,""language"":""make""},{""blankLines"":0,""codeLines"":51533,""commentLines"":0,""language"":""JSON""},{""blankLines"":20,""codeLines"":45,""commentLines"":14,""language"":""Dockerfile""},{""blankLines"":2771,""codeLines"":31608,""commentLines"":798,""language"":""TypeScript""},{""blankLines"":3,""codeLines"":38,""commentLines"":2,""language"":""JavaScript""},{""blankLines"":12,""codeLines"":134,""commentLines"":5,""language"":""TOML""},{""blankLines"":273,""codeLines"":1305,""commentLines"":0,""language"":""Text""}]",2026-02-02T04:51:38,1744bfcef77dd104ceb129cb2ab39d0fe337b0c3,true,false,false,false,"{""Python"":2406687,""TypeScript"":1308616,""Makefile"":4499,""CSS"":4111,""Dockerfile"":2008,""JavaScript"":1061}",blocked;bug;documentation;duplicate;easy;efficiency;enhancement;good first engineering issue;good first research issue;hard;help wanted;invalid;medium;new operation;new parser;optimizer;question;refactor;request;ui;wontfix,agents;data;data-pipelines;document-analysis;document-processing;elt;etl;llm;python;semantic-data;unstructured-data;unstructured-data-analysis;workflow
vectorize-io/hindsight,results.csv,True,SKILL.md,/skills/hindsight-docs/SKILL.md,main,main,https://github.com/vectorize-io/hindsight/blob/5fddd9a79c8ed4eb0b411e7333c93404c9c9b669/skills/hindsight-docs/SKILL.md,10abdf9f8e54f440acd32d5890e3f60a28ffc0d4,,code_search,200,none,,2026-02-24T10:49:40Z,1409,false,false,1,1,0,95556193,vectorize-io/hindsight,false,466,221,34,166,Python,main,MIT License,https://hindsight.vectorize.io/,19,1409,18,309888,2025-10-30T11:49:48,2026-02-13T05:14:53,2026-02-14T04:21:49,64,11,292,5,28789,228711,30793,"[{""blankLines"":8,""codeLines"":20,""commentLines"":0,""language"":""Mako""},{""blankLines"":346,""codeLines"":2400,""commentLines"":105,""language"":""YAML""},{""blankLines"":65,""codeLines"":207,""commentLines"":87,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":41,""commentLines"":285,""language"":""Jupyter Notebook""},{""blankLines"":6141,""codeLines"":16369,""commentLines"":3,""language"":""Markdown""},{""blankLines"":2173,""codeLines"":19710,""commentLines"":3284,""language"":""TypeScript""},{""blankLines"":0,""codeLines"":114737,""commentLines"":0,""language"":""JSON""},{""blankLines"":478,""codeLines"":1728,""commentLines"":482,""language"":""Bourne Shell""},{""blankLines"":46,""codeLines"":338,""commentLines"":0,""language"":""HTML""},{""blankLines"":17619,""codeLines"":61953,""commentLines"":25340,""language"":""Python""},{""blankLines"":264,""codeLines"":1548,""commentLines"":136,""language"":""CSS""},{""blankLines"":4,""codeLines"":1221,""commentLines"":1,""language"":""SVG""},{""blankLines"":1187,""codeLines"":6701,""commentLines"":637,""language"":""Rust""},{""blankLines"":172,""codeLines"":726,""commentLines"":151,""language"":""Bourne Again Shell""},{""blankLines"":164,""codeLines"":395,""commentLines"":238,""language"":""JavaScript""},{""blankLines"":9,""codeLines"":20,""commentLines"":10,""language"":""INI""},{""blankLines"":32,""codeLines"":87,""commentLines"":0,""language"":""Text""},{""blankLines"":81,""codeLines"":510,""commentLines"":34,""language"":""TOML""}]",2026-02-13T03:56:35,7dad9da02d1da588b3603ada5e22177f04408c94,false,false,false,false,"{""Python"":4367462,""Makefile"":1640221,""TypeScript"":880849,""Rust"":287389,""MDX"":177489,""Shell"":121474,""CSS"":66862,""JavaScript"":26011,""Jupyter Notebook"":22744,""Dockerfile"":17299,""HTML"":14620,""DTrace"":5237,""Go Template"":4395,""Smarty"":3354,""Mako"":704}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agentic-ai;agents;memory
vuer-ai/vuer,results.csv,True,SKILL.md,/docs/guides/claude_skill.md,main,main,https://github.com/vuer-ai/vuer/blob/bae616f06dd50df0925a00059c78e503b4b1c4b0/docs/guides/claude_skill.md,e75c6e29bfc11e9744d0760fe0baf8450eff9f53,,code_search,200,none,,2026-02-24T10:56:45Z,337,false,false,0,0,0,94705102,vuer-ai/vuer,false,793,18,4,20,Python,main,MIT License,https://docs.vuer.ai,22,337,13,752239,2023-11-16T08:05:33,2026-02-10T12:46:54,2026-02-10T12:46:59,74,40,80,2,13090,85317,29031,"[{""blankLines"":3238,""codeLines"":9864,""commentLines"":129,""language"":""Markdown""},{""blankLines"":16,""codeLines"":46,""commentLines"":11,""language"":""make""},{""blankLines"":715,""codeLines"":9122,""commentLines"":536,""language"":""XML""},{""blankLines"":3509,""codeLines"":27063,""commentLines"":19941,""language"":""JavaScript""},{""blankLines"":8,""codeLines"":26,""commentLines"":3,""language"":""Bourne Shell""},{""blankLines"":5,""codeLines"":211,""commentLines"":9,""language"":""YAML""},{""blankLines"":0,""codeLines"":31,""commentLines"":0,""language"":""SVG""},{""blankLines"":83,""codeLines"":928,""commentLines"":4,""language"":""HTML""},{""blankLines"":0,""codeLines"":4,""commentLines"":0,""language"":""Text""},{""blankLines"":5483,""codeLines"":11339,""commentLines"":8382,""language"":""Python""},{""blankLines"":3,""codeLines"":18,""commentLines"":2,""language"":""CSS""},{""blankLines"":5,""codeLines"":16,""commentLines"":0,""language"":""INI""},{""blankLines"":0,""codeLines"":176,""commentLines"":2,""language"":""TypeScript""},{""blankLines"":0,""codeLines"":26283,""commentLines"":0,""language"":""JSON""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":17,""codeLines"":164,""commentLines"":11,""language"":""TOML""}]",2026-02-10T12:46:54,b84d0a2e44b72505be86d29b08fcef9016b7d01a,true,false,false,false,"{""Python"":492222,""JavaScript"":251946,""HTML"":55305,""Makefile"":1311,""CSS"":134}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,rvis;visualization;webxr
vstorm-co/pydantic-deepagents,results.csv,True,SKILL.md,/examples/skills/code-review/SKILL.md,main,main,https://github.com/vstorm-co/pydantic-deepagents/blob/4f7c5596eaa26a3f29f3be6ca1475a41d8ff4bc0/examples/skills/code-review/SKILL.md,4c36f82af8d8def2d22e8bc2e4c32fbe6018c0e1,,code_search,200,none,,2026-02-24T10:56:45Z,291,false,false,1,0,0,95565892,vstorm-co/pydantic-deepagents,false,91,3,18,28,Python,main,MIT License,https://vstorm-co.github.io/pydantic-deepagents/,7,291,4,658,2025-11-29T02:36:36,2026-02-12T11:47:30,2026-02-14T05:04:21,8,1,21,1,4089,13477,1415,"[{""blankLines"":202,""codeLines"":921,""commentLines"":66,""language"":""JavaScript""},{""blankLines"":18,""codeLines"":76,""commentLines"":0,""language"":""make""},{""blankLines"":49,""codeLines"":404,""commentLines"":7,""language"":""YAML""},{""blankLines"":2524,""codeLines"":7688,""commentLines"":1,""language"":""Markdown""},{""blankLines"":0,""codeLines"":11,""commentLines"":2,""language"":""SVG""},{""blankLines"":17,""codeLines"":158,""commentLines"":11,""language"":""TOML""},{""blankLines"":13,""codeLines"":121,""commentLines"":0,""language"":""HTML""},{""blankLines"":1106,""codeLines"":3156,""commentLines"":1280,""language"":""Python""},{""blankLines"":160,""codeLines"":942,""commentLines"":48,""language"":""CSS""}]",2026-02-12T11:46:27,5f29b783a9df15ac73aa37228c3f9da87b54f2fe,true,false,false,false,"{""Python"":90394,""Makefile"":3703}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-framework;anthropic;artificial-intelligence;business-intelligence;chatgpt;clawdbot;enterprise;framework;gemini;llms;mcp;moltbot;multiagent;open-source;openai;pydantic;pydantic-ai;python
wshobson/agents,results.csv,True,SKILL.md,/plugins/conductor/skills/track-management/SKILL.md,main,main,https://github.com/wshobson/agents/blob/ade0c7a211d04fa1354d10359737cace5c6fc5b0/plugins/conductor/skills/track-management/SKILL.md,27e5ec02c16d53c5e7bd895ebc030ad19c17bc1c,,code_search,200,none,,2026-02-24T11:08:45Z,28237,false,false,0,0,0,95513065,wshobson/agents,false,227,1,0,3106,Python,main,MIT License,https://sethhobson.com,287,28237,39,2220,2025-07-24T11:28:14,2026-02-07T01:30:02,2026-02-09T10:16:06,52,6,111,1,36108,136119,418,"[{""blankLines"":0,""codeLines"":1809,""commentLines"":0,""language"":""JSON""},{""blankLines"":33,""codeLines"":196,""commentLines"":15,""language"":""Bourne Shell""},{""blankLines"":144,""codeLines"":664,""commentLines"":51,""language"":""C#""},{""blankLines"":14,""codeLines"":101,""commentLines"":5,""language"":""make""},{""blankLines"":4,""codeLines"":17,""commentLines"":0,""language"":""Text""},{""blankLines"":108,""codeLines"":1055,""commentLines"":97,""language"":""YAML""},{""blankLines"":191,""codeLines"":914,""commentLines"":165,""language"":""Python""},{""blankLines"":35614,""codeLines"":131363,""commentLines"":85,""language"":""Markdown""}]",2026-02-07T01:06:56,5d65aa10638bcc1b390738e11f9bff213f61955a,true,false,false,false,"{""Python"":42381,""C#"":29255,""Shell"":6506,""Makefile"":4520}",automated-alert;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;moderation;question;wontfix,agents;anthropic;anthropic-claude;automation;claude;claude-code;claude-code-cli;claude-code-commands;claude-code-plugin;claude-code-plugins;claude-code-skills;claude-code-subagents;claude-skills;claudecode;claudecode-config;claudecode-subagents;orchestration;sub-agents;subagents;workflows
wshuyi/x-article-publisher-skill,results.csv,True,SKILL.md,/skills/x-article-publisher/SKILL.md,main,main,https://github.com/wshuyi/x-article-publisher-skill/blob/eb3197d1d8579556aea5018d5c0b141d55fc2df6/skills/x-article-publisher/SKILL.md,9c7c894bdc385bc480cec04cd7c80e623ccc7a6d,,code_search,200,none,,2026-02-24T11:08:46Z,495,false,false,0,0,0,95588211,wshuyi/x-article-publisher-skill,false,13,1,0,50,Python,main,MIT License,,2,495,2,66,2025-12-31T12:19:52,2026-01-25T12:57:07,2026-01-26T12:17:29,3,3,3,1,708,1838,181,"[{""blankLines"":0,""codeLines"":22,""commentLines"":0,""language"":""JSON""},{""blankLines"":194,""codeLines"":565,""commentLines"":181,""language"":""Python""},{""blankLines"":514,""codeLines"":1251,""commentLines"":0,""language"":""Markdown""}]",2026-01-25T12:57:02,eb3197d1d8579556aea5018d5c0b141d55fc2df6,true,false,false,false,"{""Python"":30611}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
yhy0/CHYing-agent,results.csv,True,SKILL.md,/chying_agent/skills/rce/SKILL.md,main,main,https://github.com/yhy0/CHYing-agent/blob/3c083114b10710203250b10deadbe98cda6cefb3/chying_agent/skills/rce/SKILL.md,876b829923bc873aab45e8af8d1ca355157a9d7f,,code_search,200,none,,2026-02-24T11:14:51Z,235,false,false,1,0,0,95555048,yhy0/CHYing-agent,false,14,2,0,21,Python,main,MIT License,https://zc.tencent.com/competition/competitionHackathon?code=cha004,1,235,1,2163,2025-11-10T06:34:54,2025-12-12T02:08:39,2025-12-13T01:09:25,3,3,0,0,2231,6532,2748,"[{""blankLines"":1475,""codeLines"":4055,""commentLines"":2658,""language"":""Python""},{""blankLines"":2,""codeLines"":29,""commentLines"":0,""language"":""TOML""},{""blankLines"":730,""codeLines"":2250,""commentLines"":30,""language"":""Markdown""},{""blankLines"":14,""codeLines"":159,""commentLines"":46,""language"":""Dockerfile""},{""blankLines"":10,""codeLines"":28,""commentLines"":14,""language"":""YAML""},{""blankLines"":0,""codeLines"":11,""commentLines"":0,""language"":""JSON""}]",2025-12-12T02:08:33,3c083114b10710203250b10deadbe98cda6cefb3,false,false,false,false,"{""Python"":281971,""Dockerfile"":7538}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
yunshu0909/yunshu_skillshub,results.csv,True,SKILL.md,/ui-design/SKILL.md,master,master,https://github.com/yunshu0909/yunshu_skillshub/blob/aa125924d1e908413ae50978e9d66d4142fcd1aa/ui-design/SKILL.md,98f44c206199be4c3bf079d483351e1bbedf802c,,code_search,200,none,,2026-02-24T11:18:52Z,181,false,false,0,0,0,95604007,yunshu0909/yunshu_skillshub,false,9,1,0,26,Python,master,MIT License,,0,181,1,138,2026-01-19T12:43:39,2026-02-13T09:10:04,2026-02-14T02:40:31,0,0,0,0,1334,3741,9,"[{""blankLines"":11,""codeLines"":59,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":1231,""codeLines"":3207,""commentLines"":1,""language"":""Markdown""},{""blankLines"":1,""codeLines"":1,""commentLines"":0,""language"":""JSON""},{""blankLines"":91,""codeLines"":474,""commentLines"":8,""language"":""Python""}]",2026-02-13T09:09:34,4692832eb6ed01d125e0404bcc12fef65a0588b5,false,false,false,false,"{""Python"":20139,""Shell"":1363}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
yusufkaraaslan/Skill_Seekers,results.csv,True,SKILL.md,/docs/features/BOOTSTRAP_SKILL.md,development,development,https://github.com/yusufkaraaslan/Skill_Seekers/blob/93ed5c79a89ad60b11200b5f3426a62b583e21a6/docs/features/BOOTSTRAP_SKILL.md,98302f6487ac329b70c88932b64be24d830b660f,,code_search,200,none,,2026-02-24T11:18:52Z,9243,false,false,1,1,0,95515054,yusufkaraaslan/Skill_Seekers,false,519,10,20,929,Python,development,MIT License,https://skillseekersweb.com/,40,9243,28,3533,2025-10-17T02:43:48,2026-02-08T08:24:52,2026-02-10T02:52:46,206,101,61,3,42427,134431,23364,"[{""blankLines"":1,""codeLines"":12,""commentLines"":0,""language"":""INI""},{""blankLines"":21576,""codeLines"":68247,""commentLines"":24,""language"":""Markdown""},{""blankLines"":20134,""codeLines"":60646,""commentLines"":22929,""language"":""Python""},{""blankLines"":289,""codeLines"":1636,""commentLines"":285,""language"":""Bourne Shell""},{""blankLines"":114,""codeLines"":744,""commentLines"":0,""language"":""Text""},{""blankLines"":2,""codeLines"":910,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":31,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":241,""codeLines"":1869,""commentLines"":79,""language"":""YAML""},{""blankLines"":31,""codeLines"":70,""commentLines"":30,""language"":""Dockerfile""},{""blankLines"":34,""codeLines"":266,""commentLines"":17,""language"":""TOML""}]",2026-02-08T12:00:32,4deadd38000c20581a2900693e5a49238da77c24,true,false,false,false,"{""Python"":3504527,""Shell"":70168,""Dockerfile"":2164,""Go Template"":1668}",ai;blocked;bootstrap;bug;category:codebase;category:community;cli;component: cli;component: deployment;component: mcp;component: scraper;component: tests;component: website;config-submission;critical;documentation;duplicate;enhancement;feature;good first issue;good-first-issue;help-wanted;high;invalid;language:csharp;low;mcp;medium;needs-discussion;needs-review;needs:tests;performance;priority: critical;priority: high;priority: low;priority: medium;question;refactor;roadmap:C2.1;roadmap:C2.2;roadmap:C2.3;roadmap:C2.4;roadmap:C2.5;roadmap:C2.6;roadmap:C2.7;roadmap:C2.8;roadmap:H1.3;scraper;security;status:implemented;status:partial;tests;type: bug;type: documentation;type: enhancement;type: feature;type: performance;type: tests;website;wontfix;workflow,ai-tools;ast-parser;automation;claude-ai;claude-skills;code-analysis;conflict-detection;documentation;documentation-generator;github;github-scraper;mcp;mcp-server;multi-source;ocr;pdf;python;web-scraping
zscole/adversarial-spec,results.csv,True,SKILL.md,/skills/adversarial-spec/SKILL.md,main,main,https://github.com/zscole/adversarial-spec/blob/f90cf0c36c3999b8dc272c9c06dee9846076f369/skills/adversarial-spec/SKILL.md,9e5fe12e32d3b318177d609834d08fe83fe4e09c,,code_search,200,none,,2026-02-24T11:24:56Z,453,false,false,0,0,0,95595098,zscole/adversarial-spec,false,41,1,0,40,Python,main,MIT License,,3,453,6,123,2026-01-11T04:24:30,2026-01-22T06:33:17,2026-01-22T06:33:20,8,0,6,0,1768,6741,1155,"[{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":21,""codeLines"":105,""commentLines"":0,""language"":""YAML""},{""blankLines"":1312,""codeLines"":5328,""commentLines"":1155,""language"":""Python""},{""blankLines"":10,""codeLines"":68,""commentLines"":0,""language"":""TOML""},{""blankLines"":0,""codeLines"":43,""commentLines"":0,""language"":""JSON""},{""blankLines"":425,""codeLines"":1191,""commentLines"":0,""language"":""Markdown""}]",2026-01-22T06:33:16,f90cf0c36c3999b8dc272c9c06dee9846076f369,true,false,false,false,"{""Python"":273874}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,anthropic;claude-ai;claude-code;claude-code-plugin;claude-skills;llm;orchestration
zscole/model-hierarchy-skill,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zscole/model-hierarchy-skill/blob/9095f8303847a60de9f564659e561f3f6fd0cdc4/SKILL.md,c42e982ff635a9a865bb6582056b7d4d43053ba4,,code_search,200,none,,2026-02-24T11:24:57Z,243,false,false,0,0,0,95630431,zscole/model-hierarchy-skill,false,1,1,0,16,Python,main,MIT License,,3,243,1,12,2026-02-11T11:54:32,2026-02-11T11:58:06,2026-02-14T06:19:30,0,0,1,1,210,722,77,"[{""blankLines"":3,""codeLines"":18,""commentLines"":0,""language"":""TOML""},{""blankLines"":70,""codeLines"":173,""commentLines"":77,""language"":""Python""},{""blankLines"":137,""codeLines"":346,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":185,""commentLines"":0,""language"":""JSON""}]",2026-02-11T11:58:05,20022a71667b66667335e85e4f9802dad13155c6,true,false,false,false,"{""Python"":10485}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
zstmfhy/annas-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zstmfhy/annas-to-notebooklm/blob/0a052c0d9a51b3c8eeb60d966a78cd98738a2e23/SKILL.md,843aa31844b386ad930854f440a75f5f36a379d6,,code_search,200,none,,2026-02-24T11:24:58Z,138,false,false,0,0,0,95599579,zstmfhy/annas-to-notebooklm,false,6,1,0,17,Python,main,MIT License,,2,138,2,63,2026-01-17T07:59:28,2026-01-17T02:26:49,2026-01-19T03:21:17,1,1,0,0,801,2525,137,"[{""blankLines"":224,""codeLines"":845,""commentLines"":134,""language"":""Python""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":28,""commentLines"":0,""language"":""JSON""},{""blankLines"":4,""codeLines"":29,""commentLines"":0,""language"":""YAML""},{""blankLines"":567,""codeLines"":1593,""commentLines"":0,""language"":""Markdown""},{""blankLines"":5,""codeLines"":21,""commentLines"":3,""language"":""Bourne Shell""}]",2026-01-17T02:26:46,0a052c0d9a51b3c8eeb60d966a78cd98738a2e23,false,false,false,false,"{""Python"":43489,""Shell"":780}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
zstmfhy/zlibrary-to-notebooklm,results.csv,True,SKILL.md,/SKILL.md,main,main,https://github.com/zstmfhy/zlibrary-to-notebooklm/blob/4eb1f04a49e9bd2f846c26be4b025f8f9b9e7249/SKILL.md,e1b58d477b94e99a5a60dd3fd3d234d1b6c92b44,,code_search,200,none,,2026-02-24T11:24:58Z,434,false,false,0,0,0,95599566,zstmfhy/zlibrary-to-notebooklm,false,4,2,0,75,Python,main,MIT License,,3,434,1,39,2026-01-14T12:27:42,2026-01-17T09:13:05,2026-01-19T03:23:07,1,1,0,0,613,1968,109,"[{""blankLines"":429,""codeLines"":1219,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":9,""commentLines"":0,""language"":""Text""},{""blankLines"":179,""codeLines"":685,""commentLines"":109,""language"":""Python""},{""blankLines"":0,""codeLines"":28,""commentLines"":0,""language"":""JSON""},{""blankLines"":4,""codeLines"":27,""commentLines"":0,""language"":""YAML""}]",2026-01-15T11:23:46,4eb1f04a49e9bd2f846c26be4b025f8f9b9e7249,true,false,false,false,"{""Python"":35884}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
