repo,default_branch,stars,fork,archived,html_url,skill_count,skill_paths,total_files_in_skills,references_file_count,assets_file_count,scripts_file_count,other_file_count,scanned_at_utc,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
browser-use/browser-use,main,78358,false,false,https://github.com/browser-use/browser-use,2,skills/browser-use/SKILL.md;skills/remote-browser/SKILL.md,2,0,0,0,0,2026-02-24T12:48:16Z,1,1,0,95259047,browser-use/browser-use,false,8572,476,112,9275,Python,main,MIT License,https://browser-use.com,404,78358,288,28920,2024-10-31T04:00:56,2026-02-14T06:23:29,2026-02-15T12:12:41,1368,140,2471,104,21004,90992,21672,"[{""blankLines"":172,""codeLines"":812,""commentLines"":259,""language"":""Bourne Shell""},{""blankLines"":209,""codeLines"":1441,""commentLines"":107,""language"":""YAML""},{""blankLines"":2551,""codeLines"":11391,""commentLines"":0,""language"":""Markdown""},{""blankLines"":201,""codeLines"":870,""commentLines"":329,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":60,""commentLines"":181,""language"":""Jupyter Notebook""},{""blankLines"":40,""codeLines"":187,""commentLines"":53,""language"":""Dockerfile""},{""blankLines"":18,""codeLines"":191,""commentLines"":25,""language"":""TOML""},{""blankLines"":5,""codeLines"":23,""commentLines"":1,""language"":""INI""},{""blankLines"":41,""codeLines"":328,""commentLines"":5,""language"":""HTML""},{""blankLines"":0,""codeLines"":13,""commentLines"":0,""language"":""Text""},{""blankLines"":17767,""codeLines"":58196,""commentLines"":20712,""language"":""Python""},{""blankLines"":0,""codeLines"":17459,""commentLines"":0,""language"":""JSON""},{""blankLines"":0,""codeLines"":21,""commentLines"":0,""language"":""SVG""}]",2026-02-12T08:27:45,8871ebafebe00795b7564bf5352eac2b657901d6,false,false,false,false,"{""Python"":3048992,""JavaScript"":49642,""Shell"":37706,""HTML"":11400,""Dockerfile"":11201}",$100;bug;documentation;duplicate;enhancement;feature;good first issue;help wanted;invalid;needs-info;question;stale;wontfix;💎 bounty;💰 rewarded;🙋 bounty claim,ai-agents;ai-tools;browser-automation;browser-use;llm;playwright;python
cmpnd-ai/dspy-cli,main,109,false,false,https://github.com/cmpnd-ai/dspy-cli,2,.claude/skills/fly-e2e-test/SKILL.md;.claude/skills/tmux/SKILL.md,2,0,0,0,0,2026-02-24T12:48:17Z,0,0,0,95548771,cmpnd-ai/dspy-cli,false,160,18,0,8,Python,main,MIT License,,4,109,3,2760,2025-10-17T10:03:20,2026-01-16T12:26:59,2026-01-18T05:29:27,10,3,27,1,3397,12229,2446,"[{""blankLines"":25,""codeLines"":158,""commentLines"":4,""language"":""TOML""},{""blankLines"":2160,""codeLines"":6408,""commentLines"":2215,""language"":""Python""},{""blankLines"":166,""codeLines"":949,""commentLines"":24,""language"":""CSS""},{""blankLines"":133,""codeLines"":599,""commentLines"":157,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":1718,""commentLines"":0,""language"":""JSON""},{""blankLines"":821,""codeLines"":2015,""commentLines"":0,""language"":""Markdown""},{""blankLines"":65,""codeLines"":327,""commentLines"":41,""language"":""YAML""},{""blankLines"":21,""codeLines"":35,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":6,""codeLines"":20,""commentLines"":5,""language"":""Bourne Shell""}]",2026-01-16T12:26:59,2b59513400a2e67cf7fd2de3b9f3490bbc57af16,false,false,false,false,"{""Python"":308261,""JavaScript"":30468,""CSS"":21723,""Shell"":954}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,dspy
coleam00/context-engineering-intro,main,12454,false,false,https://github.com/coleam00/context-engineering-intro,1,use-cases/build-with-agent-team/SKILL.md,4,0,0,0,3,2026-02-24T12:48:17Z,1,0,0,95427945,coleam00/context-engineering-intro,false,23,3,0,2615,Python,main,MIT License,,178,12454,1,751,2025-07-02T11:54:47,2026-02-13T01:36:39,2026-02-14T01:21:39,22,20,28,14,6643,32832,5465,"[{""blankLines"":1988,""codeLines"":5622,""commentLines"":1865,""language"":""Python""},{""blankLines"":4243,""codeLines"":14555,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":18,""commentLines"":0,""language"":""INI""},{""blankLines"":22,""codeLines"":318,""commentLines"":0,""language"":""SQL""},{""blankLines"":15,""codeLines"":52,""commentLines"":11,""language"":""Dockerfile""},{""blankLines"":7,""codeLines"":6145,""commentLines"":0,""language"":""JSON""},{""blankLines"":347,""codeLines"":6023,""commentLines"":3568,""language"":""TypeScript""},{""blankLines"":1,""codeLines"":8,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":20,""codeLines"":91,""commentLines"":21,""language"":""Bourne Shell""}]",2026-02-13T01:36:37,38113371a1ac8d3f8ca1e586ec402e6d7c47370d,true,false,false,false,"{""Python"":470352,""TypeScript"":78209,""PLpgSQL"":10088,""Shell"":4209,""Dockerfile"":2140,""JavaScript"":175}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
coleam00/ottomator-agents,main,4828,false,false,https://github.com/coleam00/ottomator-agents,1,claude-skill-archon/.claude/skills/archon/SKILL.md,4,1,0,2,0,2026-02-24T12:48:18Z,1,0,0,95251247,coleam00/ottomator-agents,false,91,1,0,1717,Python,main,MIT License,,123,4828,3,52437,2024-12-02T12:47:45,2025-11-09T09:46:48,2025-11-10T07:33:38,27,19,18,8,17109,86564,12320,"[{""blankLines"":44,""codeLines"":209,""commentLines"":36,""language"":""PowerShell""},{""blankLines"":20,""codeLines"":41,""commentLines"":7,""language"":""make""},{""blankLines"":2,""codeLines"":12,""commentLines"":0,""language"":""PlantUML""},{""blankLines"":6488,""codeLines"":19391,""commentLines"":26,""language"":""Markdown""},{""blankLines"":73,""codeLines"":453,""commentLines"":51,""language"":""Bourne Shell""},{""blankLines"":5,""codeLines"":76,""commentLines"":3,""language"":""YAML""},{""blankLines"":130,""codeLines"":194,""commentLines"":122,""language"":""Dockerfile""},{""blankLines"":2,""codeLines"":25021,""commentLines"":0,""language"":""JSON""},{""blankLines"":63,""codeLines"":759,""commentLines"":15,""language"":""TypeScript""},{""blankLines"":97,""codeLines"":791,""commentLines"":88,""language"":""SQL""},{""blankLines"":50,""codeLines"":401,""commentLines"":0,""language"":""HTML""},{""blankLines"":9632,""codeLines"":34925,""commentLines"":11948,""language"":""Python""},{""blankLines"":4,""codeLines"":20,""commentLines"":0,""language"":""CSS""},{""blankLines"":13,""codeLines"":119,""commentLines"":5,""language"":""TOML""},{""blankLines"":0,""codeLines"":5,""commentLines"":0,""language"":""SVG""},{""blankLines"":5,""codeLines"":16,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":22,""codeLines"":104,""commentLines"":19,""language"":""DOS Batch""},{""blankLines"":0,""codeLines"":24,""commentLines"":0,""language"":""INI""},{""blankLines"":459,""codeLines"":4003,""commentLines"":0,""language"":""Text""}]",2025-11-09T09:46:45,2be20d5737fc49aa0f665a012f3ffde283d26d54,true,false,false,false,"{""Python"":2104758,""HTML"":40266,""PLpgSQL"":26978,""TypeScript"":25863,""Shell"":13500,""Dockerfile"":12947,""PowerShell"":8986,""Batchfile"":3696,""Makefile"":992,""Mermaid"":780,""JavaScript"":474,""CSS"":341,""Procfile"":55}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
conorluddy/ios-simulator-skill,main,486,false,false,https://github.com/conorluddy/ios-simulator-skill,1,ios-simulator-skill/SKILL.md,35,0,0,34,0,2026-02-24T12:48:20Z,1,0,0,95513264,conorluddy/ios-simulator-skill,false,34,1,5,24,Python,main,MIT License,https://deepwiki.com/conorluddy/ios-simulator-skill,0,486,1,222,2025-10-17T12:43:15,2026-02-10T08:07:25,2026-02-14T04:36:57,7,5,16,1,2399,7515,2535,"[{""blankLines"":1806,""codeLines"":5499,""commentLines"":2503,""language"":""Python""},{""blankLines"":30,""codeLines"":181,""commentLines"":7,""language"":""YAML""},{""blankLines"":528,""codeLines"":1585,""commentLines"":0,""language"":""Markdown""},{""blankLines"":5,""codeLines"":63,""commentLines"":3,""language"":""TOML""},{""blankLines"":30,""codeLines"":187,""commentLines"":22,""language"":""Bourne Shell""}]",2026-02-07T01:31:12,afcf21f5f8f69978f350cae942ac23cadedc1b65,true,false,false,false,"{""Python"":306491,""Shell"":7839}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent;agentic-ai;ai-agents;claude;claude-ai;claude-code;claude-skills;claudecode;claudeskills;dx;ios;iossimulator;mcp;mcp-tools;python;simulator;skills;testing;tooling;xcode
daaain/claude-code-log,main,689,false,false,https://github.com/daaain/claude-code-log,1,.claude/skills/tool-renderer/SKILL.md,1,0,0,0,0,2026-02-24T12:48:26Z,1,0,0,95409680,daaain/claude-code-log,false,158,38,12,60,Python,main,MIT License,https://pypi.org/project/claude-code-log/,2,689,10,73076,2025-06-14T10:50:43,2026-02-02T06:40:54,2026-02-04T09:39:02,31,16,58,2,10960,48570,7807,"[{""blankLines"":1366,""codeLines"":4089,""commentLines"":2,""language"":""Markdown""},{""blankLines"":2026,""codeLines"":9697,""commentLines"":36,""language"":""HTML""},{""blankLines"":7085,""codeLines"":25145,""commentLines"":7563,""language"":""Python""},{""blankLines"":403,""codeLines"":2179,""commentLines"":151,""language"":""CSS""},{""blankLines"":27,""codeLines"":106,""commentLines"":15,""language"":""YAML""},{""blankLines"":18,""codeLines"":83,""commentLines"":14,""language"":""JavaScript""},{""blankLines"":22,""codeLines"":125,""commentLines"":24,""language"":""SQL""},{""blankLines"":13,""codeLines"":110,""commentLines"":2,""language"":""TOML""},{""blankLines"":0,""codeLines"":7036,""commentLines"":0,""language"":""JSON""}]",2026-02-02T06:40:53,70bb2e044aed9e7655d8c96b0df40d5d4e368bcf,true,false,false,false,"{""Python"":1505836,""HTML"":682235,""CSS"":60980,""Just"":13559,""JavaScript"":5230}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
daymade/claude-code-skills,main,579,false,false,https://github.com/daymade/claude-code-skills,38,claude-code-history-files-finder/SKILL.md;claude-md-progressive-disclosurer/SKILL.md;claude-skills-troubleshooting/SKILL.md;cli-demo-generator/SKILL.md;cloudflare-troubleshooting/SKILL.md;competitors-analysis/SKILL.md;deep-research/SKILL.md;docs-cleaner/SKILL.md;fact-checker/SKILL.md;github-contributor/SKILL.md;github-ops/SKILL.md;i18n-expert/SKILL.md;iOS-APP-developer/SKILL.md;llm-icon-finder/SKILL.md;macos-cleaner/SKILL.md;markdown-tools/SKILL.md;meeting-minutes-taker/SKILL.md;mermaid-tools/SKILL.md;pdf-creator/SKILL.md;ppt-creator/SKILL.md;product-analysis/SKILL.md;prompt-optimizer/SKILL.md;promptfoo-evaluation/SKILL.md;qa-expert/SKILL.md;repomix-safe-mixer/SKILL.md;repomix-unmixer/SKILL.md;skill-creator/SKILL.md;skill-reviewer/SKILL.md;skills-search/SKILL.md;statusline-generator/SKILL.md;teams-channel-post-writer/SKILL.md;transcript-fixer/SKILL.md;tunnel-doctor/SKILL.md;twitter-reader/SKILL.md;ui-designer/SKILL.md;video-comparer/SKILL.md;windows-remote-desktop-connection-doctor/SKILL.md;youtube-downloader/SKILL.md,269,98,9,95,29,2026-02-24T12:48:27Z,1,1,0,95520851,daymade/claude-code-skills,false,74,1,14,63,Python,main,MIT License,,5,579,2,12959,2025-10-22T11:17:31,2026-02-13T09:49:34,2026-02-14T03:20:20,5,1,6,2,16521,49866,6379,"[{""blankLines"":0,""codeLines"":832,""commentLines"":0,""language"":""JSON""},{""blankLines"":123,""codeLines"":630,""commentLines"":103,""language"":""Bourne Shell""},{""blankLines"":183,""codeLines"":1295,""commentLines"":17,""language"":""HTML""},{""blankLines"":35,""codeLines"":174,""commentLines"":0,""language"":""Text""},{""blankLines"":3,""codeLines"":26,""commentLines"":2,""language"":""YAML""},{""blankLines"":4894,""codeLines"":14878,""commentLines"":6216,""language"":""Python""},{""blankLines"":11246,""codeLines"":31720,""commentLines"":6,""language"":""Markdown""},{""blankLines"":17,""codeLines"":144,""commentLines"":7,""language"":""PowerShell""},{""blankLines"":20,""codeLines"":167,""commentLines"":28,""language"":""SQL""}]",2026-02-13T09:37:32,9a528c028d8fe06e3abd94a30f81ef11f4421e4a,true,false,false,false,"{""Python"":857709,""HTML"":31131,""Shell"":23494,""PowerShell"":5665}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
dmitriiweb/extract-emails,main,106,false,false,https://github.com/dmitriiweb/extract-emails,9,.codex/skills/agents-md-assistant/SKILL.md;.codex/skills/code-review-assistant/SKILL.md;.codex/skills/debug-logging-assistant/SKILL.md;.codex/skills/format-lint-assistant/SKILL.md;.codex/skills/git-commit-assistant/SKILL.md;.codex/skills/google-docstring-assistant/SKILL.md;.codex/skills/pytest-testing-assistant/SKILL.md;.codex/skills/skill-creator/SKILL.md;.codex/skills/uv-package-management-assistant/SKILL.md,23,10,0,3,1,2026-02-24T12:49:16Z,0,1,0,3720452,dmitriiweb/extract-emails,false,306,7,6,38,Python,main,MIT License,,2,106,4,13875,2017-07-24T09:23:48,2026-01-02T08:41:54,2026-01-02T08:40:36,22,2,27,1,944,4223,449,"[{""blankLines"":1,""codeLines"":12,""commentLines"":0,""language"":""INI""},{""blankLines"":452,""codeLines"":2534,""commentLines"":449,""language"":""Python""},{""blankLines"":7,""codeLines"":25,""commentLines"":0,""language"":""make""},{""blankLines"":33,""codeLines"":169,""commentLines"":0,""language"":""Text""},{""blankLines"":18,""codeLines"":143,""commentLines"":0,""language"":""YAML""},{""blankLines"":428,""codeLines"":1270,""commentLines"":0,""language"":""Markdown""},{""blankLines"":5,""codeLines"":70,""commentLines"":0,""language"":""TOML""}]",2026-01-02T08:27:26,1f2bb4008e0231784fd78b4140780a2992f5c851,true,false,false,false,"{""Python"":85673,""Makefile"":628}",bug;dependencies;duplicate;enhancement;feature;help wanted;invalid;question;v 4.0;wontfix,email;extract-emails;linkedin;parser;parsing;parsing-library;python;scraper
alirezarezvani/claude-skills,main,1710,false,false,https://github.com/alirezarezvani/claude-skills,66,business-growth/customer-success-manager/SKILL.md;business-growth/revenue-operations/SKILL.md;business-growth/sales-engineer/SKILL.md;c-level-advisor/ceo-advisor/SKILL.md;c-level-advisor/cto-advisor/SKILL.md;engineering-team/aws-solution-architect/SKILL.md;engineering-team/code-reviewer/SKILL.md;engineering-team/incident-commander/SKILL.md;engineering-team/ms365-tenant-manager/SKILL.md;engineering-team/senior-architect/SKILL.md;engineering-team/senior-backend/SKILL.md;engineering-team/senior-computer-vision/SKILL.md;engineering-team/senior-data-engineer/SKILL.md;engineering-team/senior-data-scientist/SKILL.md;engineering-team/senior-devops/SKILL.md;engineering-team/senior-frontend/SKILL.md;engineering-team/senior-fullstack/SKILL.md;engineering-team/senior-ml-engineer/SKILL.md;engineering-team/senior-prompt-engineer/SKILL.md;engineering-team/senior-qa/SKILL.md;engineering-team/senior-secops/SKILL.md;engineering-team/senior-security/SKILL.md;engineering-team/tdd-guide/SKILL.md;engineering-team/tech-stack-evaluator/SKILL.md;engineering/agent-designer/SKILL.md;engineering/api-design-reviewer/SKILL.md;engineering/database-designer/SKILL.md;engineering/dependency-auditor/SKILL.md;engineering/interview-system-designer/SKILL.md;engineering/migration-architect/SKILL.md;engineering/observability-designer/SKILL.md;engineering/rag-architect/SKILL.md;engineering/release-manager/SKILL.md;engineering/skill-tester/SKILL.md;engineering/skill-tester/assets/sample-skill/SKILL.md;engineering/tech-debt-tracker/SKILL.md;finance/financial-analyst/SKILL.md;marketing-skill/app-store-optimization/SKILL.md;marketing-skill/campaign-analytics/SKILL.md;marketing-skill/content-creator/SKILL.md;marketing-skill/marketing-demand-acquisition/SKILL.md;marketing-skill/marketing-strategy-pmm/SKILL.md;marketing-skill/social-media-analyzer/SKILL.md;product-team/agile-product-owner/SKILL.md;product-team/product-manager-toolkit/SKILL.md;product-team/product-strategist/SKILL.md;product-team/ui-design-system/SKILL.md;product-team/ux-researcher-designer/SKILL.md;project-management/atlassian-admin/SKILL.md;project-management/atlassian-templates/SKILL.md;project-management/confluence-expert/SKILL.md;project-management/jira-expert/SKILL.md;project-management/scrum-master/SKILL.md;project-management/senior-pm/SKILL.md;ra-qm-team/capa-officer/SKILL.md;ra-qm-team/fda-consultant-specialist/SKILL.md;ra-qm-team/gdpr-dsgvo-expert/SKILL.md;ra-qm-team/information-security-manager-iso27001/SKILL.md;ra-qm-team/isms-audit-expert/SKILL.md;ra-qm-team/mdr-745-specialist/SKILL.md;ra-qm-team/qms-audit-expert/SKILL.md;ra-qm-team/quality-documentation-manager/SKILL.md;ra-qm-team/quality-manager-qmr/SKILL.md;ra-qm-team/quality-manager-qms-iso13485/SKILL.md;ra-qm-team/regulatory-affairs-head/SKILL.md;ra-qm-team/risk-management-specialist/SKILL.md,571,185,97,148,75,2026-02-24T12:47:41Z,1,0,0,95517975,alirezarezvani/claude-skills,false,215,7,0,210,Python,main,MIT License,https://alirezarezvani.medium.com/,19,1710,4,4171,2025-10-19T04:04:05,2026-02-10T01:05:52,2026-02-10T03:25:53,66,13,121,0,37087,137864,10220,"[{""blankLines"":29,""codeLines"":124,""commentLines"":22,""language"":""DOS Batch""},{""blankLines"":40,""codeLines"":97,""commentLines"":0,""language"":""Text""},{""blankLines"":142,""codeLines"":840,""commentLines"":48,""language"":""YAML""},{""blankLines"":9545,""codeLines"":42092,""commentLines"":9999,""language"":""Python""},{""blankLines"":45,""codeLines"":225,""commentLines"":43,""language"":""Bourne Shell""},{""blankLines"":27275,""codeLines"":90527,""commentLines"":108,""language"":""Markdown""},{""blankLines"":11,""codeLines"":3959,""commentLines"":0,""language"":""JSON""}]",2026-02-10T01:05:52,1a413f4a8c69931fc6e539127f041797d1d8df34,true,false,false,false,"{""Python"":2187091,""Shell"":7747,""Batchfile"":4010}",bug;documentation;domain:agents;domain:c-level;domain:documentation;domain:marketing;domain:product;domain:standards;domain:templates;duplicate;enhancement;good first issue;help wanted;invalid;p0;p1;p2;p3;question;status:backlog;status:done;status:in-progress;status:in-review;status:ready;status:triage;type:enhancement;type:feature;type:refactor;type:setup;type:test;wontfix,agentic-ai;agentic-coding;anthropic-claude;claude-ai;claude-ai-skills;claude-code;claude-code-skills;claude-skills;claudecode-subagents
elevenlabs/skills,main,105,false,false,https://github.com/elevenlabs/skills,7,agents/SKILL.md;music/SKILL.md;openclaw/elevenlabs-transcribe/SKILL.md;setup-api-key/SKILL.md;sound-effects/SKILL.md;speech-to-text/SKILL.md;text-to-speech/SKILL.md,27,17,0,3,0,2026-02-24T12:49:26Z,0,0,0,95620079,elevenlabs/skills,false,34,3,0,11,Python,main,MIT License,https://elevenlabs.io,1,105,3,426,2026-01-24T04:05:10,2026-02-12T04:53:52,2026-02-14T12:50:30,1,1,6,2,1155,3911,37,"[{""blankLines"":0,""codeLines"":6,""commentLines"":0,""language"":""Text""},{""blankLines"":62,""codeLines"":329,""commentLines"":26,""language"":""Python""},{""blankLines"":17,""codeLines"":73,""commentLines"":11,""language"":""Bourne Shell""},{""blankLines"":1076,""codeLines"":3503,""commentLines"":0,""language"":""Markdown""}]",2026-02-04T07:07:36,21a3e2fcd68448e3c1620b26a0a2cc3b4601b7d7,true,false,false,false,"{""Python"":13732,""Shell"":2878}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;skills-update;wontfix,ai-agents;elevenlabs;music;sfx;skills;stt;tts
