repo,default_branch,stars,fork,archived,html_url,skill_count,skill_paths,total_files_in_skills,references_file_count,assets_file_count,scripts_file_count,other_file_count,scanned_at_utc,has_CLAUDE,has_AGENTS,has_COPILOT,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics
ferdousbhai/investor-agent,main,298,false,false,https://github.com/ferdousbhai/investor-agent,1,skills/investment-analysis/SKILL.md,1,0,0,0,0,2026-02-24T12:49:32Z,0,0,0,95345218,ferdousbhai/investor-agent,false,54,1,0,57,Python,main,MIT License,,4,298,4,495,2025-02-21T06:20:12,2026-01-03T06:21:27,2026-01-09T03:28:59,5,0,6,0,2015,6703,70,"[{""blankLines"":7,""codeLines"":30,""commentLines"":0,""language"":""YAML""},{""blankLines"":7,""codeLines"":51,""commentLines"":0,""language"":""TOML""},{""blankLines"":147,""codeLines"":529,""commentLines"":70,""language"":""Python""},{""blankLines"":0,""codeLines"":20,""commentLines"":0,""language"":""JSON""},{""blankLines"":1854,""codeLines"":6073,""commentLines"":0,""language"":""Markdown""}]",2026-01-03T06:21:20,341fe753acee2fa9c8a855dc26f71a0e8951d001,true,false,false,false,"{""Python"":27786}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
femto/minion,main,117,false,false,https://github.com/femto/minion,2,examples/skills/code-review/SKILL.md;examples/skills/data-analysis/SKILL.md,4,2,0,0,0,2026-02-24T12:49:31Z,1,1,0,95351687,femto/minion,false,488,19,0,18,Python,main,MIT License,,3,117,4,3945,2024-08-11T12:05:35,2026-02-07T08:20:13,2026-02-07T08:20:16,4,1,42,0,9892,45181,9470,"[{""blankLines"":0,""codeLines"":1363,""commentLines"":0,""language"":""CSV""},{""blankLines"":8,""codeLines"":9911,""commentLines"":0,""language"":""JSON""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""INI""},{""blankLines"":9,""codeLines"":49,""commentLines"":0,""language"":""Text""},{""blankLines"":7846,""codeLines"":27514,""commentLines"":9411,""language"":""Python""},{""blankLines"":11,""codeLines"":93,""commentLines"":5,""language"":""TOML""},{""blankLines"":18,""codeLines"":73,""commentLines"":19,""language"":""Bourne Shell""},{""blankLines"":15,""codeLines"":135,""commentLines"":21,""language"":""YAML""},{""blankLines"":1967,""codeLines"":6001,""commentLines"":0,""language"":""Markdown""},{""blankLines"":13,""codeLines"":25,""commentLines"":14,""language"":""Dockerfile""}]",2026-02-07T08:20:05,a36ede6f55f8b75655028b6557daa5214a0d2e40,true,false,false,false,"{""Python"":1362307,""Shell"":2454,""Dockerfile"":1278}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent;ai;python
filipstrand/mflux,main,1825,false,false,https://github.com/filipstrand/mflux,8,.cursor/skills/mflux-cli/SKILL.md;.cursor/skills/mflux-debugging/SKILL.md;.cursor/skills/mflux-dev-env/SKILL.md;.cursor/skills/mflux-manual-testing/SKILL.md;.cursor/skills/mflux-model-porting/SKILL.md;.cursor/skills/mflux-pr/SKILL.md;.cursor/skills/mflux-release/SKILL.md;.cursor/skills/mflux-testing/SKILL.md,8,0,0,0,0,2026-02-24T12:49:32Z,0,1,0,95150264,filipstrand/mflux,false,499,64,42,119,Python,main,MIT License,,20,1825,14,145674,2024-08-10T10:30:00,2026-02-14T12:16:56,2026-02-14T04:20:00,149,63,198,5,6925,39594,2523,"[{""blankLines"":0,""codeLines"":59,""commentLines"":0,""language"":""XML""},{""blankLines"":0,""codeLines"":7,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":49,""codeLines"":96,""commentLines"":0,""language"":""TeX""},{""blankLines"":5655,""codeLines"":35727,""commentLines"":2476,""language"":""Python""},{""blankLines"":19,""codeLines"":63,""commentLines"":0,""language"":""Text""},{""blankLines"":13,""codeLines"":164,""commentLines"":2,""language"":""TOML""},{""blankLines"":20,""codeLines"":91,""commentLines"":42,""language"":""make""},{""blankLines"":2,""codeLines"":72,""commentLines"":0,""language"":""JSON""},{""blankLines"":16,""codeLines"":91,""commentLines"":3,""language"":""YAML""},{""blankLines"":1151,""codeLines"":3224,""commentLines"":0,""language"":""Markdown""}]",2026-02-13T11:55:33,f90ca0f7e7142ca124a3882d1456664e9520a0c5,false,false,false,false,"{""Python"":1772189,""Makefile"":5377,""TeX"":5146,""Shell"":147}",breaking change;bug;discussion;documentation;duplicate;enhancement;good first issue;help wanted;installation;invalid;question;wontfix,ai;apple-silicon;diffusers;flux;huggingface;ml;mlx;qwen;qwen-image;seedvr2;transformers;z-image
genomoncology/biomcp,main,408,false,false,https://github.com/genomoncology/biomcp,1,skills/SKILL.md,33,0,0,0,32,2026-02-24T12:49:34Z,0,0,0,95347867,genomoncology/biomcp,false,149,12,35,80,Python,main,MIT License,https://biomcp.org/,7,408,9,7302,2025-04-01T09:44:02,2026-01-31T10:26:22,2026-02-03T12:09:14,32,9,84,4,18314,98884,9185,"[{""blankLines"":0,""codeLines"":862,""commentLines"":0,""language"":""CSV""},{""blankLines"":210,""codeLines"":328,""commentLines"":1291,""language"":""JavaScript""},{""blankLines"":108,""codeLines"":1819,""commentLines"":21,""language"":""YAML""},{""blankLines"":5338,""codeLines"":14408,""commentLines"":0,""language"":""Markdown""},{""blankLines"":70,""codeLines"":366,""commentLines"":3,""language"":""Cucumber""},{""blankLines"":8971,""codeLines"":34127,""commentLines"":7784,""language"":""Python""},{""blankLines"":39,""codeLines"":236,""commentLines"":25,""language"":""CSS""},{""blankLines"":0,""codeLines"":24423,""commentLines"":0,""language"":""JSON""},{""blankLines"":9,""codeLines"":17,""commentLines"":10,""language"":""Dockerfile""},{""blankLines"":31,""codeLines"":210,""commentLines"":51,""language"":""TOML""},{""blankLines"":15,""codeLines"":69,""commentLines"":0,""language"":""make""},{""blankLines"":3521,""codeLines"":22004,""commentLines"":0,""language"":""Text""},{""blankLines"":2,""codeLines"":15,""commentLines"":0,""language"":""INI""}]",2026-01-30T05:09:10,a5e305a87586baa77435cfd12128f56cfdf16069,true,false,false,false,"{""Python"":1671259,""JavaScript"":56357,""Gherkin"":21466,""Makefile"":2902,""Dockerfile"":1025}",bug;dependencies;documentation;duplicate;enhancement;github_actions;good first issue;help wanted;invalid;question;wontfix,ai;bioinformatics;clinical-trials;genomics;llm;mcp;mcp-server;medical;model-context-protocol;pubmed;pubmed-central
gadievron/raptor,main,1049,false,false,https://github.com/gadievron/raptor,10,.claude/skills/crash-analysis/function-tracing/SKILL.md;.claude/skills/crash-analysis/gcov-coverage/SKILL.md;.claude/skills/crash-analysis/line-execution-checker/SKILL.md;.claude/skills/crash-analysis/rr-debugger/SKILL.md;.claude/skills/exploitability-validation/SKILL.md;.claude/skills/oss-forensics/github-archive/SKILL.md;.claude/skills/oss-forensics/github-commit-recovery/SKILL.md;.claude/skills/oss-forensics/github-evidence-kit/SKILL.md;.claude/skills/oss-forensics/github-wayback-recovery/SKILL.md;.claude/skills/oss-forensics/orchestration/SKILL.md,56,0,0,2,44,2026-02-24T12:49:33Z,1,0,0,95555173,gadievron/raptor,false,217,12,0,127,Python,main,MIT License,,16,1049,12,1314,2025-10-17T10:10:40,2026-02-04T11:03:33,2026-02-05T04:54:54,13,4,53,4,12400,46694,9358,"[{""blankLines"":21,""codeLines"":89,""commentLines"":58,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":1497,""commentLines"":0,""language"":""JSON""},{""blankLines"":11,""codeLines"":48,""commentLines"":22,""language"":""JavaScript""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""INI""},{""blankLines"":19,""codeLines"":59,""commentLines"":0,""language"":""Text""},{""blankLines"":43,""codeLines"":561,""commentLines"":5,""language"":""YAML""},{""blankLines"":7650,""codeLines"":29277,""commentLines"":8881,""language"":""Python""},{""blankLines"":22,""codeLines"":76,""commentLines"":3,""language"":""C""},{""blankLines"":4067,""codeLines"":12765,""commentLines"":0,""language"":""Markdown""},{""blankLines"":62,""codeLines"":285,""commentLines"":30,""language"":""C++""},{""blankLines"":505,""codeLines"":2034,""commentLines"":359,""language"":""Bourne Shell""}]",2026-02-04T11:03:33,1f5105effc754d5ade95728db5a2c132dc3631e8,true,false,false,false,"{""Python"":1739358,""Shell"":103449,""C++"":10513,""Dockerfile"":5818,""C"":2997,""JavaScript"":2418}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,
ggozad/haiku.rag,main,483,false,false,https://github.com/ggozad/haiku.rag,2,haiku_rag_slim/haiku/rag/skills/rag-rlm/SKILL.md;haiku_rag_slim/haiku/rag/skills/rag/SKILL.md,2,0,0,0,0,2026-02-24T12:49:43Z,0,0,0,95410792,ggozad/haiku.rag,false,1154,9,90,28,Python,main,MIT License,,4,483,6,20616,2024-10-13T03:12:23,2026-02-13T04:08:51,2026-02-14T03:37:09,75,2,202,3,11546,239586,5272,"[{""blankLines"":30,""codeLines"":67,""commentLines"":14,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":271,""commentLines"":0,""language"":""JSON""},{""blankLines"":34,""codeLines"":210,""commentLines"":9,""language"":""TOML""},{""blankLines"":7,""codeLines"":28,""commentLines"":3,""language"":""Bourne Shell""},{""blankLines"":14,""codeLines"":513,""commentLines"":2,""language"":""SVG""},{""blankLines"":1786,""codeLines"":4734,""commentLines"":1,""language"":""Markdown""},{""blankLines"":1,""codeLines"":70,""commentLines"":0,""language"":""HTML""},{""blankLines"":9,""codeLines"":30,""commentLines"":0,""language"":""Slim""},{""blankLines"":5911,""codeLines"":20082,""commentLines"":4427,""language"":""Python""},{""blankLines"":23,""codeLines"":114,""commentLines"":1,""language"":""CSS""},{""blankLines"":3629,""codeLines"":211600,""commentLines"":807,""language"":""YAML""},{""blankLines"":102,""codeLines"":1867,""commentLines"":8,""language"":""TypeScript""}]",2026-02-10T12:37:07,3544c3177a1721fd5f940af981cea1a1200a9d10,true,false,false,false,"{""Python"":1068124,""TypeScript"":46552,""Dockerfile"":3039,""CSS"":2338,""Slim"":1253,""Shell"":956}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,ai;docling;lancedb;mcp;mcp-server;ml;pydantic-ai;rag
gmh5225/awesome-game-security,main,2657,false,false,https://github.com/gmh5225/awesome-game-security,9,.claude/skills/anti-cheat/SKILL.md;.claude/skills/dma-attack/SKILL.md;.claude/skills/game-engine/SKILL.md;.claude/skills/game-hacking/SKILL.md;.claude/skills/graphics-api/SKILL.md;.claude/skills/mobile-security/SKILL.md;.claude/skills/overview/SKILL.md;.claude/skills/reverse-engineering/SKILL.md;.claude/skills/windows-kernel/SKILL.md,9,0,0,0,0,2026-02-24T12:49:44Z,0,0,0,94535449,gmh5225/awesome-game-security,false,3422,3,0,366,Python,main,MIT License,https://gs.awesome.rip,118,2657,11,3768,2022-04-04T06:07:57,2026-01-19T03:00:59,2026-01-19T05:24:51,43,0,12,0,689,5444,9,"[{""blankLines"":24,""codeLines"":82,""commentLines"":9,""language"":""Python""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""YAML""},{""blankLines"":665,""codeLines"":5361,""commentLines"":0,""language"":""Markdown""}]",2026-01-19T03:00:56,cecd685046d8a7d0a2fb071c6bc024ccad7b9390,true,false,false,false,"{""Python"":3569}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,android;anti;anticheat;antidebug;awesome;blockchain;cheat;debug;driver;engine;ethereum;game;game-development;gamehack;hack;kernel;security;system;windows
getsentry/sentry-python,master,2139,false,false,https://github.com/getsentry/sentry-python,4,.agents/skills/code-review/SKILL.md;.agents/skills/find-bugs/SKILL.md;.agents/skills/security-review/SKILL.md;.agents/skills/skill-scanner/SKILL.md,29,20,0,1,4,2026-02-24T12:49:41Z,0,0,0,3983514,getsentry/sentry-python,false,3616,132,318,582,Python,master,MIT License,https://sentry.io/for/python/,72,2139,286,77337,2018-06-18T10:51:10,2026-02-13T06:47:19,2026-02-14T09:57:25,2041,237,3314,31,26230,98102,10620,"[{""blankLines"":0,""codeLines"":306,""commentLines"":0,""language"":""JSON""},{""blankLines"":65,""codeLines"":2005,""commentLines"":234,""language"":""YAML""},{""blankLines"":3,""codeLines"":11,""commentLines"":0,""language"":""Protocol Buffers""},{""blankLines"":6,""codeLines"":29,""commentLines"":0,""language"":""make""},{""blankLines"":62,""codeLines"":324,""commentLines"":0,""language"":""Jinja Template""},{""blankLines"":48,""codeLines"":171,""commentLines"":25,""language"":""TOML""},{""blankLines"":183,""codeLines"":749,""commentLines"":4,""language"":""INI""},{""blankLines"":0,""codeLines"":63,""commentLines"":0,""language"":""Text""},{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""XML""},{""blankLines"":1501,""codeLines"":3981,""commentLines"":5,""language"":""Markdown""},{""blankLines"":49,""codeLines"":124,""commentLines"":30,""language"":""Bourne Shell""},{""blankLines"":46,""codeLines"":34,""commentLines"":70,""language"":""reStructuredText""},{""blankLines"":24267,""codeLines"":90281,""commentLines"":10252,""language"":""Python""},{""blankLines"":0,""codeLines"":22,""commentLines"":0,""language"":""HTML""}]",2026-02-13T02:55:05,4d8faf347b109bb2c864b1a52a9080c33541be9e,false,false,false,false,"{""Python"":4009772,""Jinja"":12577,""Shell"":5451,""Makefile"":954,""HTML"":158}",Better async support;Component: Backpressure Monitor;Component: DX;Component: Logs;Component: SDK Core;Component: Scrubber;Integration: Apache Beam;Integration: Ariadne;Integration: Boto3;Integration: Bottle;Integration: Chalice;Integration: Clickhouse;Integration: Dedupe;Integration: Dramatiq;Integration: GQL;Integration: Graphene;Integration: HTTPX;Integration: MongoDB;Integration: Strawberry;Integration: asyncpg;Project: POTel;Project: POTel: after alpha;Project: POTel: before alpha;Python:3.13;Python:3.14;SDK 1.x;Spans;ai insights;ai-integration-test-failure;automated;breaking change;bug;cache/memcached;changelog: bugfix;changelog: deprecation;changelog: docs;changelog: feature;changelog: internal;checks;claude-code-assisted;component: ci;component: docs;component: serializer;component: tests;component: transport;component: typing;crons;dependencies;discussion;do not merge;docs;docs-ignore;feature;feature: attachments;feature: crons;feature: grouping;feature: performance;feature: profiling;feature: span streaming;getsentry/sentry-python;github_actions;good first issue;help wanted;improvement;integration: aiohttp;integration: anthropic;integration: apache airflow;integration: apache spark;integration: arq;integration: asgi;integration: asyncio;integration: aws lambda;integration: celery;integration: cloud resource context;integration: cohere;integration: django;integration: falcon;integration: flask;integration: gcp;integration: gevent/eventlet;integration: grpc;integration: huey;integration: huggingface;integration: langgraph;integration: logging;integration: loguru;integration: openai;integration: openai agents;integration: opentelementry (otel);integration: otlp;integration: plone/zope;integration: pydantic ai;integration: pyramid;integration: quart;integration: ray;integration: redis;integration: rq;integration: sanic;integration: serverless;integration: sqlalchemy;integration: starlette/fastapi;integration: starlite/litestar;integration: stdlib;integration: tornado;integration: wsgi;logs;metrics;milestone;new integration;performance (new);platform: python;profiles;python;python:uv;quality improvement;question;sdk 2.0;sdk 3.0;skip-changelog;span first;stale;task;tests;tracking issue;triaged;truncation;waiting for: community;waiting for: product owner,crash-reporting;hacktoberfest;python;sdk;sentry;sentry-python;tag-production;team-web-backend
gotalab/skillport,main,202,false,false,https://github.com/gotalab/skillport,3,.skills/experimental/git-branch-cleanup/SKILL.md;.skills/experimental/opus-4-5-migration/SKILL.md;.skills/experimental/skill-evaluator/SKILL.md,11,4,0,1,3,2026-02-24T12:49:47Z,1,1,0,95558586,gotalab/skillport,false,181,6,21,12,Python,main,MIT License,,2,202,3,4109,2025-12-01T05:29:59,2026-01-08T06:49:12,2026-01-10T06:03:39,1,0,74,0,4464,15373,1892,"[{""blankLines"":1226,""codeLines"":3178,""commentLines"":4,""language"":""Markdown""},{""blankLines"":33,""codeLines"":169,""commentLines"":0,""language"":""Text""},{""blankLines"":3173,""codeLines"":11686,""commentLines"":1886,""language"":""Python""},{""blankLines"":22,""codeLines"":167,""commentLines"":0,""language"":""TOML""},{""blankLines"":10,""codeLines"":99,""commentLines"":2,""language"":""YAML""},{""blankLines"":0,""codeLines"":74,""commentLines"":0,""language"":""JSON""}]",2026-01-08T06:48:59,808598fa00c95a0951cc5267acf8824d92e9a8c6,false,false,false,false,"{""Python"":569009}",autorelease: pending;autorelease: tagged;bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;wontfix,agent-skills;ai-agent;claude;codex;context-engineering;cursor;github-copilot;mcp;skills
gptme/gptme,master,4189,false,false,https://github.com/gptme/gptme,2,gptme/lessons/skills/codebase-classification/SKILL.md;gptme/lessons/skills/python-repl/SKILL.md,4,0,0,0,2,2026-02-24T12:49:50Z,0,0,0,95323070,gptme/gptme,false,2340,678,66,350,Python,master,MIT License,https://gptme.org/docs/,39,4189,23,41253,2023-03-24T04:25:01,2026-02-14T04:06:57,2026-02-14T07:51:45,365,38,875,31,23912,98017,21780,"[{""blankLines"":43,""codeLines"":209,""commentLines"":69,""language"":""TOML""},{""blankLines"":0,""codeLines"":21,""commentLines"":0,""language"":""SVG""},{""blankLines"":90,""codeLines"":385,""commentLines"":130,""language"":""Bourne Shell""},{""blankLines"":132,""codeLines"":1690,""commentLines"":391,""language"":""JavaScript""},{""blankLines"":16,""codeLines"":48,""commentLines"":16,""language"":""Fish Shell""},{""blankLines"":0,""codeLines"":27,""commentLines"":0,""language"":""CSV""},{""blankLines"":1961,""codeLines"":5621,""commentLines"":6,""language"":""Markdown""},{""blankLines"":63,""codeLines"":232,""commentLines"":18,""language"":""make""},{""blankLines"":12,""codeLines"":52,""commentLines"":0,""language"":""Text""},{""blankLines"":165,""codeLines"":1004,""commentLines"":115,""language"":""YAML""},{""blankLines"":2036,""codeLines"":2509,""commentLines"":1754,""language"":""reStructuredText""},{""blankLines"":8,""codeLines"":26,""commentLines"":1,""language"":""DOS Batch""},{""blankLines"":2031,""codeLines"":17154,""commentLines"":1085,""language"":""TypeScript""},{""blankLines"":5,""codeLines"":12175,""commentLines"":0,""language"":""JSON""},{""blankLines"":68,""codeLines"":193,""commentLines"":94,""language"":""Dockerfile""},{""blankLines"":17161,""codeLines"":55809,""commentLines"":18060,""language"":""Python""},{""blankLines"":106,""codeLines"":518,""commentLines"":23,""language"":""CSS""},{""blankLines"":15,""codeLines"":344,""commentLines"":18,""language"":""HTML""}]",2026-02-13T07:06:55,617bb17e6c690595516d099bd3cf094a82781f17,true,false,false,false,"{""Python"":3021161,""TypeScript"":672759,""JavaScript"":60971,""Shell"":21739,""HTML"":15332,""Makefile"":11756,""CSS"":11732,""Dockerfile"":2346}",autonomous-friendly;bounty;bug;capabilities;ci;codex;component: cli;component: server;context;dependencies;difficulty: easy;difficulty: hard;difficulty: medium;documentation;duplicate;enhancement;evals;github_actions;good first issue;help wanted;ideas;invalid;needs-human-judgement;onboarding;priority: critical;priority: high;priority: low;priority: medium;provider;question;refactor;reliability;security;status: blocked;status: has-pr;status: in-progress;status: needs-design;status: ready;sweep;tool;webui;wontfix,agent;agents;ai-agents;ai-assistant;anthropic;chatbot;chatgpt;cli;code-generation;llamacpp;llm;llm-agent;llm-apps;openai;openrouter;rag
gradio-app/daggr,main,465,false,false,https://github.com/gradio-app/daggr,1,.agents/skills/daggr/SKILL.md,1,0,0,0,0,2026-02-24T12:49:51Z,1,0,0,95613055,gradio-app/daggr,false,767,27,11,41,Python,main,MIT License,,4,465,35,3381,2026-01-05T10:08:12,2026-02-07T12:53:03,2026-02-09T09:43:01,26,11,46,1,3759,20830,879,"[{""blankLines"":2,""codeLines"":7,""commentLines"":0,""language"":""Bourne Shell""},{""blankLines"":1,""codeLines"":26,""commentLines"":0,""language"":""HTML""},{""blankLines"":1617,""codeLines"":7674,""commentLines"":792,""language"":""Python""},{""blankLines"":456,""codeLines"":1706,""commentLines"":1,""language"":""YAML""},{""blankLines"":462,""codeLines"":1222,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1549,""commentLines"":0,""language"":""JSON""},{""blankLines"":13,""codeLines"":120,""commentLines"":0,""language"":""TypeScript""},{""blankLines"":70,""codeLines"":322,""commentLines"":72,""language"":""JavaScript""},{""blankLines"":1120,""codeLines"":8110,""commentLines"":4,""language"":""Svelte""},{""blankLines"":18,""codeLines"":94,""commentLines"":10,""language"":""TOML""}]",2026-02-07T12:52:44,1f40f7a6171465fcc092586c29b7432f87f18091,true,false,false,false,"{""Python"":284463,""Svelte"":218928,""JavaScript"":12268,""TypeScript"":3579,""HTML"":892,""Shell"":120}",bug;documentation;duplicate;enhancement;good first issue;help wanted;invalid;question;v: minor;v: patch;wontfix,
